Admit_TermID,CRMID,Last_Name,First_Name,Middle_Name,Admit_Descr,Admit_Type,Admit_Type_Descr,Acad_Career,Acad_Prog,Acad_Prog_Descr,Acad_Plan,Acad_Plan_Descr,Appl_Source,Gender,Age_By_Years,Address1,Address2,City,State,Postal,Current_Program,Current_Program_Descr,Current_Plan,Current_Plan_Descr
7238462,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,31,,,Annapolis,MD,21409-4757,NULL,NULL,NULL,NULL
7238595,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,30,,,Baltimore,MD,21225-1457,NULL,NULL,NULL,NULL
7238780,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,MALE,55,,,Baltimore,MD,21244-3663,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7238795,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,BLANK APPLICATION SOURCE,FEMALE,57,,,Baltimore,MD,21234-6804,SOWK,Social Work,PRE-SOWK,Pre-Social Work
7239207,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,MALE,45,,,Baltimore,MD,21201-1963,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7239314,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UAPRBS,BS in Urban Arts,HARD COPY,FEMALE,27,,,Baltimore,MD,21205-1303,NULL,NULL,NULL,NULL
7239538,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,30,,,Baltimore,MD,21215-6538,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7239556,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,55,,,Baltimore,MD,21206-5012,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7242825,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,39,,,Baltimore,MD,21207,PSU,Undergrad Professional Studies,IDSBS,Interdisciplinary Studies
7243910,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,29,,,Clinton,MD,20735-5865,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7244734,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,MALE,30,,,Baltimore,MD,21215-6028,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7244783,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,42,,,Baltimore,MD,21229-1605,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7244853,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,35,,,Baltimore,MD,21216-3222,NODEU,Undergrad Non-Degree,COOPU,Undergraduate COOP
7245286,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,34,,,Baltimore,MD,21216-3222,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7246272,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,37,,,Baltimore,MD,21214-3402,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education
7247641,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,36,,,Owings Mills,MD,21117-7545,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7247679,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,POSCBS,BS in Political Science,HARD COPY,MALE,27,,,Upper Marlboro,MD,20772-5144,PSU,Undergrad Professional Studies,POSCBS,BS in Political Science
7247749,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,37,,,Baltimore,MD,21213-1110,NULL,NULL,NULL,NULL
7247773,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,28,,,Bowie,MD,20715-2128,A&SU,Undergraduate Arts & Sciences,UAPRBS,BS in Urban Arts
7248209,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,26,,,Baltimore,MD,21227-3543,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7248515,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,30,,,Baltimore,MD,21230-2738,A&SU,Undergraduate Arts & Sciences,HISTBS,BS in History
7248515,2054,,,,Spring 2005                   ,USB,Second Bachelor,UGRD,NURU2,2nd Undergraduate Nursing,NURSBS2,2nd BS in Nursing,BLANK APPLICATION SOURCE,FEMALE,65,,,Ellicot City,MD,21042,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7248808,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,47,,,Baltimore,MD,21229-3502,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7248934,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,40,,,Baltimore,MD,21215-5838,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7249075,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,33,,,Baltimore,MD,21244-8054,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7249251,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,27,,,Baltimore,MD,21215-7230,NULL,NULL,NULL,NULL
7249353,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,MALE,39,,,Portsmouth,VA,23703-5300,PSU,Undergrad Professional Studies,SOSCBS,BS in Social Science
7249407,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,29,,,Port Harcourt, Nigeria, , ,NULL,NULL,NULL
7249560,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,31,,,Windsor Mill,MD,21244-2356,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7249618,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,26,,,Baltimore,MD,21216-2108,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7249915,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,50,,,Baltimore,MD,21208-6127,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7250079,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,MALE,31,,,Silver Spring,MD,20901-1553,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science
7250185,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,29,,,Baltimore,MD,21212-2814,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7250202,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,BLANK APPLICATION SOURCE,MALE,29,,,Philadelphia,PA,19151-4503,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7250325,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,MALE,55,,,Baltimore,MD,21239-2851,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7252358,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,69,,,Baltimore,MD,21216-2817,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7252446,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,FEMALE,27,,,Baltimore,MD,21229-2032,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7254358,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,30,,,Baltimore,MD,21218-4940,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7254603,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOSCBS,BS in Social Science,HARD COPY,FEMALE,31,,,Baltimore,MD,21216-1533,PSU,Undergrad Professional Studies,SOSCBS,BS in Social Science
7254841,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,29,,,Baltimore,MD,21229-2010,SPMT,Sports Management,SPMTBS,BS in Sports Management
7257401,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,ON LINE,MALE,27,,,Clinton,MD,20735-5868,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7258447,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,27,,,Baltimore,MD,21216-4721,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7258460,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,27,,,Hyattsville,MD,20782-1710,NULL,NULL,NULL,NULL
7258466,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,34,,,Randallstown,MD,21133-4376,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts
7258502,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,33,,,Baltimore,MD,21212-4666,NULL,NULL,NULL,NULL
7258506,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,41,,,Baltimore,MD,21206-7050,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7259700,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,MALE,28,,,Gwynn Oak,MD,21207-6148,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7259700,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,49,,,Bunker Hill,WV,25413,PSU,Undergrad Professional Studies,IDSBS,Interdisciplinary Studies
7259712,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOCIBS,BS in Sociology,HARD COPY,FEMALE,28,,,Bronx,NY,10472-1803,PSU,Undergrad Professional Studies,SOCIBS,BS in Sociology
7259987,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,28,,,Ocean,NJ,07712-2463,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7260088,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,28,,,Baltimore,MD,21207-7082,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7260208,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,44,,,Baltimore,MD,21217-2230,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7260381,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,50,,,Baltimore,MD,21215-4820,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7260520,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,FEMALE,29,,,Baltimore,MD,21216-3215,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7260529,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,47,,,Edgewood,MD,21040-2920,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7260620,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,27,,,Washington,DC,20010-1515,SPMT,Sports Management,SPMTBS,BS in Sports Management
7260656,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,FEMALE,38,,,Cockeysville,MD,21030-3869,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7261070,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,47,,,Baltimore,MD,21216-1910,AHLTH,Allied Health Sciences,HIMBS,Health Information Management
7261070,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,47,,,Baltimore,MD,21216-1910,PSU,Undergrad Professional Studies,IDSBS,Interdisciplinary Studies
7261070,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts,HARD COPY,MALE,34,,,Baltimore,MD,21229-4510,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education
7261070,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,61,,,Baltimore,MD,21207-4965,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7261071,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,MALE,30,,,Columbia,MD,21045-3402,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7261096,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,39,,,North East,MD,21901-2249,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science
7261752,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,NURSBS,BS in Nursing,HARD COPY,FEMALE,47,,,Baltimore,MD,21208-2331,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7262426,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,41,,,Baltimore,MD,21218-2554,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7264691,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,28,,,Plainfield,NJ,07062-1532,NULL,NULL,NULL,NULL
7265994,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,31,,,Baltimore,MD,21223-1436,NULL,NULL,NULL,NULL
7267283,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,58,,,Baltimore,MD,21244-3420,NULL,NULL,NULL,NULL
7269315,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,32,,,Baltimore,MD,21214-1930,SPMT,Sports Management,SPMTBS,BS in Sports Management
7270487,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,65,,,Baltimore,MD,21215-7436,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7270577,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,28,,,Baltimore,MD,21215-2406,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7270927,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,27,,,Baltimore,MD,21217-1944,MNSU,Undergraduate Business,MNSCBS,BS in Management Science
7270993,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,27,,,Philadelphia,PA,19147-1832,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7271219,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,FEMALE,33,,,Baltimore,MD,21218-3731,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science
7271696,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,28,,,Baltimore,MD,21205-2626,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7271937,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,29,,,Baltimore,MD,21206-3566,PSU,Undergrad Professional Studies,SOCIBS,BS in Sociology
7271995,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,MALE,61,,,Baltimore,MD,21218-5303,SOWK,Social Work,SOWKBSW,Social Work
7272004,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,MALE,29,,,Baltimore, ,21207,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science
7275366,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,31,,,Baltimore,MD,21229-1409,MNSU,Undergraduate Business,MNSCBS,BS in Management Science
7276208,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,31,,,Baltimore,MD,21239-3145,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7276317,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,28,,,Glen Burnie,MD,21060-8046,MNSU,Undergraduate Business,MNSCBS,BS in Management Science
7276317,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,29,,,Randallstown,MD,21133-2444,PSU,Undergrad Professional Studies,SOSCBS,BS in Social Science
7276567,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,29,,,Baltimore,MD,21231-1542,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7276714,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,55,,,Parkville,MD,21234-7034,SOWK,Social Work,PRE-SOWK,Pre-Social Work
7277228,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,31,,,Baltimore,MD,21216-4605,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7277887,2054,,,,Spring 2005                   ,USB,Second Bachelor,UGRD,A&SU2,2nd Bachelors Arts & Sciences,SOSCBS2,BS in Social Science,HARD COPY,MALE,53,,,Baltimore,MD,21207-4759,PSU,Undergrad Professional Studies,SOSCBS,BS in Social Science
7278773,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,27,,,Cleveland,OH,44128-4893,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7279170,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,MALE,27,,,Washington,DC,20019-4509,NULL,NULL,NULL,NULL
7279743,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,29,,,Silver Spring,MD,20901-4725,NULL,NULL,NULL,NULL
7280023,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,NURSBS,BS in Nursing,HARD COPY,FEMALE,33,,,Baltimore,MD,21229-2906,NULL,NULL,NULL,NULL
7280059,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,NURSBS,BS in Nursing,HARD COPY,FEMALE,32,,,Perry Hall,MD,21128-9106,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7280150,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,39,,,Baltimore,MD,21234-5908,NULL,NULL,NULL,NULL
7281304,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,67,,,Baltimore,MD,21201-0415,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7281338,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,38,,,Baltimore,MD,21244-3404,NULL,NULL,NULL,NULL
7281523,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,50,,,Baltimore,MD,21215-6017,NULL,NULL,NULL,NULL
7281525,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,33,,,Harrisburg,PA,17104-2132,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7281717,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,MALE,34,,,Abingdon,MD,21009-2504,NULL,NULL,NULL,NULL
7281847,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,64,,,Randallstown,MD,21133,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education
7281972,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,HISTBS,BS in History,HARD COPY,FEMALE,63,,,Baltimore,MD,21206-6416,A&SU,Undergraduate Arts & Sciences,HISTBS,BS in History
7282321,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,SPMTBS,BS in Sports Management,HARD COPY,FEMALE,31,,,Windsor Mill,MD,21244-3571,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7282408,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,MALE,9,,,Baltimore,MD,21207-5026,NULL,NULL,NULL,NULL
7282466,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,28,,,Baltimore,MD,21205-1716,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7282564,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,MALE,30,,,Washington,DC,20001-1363,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science
7282615,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,51,,,Cockeysville,MD,21030-5214,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts
