Date,GrossRevenue,NetRevenue,GrossProfit
2020-03-31,750,660,396
2019-11-10,1000,832,499
2019-04-01,1000,808,485
2020-04-26,1000,808,485
2020-05-06,750,666,400
2020-05-29,1000,900,540
2019-04-19,1000,900,540
2019-03-25,1250,1010,606
2019-04-17,250,218,131
2020-08-23,750,615,369
2019-05-01,1000,872,523
2020-05-23,750,645,387
2019-08-07,1000,808,485
2019-07-12,750,630,378
2020-09-07,1240,1016,610
2020-02-05,1000,872,523
2020-12-26,1000,848,509
2019-10-22,250,212,127
2019-09-24,1000,888,533
2020-06-10,1250,1100,660
2020-07-06,250,205,123
2019-08-27,1000,880,528
2019-06-26,750,606,364
2020-01-15,750,675,405
2019-09-15,1000,848,509
2020-07-16,750,636,382
2020-10-28,750,606,364
2020-04-08,1000,888,533
2020-01-10,750,636,382
2020-07-04,1000,808,485
2020-01-05,500,440,264
2020-10-17,750,675,405
2020-01-29,750,666,400
2019-05-22,1000,888,533
2020-01-07,1250,1050,630
2020-02-14,1000,880,528
2020-02-07,750,675,405
2020-06-13,1000,880,528
2020-08-09,1000,888,533
2020-01-09,750,660,396
2019-01-25,1000,900,540
2019-02-27,750,606,364
2020-12-09,1000,900,540
2020-01-08,1000,860,516
2020-06-06,750,624,374
2020-01-27,500,440,264
2019-12-06,1000,832,499
2020-12-02,500,450,270
2020-08-20,1000,808,485
2020-04-04,750,645,387
2020-03-11,750,636,382
2019-09-04,1000,808,485
2019-05-20,764,672,403
2019-09-05,1250,1060,636
2020-11-21,500,404,242
2019-02-21,750,654,392
2019-10-16,180,156,94
2020-05-14,750,654,392
2020-05-27,750,666,400
2019-01-16,1250,1090,654
2020-04-06,750,660,396
2019-09-08,1000,832,499
2019-03-12,1000,808,485
2020-01-10,1000,808,485
2020-06-23,750,666,400
2020-04-02,1000,900,540
2019-12-01,1000,900,540
2020-09-16,1250,1010,606
2020-04-05,250,218,131
2020-09-05,750,615,369
2019-06-20,1000,872,523
2020-05-03,750,645,387
2020-08-12,1000,808,485
2019-02-12,750,630,378
2020-03-29,1240,1016,610
2019-07-24,1000,872,523
2020-12-23,1000,848,509
2019-03-06,250,212,127
2020-01-19,1000,888,533
2020-05-23,1250,1100,660
2019-02-04,250,205,123
2019-08-01,1000,880,528
2020-03-26,750,606,364
2020-04-26,750,675,405
2020-11-30,1000,848,509
2019-05-04,750,636,382
2019-10-05,750,606,364
2020-06-08,1000,888,533
2020-06-01,750,636,382
2020-02-28,1000,808,485
2019-09-05,500,440,264
2019-05-13,750,675,405
2020-03-19,750,666,400
2020-10-19,1000,888,533
2020-04-11,1250,1050,630
2020-05-07,1000,880,528
2019-10-29,750,675,405
2020-04-01,1000,880,528
2019-04-03,1000,888,533
2020-04-15,750,660,396
2020-11-18,1000,900,540
2019-02-10,750,606,364
2019-02-18,1000,900,540
2020-03-31,1000,860,516
2019-07-09,750,624,374
2020-04-28,500,440,264
2019-01-04,1000,832,499
2019-05-05,500,450,270
2019-12-08,1000,808,485
2020-01-20,750,645,387
2020-12-29,750,636,382
2019-03-11,1000,808,485
2020-09-11,764,672,403
2019-03-09,1250,1060,636
2020-06-21,500,404,242
2019-05-25,750,654,392
2019-02-21,180,156,94
2020-07-07,750,654,392
2020-10-09,750,666,400
2019-11-21,1250,1090,654
2020-06-03,750,660,396
2019-12-08,1000,832,499
2020-03-28,1000,808,485
2020-06-16,1000,808,485
2020-06-16,750,666,400
2020-05-22,1000,900,540
2019-04-23,1000,900,540
2019-07-07,1250,1010,606
2020-03-11,250,218,131
2019-03-16,750,615,369
2020-11-06,1000,872,523
2020-06-23,750,645,387
2019-02-23,1000,808,485
2019-12-05,750,630,378
2020-08-10,1240,1016,610
2019-08-09,1000,872,523
2020-08-25,1000,848,509
2019-05-18,250,212,127
2019-12-09,1000,888,533
2020-03-19,1250,1100,660
2019-07-19,250,205,123
2019-12-14,1000,880,528
2020-08-05,750,606,364
2020-02-19,750,675,405
2020-12-07,1000,848,509
2019-03-16,750,636,382
2020-07-21,750,606,364
2020-06-02,1000,888,533
2020-06-17,750,636,382
2019-10-18,1000,808,485
2019-02-08,500,440,264
2019-10-19,750,675,405
2019-10-11,750,666,400
2020-06-25,1000,888,533
2020-06-23,1250,1050,630
2020-06-20,1000,880,528
2019-02-11,750,675,405
2020-02-12,1000,880,528
2019-06-15,1000,888,533
2020-05-10,750,660,396
2019-01-01,1000,900,540
2020-05-31,750,606,364
2019-08-03,1000,900,540
2020-01-27,1000,860,516
2019-06-30,750,624,374
2020-05-12,500,440,264
2020-07-21,1000,832,499
2020-07-07,500,450,270
2019-04-16,1000,808,485
2020-06-27,750,645,387
2019-08-19,750,636,382
2020-01-19,1000,808,485
2020-09-06,764,672,403
2020-07-02,1250,1060,636
2019-04-17,500,404,242
2020-01-10,750,654,392
2020-12-30,180,156,94
2020-09-23,750,654,392
2020-08-22,750,666,400
2020-01-05,1250,1090,654
2020-05-17,750,660,396
2020-07-08,1000,832,499
2020-01-12,1000,808,485
2020-05-03,1000,808,485
2020-02-11,750,666,400
2020-02-04,1000,900,540
2020-12-11,1000,900,540
2019-01-29,1250,1010,606
2020-02-26,250,218,131
2019-05-26,750,615,369
2019-09-14,1000,872,523
2020-04-10,750,645,387
2020-02-21,1000,808,485
2019-02-28,750,630,378
2019-03-17,1240,1016,610
2020-11-10,1000,872,523
2019-03-16,1000,848,509
2020-04-11,250,212,127
2020-10-25,1000,888,533
2020-05-06,1250,1100,660
2019-12-08,250,205,123
2020-09-14,1000,880,528
2020-05-04,750,606,364
2020-03-19,750,675,405
2020-01-02,1000,848,509
2020-08-20,750,636,382
2020-09-15,750,606,364
2020-12-22,1000,888,533
2020-05-06,750,636,382
2020-02-12,1000,808,485
2019-03-21,500,440,264
2019-12-20,750,675,405
2019-03-04,750,666,400
2019-01-24,1000,888,533
2020-10-25,1250,1050,630
2020-04-29,1000,880,528
2020-10-13,750,675,405
2020-05-12,1000,880,528
2019-05-23,1000,888,533
2020-06-25,750,660,396
2020-07-16,1000,900,540
2020-05-12,750,606,364
2019-05-09,1000,900,540
2020-06-16,1000,860,516
2019-06-13,750,624,374
2020-02-17,500,440,264
2019-11-06,1000,832,499
2020-07-13,500,450,270
2019-07-12,1000,808,485
2020-01-03,750,645,387
2020-09-24,750,636,382
2020-08-23,1000,808,485
2020-09-19,764,672,403
2020-05-17,1250,1060,636
2019-09-02,500,404,242
2020-10-16,750,654,392
2019-09-22,180,156,94
2020-01-21,750,654,392
2019-12-25,750,666,400
2020-12-07,1250,1090,654
2020-04-20,750,660,396
2019-07-03,1000,832,499
2019-12-21,1000,808,485
2020-04-29,1000,808,485
2020-04-30,750,666,400
2020-05-26,1000,900,540
2020-04-02,1000,900,540
2019-12-12,1250,1010,606
2019-03-26,250,218,131
2019-04-29,750,615,369
2020-01-06,1000,872,523
2020-01-08,750,645,387
2019-10-08,1000,808,485
2019-01-03,750,630,378
2020-07-25,1240,1016,610
2019-04-14,1000,872,523
2020-07-16,1000,848,509
2019-02-28,250,212,127
2020-03-19,1000,888,533
2020-05-14,1250,1100,660
2020-10-17,250,205,123
2020-09-28,1000,880,528
2020-02-07,750,606,364
2020-03-01,750,675,405
2020-09-11,1000,848,509
2020-04-30,750,636,382
2019-03-04,750,606,364
2020-03-20,1000,888,533
2020-05-29,750,636,382
2019-06-15,1000,808,485
2020-08-09,500,440,264
2020-03-25,750,675,405
2020-07-28,750,666,400
2020-05-14,1000,888,533
2019-10-28,1250,1050,630
2020-03-24,1000,880,528
2020-11-16,750,675,405
2020-06-21,1000,880,528
2019-10-25,1000,888,533
2020-01-24,750,660,396
2019-09-01,1000,900,540
2020-05-16,750,606,364
2020-04-27,1000,900,540
2020-01-09,1000,860,516
2020-08-25,750,624,374
2020-02-09,500,440,264
2020-08-22,1000,832,499
2019-07-30,500,450,270
2019-09-12,1000,808,485
2020-01-02,750,645,387
2020-08-29,750,636,382
2019-07-22,1000,808,485
2019-12-05,764,672,403
2019-01-16,1250,1060,636
2020-11-16,500,404,242
2019-06-12,750,654,392
2020-09-18,180,156,94
2019-01-24,750,654,392
2020-09-28,750,666,400
2020-04-28,1250,1090,654
2020-04-17,750,660,396
2020-01-24,1000,832,499
2019-02-02,1000,808,485
2020-01-02,1000,808,485
2020-01-26,750,666,400
2020-06-12,1000,900,540
2019-03-03,1000,900,540
2020-06-05,1250,1010,606
2019-10-31,250,218,131
2019-05-26,750,615,369
2019-03-19,1000,872,523
2020-02-14,750,645,387
2019-11-04,1000,808,485
2019-05-29,750,630,378
2019-07-07,1240,1016,610
2020-05-01,1000,872,523
2020-11-08,1000,848,509
2020-05-16,250,212,127
2019-12-10,1000,888,533
2020-01-18,1250,1100,660
2020-02-27,250,205,123
2020-12-27,1000,880,528
2019-01-24,750,606,364
2020-03-06,750,675,405
2020-10-11,1000,848,509
2020-03-28,750,636,382
2019-06-07,750,606,364
2019-08-24,1000,888,533
2020-03-15,750,636,382
2019-12-02,1000,808,485
2019-08-19,500,440,264
2020-11-07,750,675,405
2019-08-23,750,666,400
2020-11-30,1000,888,533
2020-01-23,1250,1050,630
2020-06-05,1000,880,528
2020-05-06,750,675,405
2020-03-21,1000,880,528
2020-12-13,1000,888,533
2020-05-08,750,660,396
2020-06-30,1000,900,540
2019-12-09,750,606,364
2020-12-11,1000,900,540
2020-01-02,1000,860,516
2019-02-04,750,624,374
2020-01-18,500,440,264
2020-10-10,1000,832,499
2020-05-04,500,450,270
2020-06-14,1000,808,485
2020-04-05,750,645,387
2020-12-07,750,636,382
2020-02-10,1000,808,485
2020-02-20,764,672,403
2020-04-07,1250,1060,636
2019-06-25,500,404,242
2020-02-11,750,654,392
2020-03-09,180,156,94
2020-05-29,750,654,392
2019-05-26,750,666,400
2019-03-22,1250,1090,654
2020-06-07,750,660,396
2020-05-18,1000,832,499
2019-02-08,1000,808,485
2020-06-18,1000,808,485
2020-03-29,750,666,400
2020-04-12,1000,900,540
2019-11-12,1000,900,540
2020-11-03,1250,1010,606
2020-07-16,250,218,131
2019-07-06,750,615,369
2020-09-05,1000,872,523
2020-06-12,750,645,387
2019-11-30,1000,808,485
2020-03-23,750,630,378
2020-10-24,1240,1016,610
2020-12-01,1000,872,523
2020-03-26,1000,848,509
2020-11-17,250,212,127
2020-02-03,1000,888,533
2020-03-25,1250,1100,660
2020-02-17,250,205,123
2019-05-07,1000,880,528
2019-03-13,750,606,364
2020-01-02,750,675,405
2020-05-02,1000,848,509
2020-02-27,750,636,382
2019-02-09,750,606,364
2020-06-11,1000,888,533
2020-02-01,750,636,382
2019-01-26,1000,808,485
2020-12-02,500,440,264
2019-01-25,750,675,405
2019-11-16,750,666,400
2019-05-28,1000,888,533
2019-02-24,1250,1050,630
2020-03-03,1000,880,528
2020-12-25,750,675,405
2020-01-26,1000,880,528
2020-05-21,1000,888,533
2020-02-09,750,660,396
2019-01-30,1000,900,540
2020-09-19,750,606,364
2020-11-08,1000,900,540
2020-03-05,1000,860,516
2019-07-14,750,624,374
2020-05-14,500,440,264
2019-05-18,1000,832,499
2020-04-13,500,450,270
2020-09-12,1000,808,485
2020-05-10,750,645,387
2020-09-16,750,636,382
2020-06-15,1000,808,485
2019-06-18,764,672,403
2020-05-28,1250,1060,636
2020-05-11,500,404,242
2019-03-28,750,654,392
2020-07-04,180,156,94
2020-10-01,750,654,392
2020-06-23,750,666,400
2019-01-12,1250,1090,654
2020-01-16,750,660,396
2019-10-21,1000,832,499
2020-01-24,1000,808,485
2020-05-08,1000,808,485
2020-06-05,750,666,400
2020-04-24,1000,900,540
2019-12-10,1000,900,540
2020-08-30,1250,1010,606
2020-01-28,250,218,131
2019-07-11,750,615,369
2020-02-24,1000,872,523
2020-05-07,750,645,387
2020-11-23,1000,808,485
2019-08-25,750,630,378
2020-08-18,1240,1016,610
2020-09-30,1000,872,523
2020-07-28,1000,848,509
2020-07-05,250,212,127
2019-05-11,1000,888,533
2020-01-28,1250,1100,660
2019-10-30,250,205,123
2020-02-01,1000,880,528
2020-03-27,750,606,364
2020-03-03,750,675,405
2019-08-03,1000,848,509
2019-06-26,750,636,382
2020-04-27,750,606,364
2019-08-12,1000,888,533
2020-04-15,750,636,382
2019-01-08,1000,808,485
2020-12-13,500,440,264
2020-03-05,750,675,405
2020-03-11,750,666,400
2019-09-29,1000,888,533
2020-07-20,1250,1050,630
2020-06-04,1000,880,528
2019-11-21,750,675,405
2020-02-18,1000,880,528
2019-06-05,1000,888,533
2020-06-17,750,660,396
2019-11-28,1000,900,540
2020-01-19,750,606,364
2020-07-14,1000,900,540
2020-01-17,1000,860,516
2019-05-30,750,624,374
2020-04-07,500,440,264
2019-12-23,1000,832,499
2020-05-17,500,450,270
2020-01-15,1000,808,485
2020-06-06,750,645,387
2019-08-27,750,636,382
2019-08-06,1000,808,485
2020-12-03,764,672,403
2019-10-16,1250,1060,636
2019-10-05,500,404,242
2020-12-04,750,654,392
2019-02-12,180,156,94
2020-02-14,750,654,392
2020-01-27,750,666,400
2019-08-09,1250,1090,654
2020-04-21,750,660,396
2019-07-16,1000,832,499
2020-05-15,1000,808,485
2020-03-27,1000,808,485
2020-02-02,750,666,400
2020-06-24,1000,900,540
2020-05-19,1000,900,540
2019-05-18,1250,1010,606
2019-10-31,250,218,131
2020-02-27,750,615,369
2020-09-11,1000,872,523
2020-04-07,750,645,387
2019-02-16,1000,808,485
2019-10-03,750,630,378
2020-11-26,1240,1016,610
2020-06-06,1000,872,523
2019-10-11,1000,848,509
2019-08-18,250,212,127
2019-08-19,1000,888,533
2020-05-22,1250,1100,660
2019-12-27,250,205,123
2020-05-20,1000,880,528
2019-02-12,750,606,364
2020-05-19,750,675,405
2020-06-09,1000,848,509
2020-03-10,750,636,382
2019-08-16,750,606,364
2019-11-08,1000,888,533
2020-01-26,750,636,382
2020-08-06,1000,808,485
2019-08-16,500,440,264
2020-05-03,750,675,405
2020-06-25,750,666,400
2019-01-26,1000,888,533
2019-07-02,1250,1050,630
2020-03-29,1000,880,528
2019-01-18,750,675,405
2020-05-06,1000,880,528
2019-09-04,1000,888,533
2020-04-29,750,660,396
2020-02-25,1000,900,540
2019-06-22,750,606,364
2020-05-25,1000,900,540
2020-05-26,1000,860,516
2020-05-13,750,624,374
2020-03-18,500,440,264
2019-11-09,1000,832,499
2019-11-21,500,450,270
2020-12-04,1000,808,485
2020-03-29,750,645,387
2020-10-26,750,636,382
2020-10-25,1000,808,485
2019-04-23,764,672,403
2019-02-21,1250,1060,636
2019-08-20,500,404,242
2020-12-03,750,654,392
2020-09-09,180,156,94
2020-03-09,750,654,392
2020-03-01,750,666,400
2020-08-28,1250,1090,654
2020-06-28,750,660,396
2020-01-29,1000,832,499
2019-08-28,1000,808,485
2020-05-12,1000,808,485
2020-02-06,750,666,400
2020-04-12,1000,900,540
2020-03-18,1000,900,540
2019-12-28,1250,1010,606
2020-10-16,250,218,131
2019-07-23,750,615,369
2019-05-03,1000,872,523
2020-04-13,750,645,387
2020-08-09,1000,808,485
2019-02-25,750,630,378
2019-07-31,1240,1016,610
2019-02-06,1000,872,523
2020-02-12,1000,848,509
2020-09-15,250,212,127
2019-06-11,1000,888,533
2020-01-05,1250,1100,660
2020-01-27,250,205,123
2019-02-25,1000,880,528
2019-01-12,750,606,364
2020-05-15,750,675,405
2020-08-24,1000,848,509
2019-02-20,750,636,382
2019-09-21,750,606,364
2019-10-26,1000,888,533
2020-04-17,750,636,382
2020-02-19,1000,808,485
2020-03-28,500,440,264
2020-02-04,750,675,405
2020-12-19,750,666,400
2019-07-30,1000,888,533
2020-09-23,1250,1050,630
2020-06-06,1000,880,528
2020-12-01,750,675,405
2020-03-10,1000,880,528
2019-06-30,1000,888,533
2020-03-14,750,660,396
2019-09-26,1000,900,540
2020-01-11,750,606,364
2019-10-12,1000,900,540
2020-04-10,1000,860,516
2020-06-04,750,624,374
2020-02-23,500,440,264
2019-04-13,1000,832,499
2019-01-06,500,450,270
2019-03-21,1000,808,485
2020-02-15,750,645,387
2019-02-26,750,636,382
2019-11-29,1000,808,485
2019-11-17,764,672,403
2020-05-05,1250,1060,636
2019-09-27,500,404,242
2019-11-30,750,654,392
2020-04-26,180,156,94
2019-06-15,750,654,392
2019-10-13,750,666,400
2020-02-04,1250,1090,654
2020-02-18,750,660,396
2019-03-13,1000,832,499
2019-02-28,1000,808,485
2020-04-05,1000,808,485
2020-04-06,750,666,400
2020-04-01,1000,900,540
2019-11-13,1000,900,540
2019-07-03,1250,1010,606
2019-04-22,250,218,131
2020-01-22,750,615,369
2020-02-01,1000,872,523
2020-02-04,750,645,387
2020-11-28,1000,808,485
2020-03-02,750,630,378
2019-07-07,1240,1016,610
2020-09-20,1000,872,523
2019-08-15,1000,848,509
2019-11-07,250,212,127
2020-09-07,1000,888,533
2020-01-26,1250,1100,660
2019-08-07,250,205,123
2020-10-24,1000,880,528
2019-12-28,750,606,364
2020-05-24,750,675,405
2019-03-10,1000,848,509
2019-02-26,750,636,382
2020-07-12,750,606,364
2019-05-28,1000,888,533
2020-01-04,750,636,382
2019-12-24,1000,808,485
2020-05-14,500,440,264
2020-04-12,750,675,405
2019-06-21,750,666,400
2020-03-16,1000,888,533
2020-01-10,1250,1050,630
2020-06-23,1000,880,528
2019-04-29,750,675,405
2020-02-07,1000,880,528
2019-07-28,1000,888,533
2020-02-25,750,660,396
2020-08-13,1000,900,540
2019-11-18,750,606,364
2020-06-10,1000,880,528
2020-06-06,1000,860,516
2020-01-05,750,624,374
2020-05-05,500,440,264
2019-10-28,1000,832,499
2020-11-08,500,450,270
2019-09-15,1000,808,485
2020-03-22,750,645,387
2020-03-28,750,636,382
2020-01-21,1000,808,485
2020-06-25,764,672,403
2019-06-15,1250,1060,636
2020-03-22,500,404,242
2019-11-30,750,654,392
2020-09-26,180,156,94
2019-07-28,750,654,392
2020-04-07,750,666,400
2019-10-22,1250,1090,654
2020-03-15,750,660,396
2019-01-23,1000,832,499
2020-06-21,1000,808,485
2020-06-22,1000,808,485
2020-06-20,750,666,400
2020-02-09,1000,900,540
2019-09-23,1000,900,540
2019-04-26,1250,1010,606
2019-12-28,250,218,131
2020-07-06,750,615,369
2020-05-26,1000,872,523
2020-06-05,750,645,387
2019-09-05,1000,808,485
2020-09-19,750,630,378
2019-01-16,1240,1016,610
2019-10-18,1000,872,523
2019-07-05,1000,848,509
2019-07-02,250,212,127
2019-12-30,1000,888,533
2019-05-13,1250,1100,660
2019-05-26,250,205,123
2019-02-05,1000,880,528
2020-04-28,750,606,364
2020-03-23,750,675,405
2020-12-30,1000,848,509
2019-02-09,750,636,382
2020-09-11,750,606,364
2019-09-25,1000,888,533
2020-03-07,750,636,382
2020-11-27,1000,808,485
2019-01-16,500,440,264
2019-05-31,750,675,405
2020-09-21,750,666,400
2019-06-21,1000,888,533
2019-05-19,1250,1050,630
2020-02-04,1000,880,528
2020-12-02,750,675,405
2020-05-12,1000,880,528
2019-07-10,1000,888,533
2020-01-12,750,660,396
2019-10-25,1000,900,540
2020-06-18,750,606,364
2020-04-30,1000,880,528
2020-02-08,1000,860,516
2019-07-12,750,624,374
2020-03-25,500,440,264
2020-11-26,1000,832,499
2020-02-04,500,450,270
2020-03-06,1000,808,485
2020-05-13,750,645,387
2019-09-02,750,636,382
2020-05-21,1000,808,485
2020-01-25,764,672,403
2019-10-17,1250,1060,636
2020-03-21,500,404,242
2019-11-27,750,654,392
2019-01-14,180,156,94
2020-08-03,750,654,392
2019-12-23,750,666,400
2019-04-27,1250,1090,654
2020-04-15,750,660,396
2020-01-02,1000,832,499
2019-01-03,1000,808,485
2020-01-29,1000,808,485
2020-03-26,750,666,400
2020-06-07,1000,900,540
2020-04-13,1000,900,540
2020-07-06,1250,1010,606
2020-09-07,250,218,131
2019-12-19,750,615,369
2019-11-02,1000,872,523
2020-04-02,750,645,387
2020-07-14,1000,808,485
2020-04-12,750,630,378
2020-12-12,1240,1016,610
2019-06-01,1000,872,523
2019-10-06,1000,848,509
2019-08-02,250,212,127
2020-07-25,1000,888,533
2020-03-11,1250,1100,660
2020-11-23,250,205,123
2019-03-19,1000,880,528
2020-08-02,750,606,364
2020-03-01,750,675,405
2019-12-30,1000,848,509
2019-08-24,750,636,382
2019-01-13,750,606,364
2020-10-02,1000,888,533
2020-05-06,750,636,382
2020-11-12,1000,808,485
2019-05-14,500,440,264
2019-10-16,750,675,405
2019-07-28,750,666,400
2020-02-18,1000,888,533
2019-04-06,1250,1050,630
2020-05-16,1000,880,528
2020-11-22,750,675,405
2020-04-19,1000,880,528
2019-01-16,1000,888,533
2020-06-27,750,660,396
2020-12-25,1000,900,540
2019-07-05,750,606,364
2020-01-20,1000,880,528
2020-04-21,1000,860,516
2020-10-02,750,624,374
2020-04-23,500,440,264
2020-12-20,1000,832,499
2019-08-12,500,450,270
2020-08-17,1000,808,485
2020-02-26,750,645,387
2019-02-22,750,636,382
2019-03-12,1000,808,485
2020-10-03,764,672,403
2020-06-03,1250,1060,636
2019-09-17,500,404,242
2019-06-18,750,654,392
2020-08-25,180,156,94
2020-04-21,750,654,392
2019-03-13,750,666,400
2020-12-12,1250,1090,654
2020-01-22,750,660,396
2019-02-16,1000,832,499
2020-08-02,1000,808,485
2020-06-28,1000,808,485
2020-04-04,750,666,400
2020-03-06,1000,900,540
2019-06-11,1000,900,540
2020-02-07,1250,1010,606
2020-12-30,250,218,131
2019-06-28,750,615,369
2019-03-18,1000,872,523
2020-04-05,750,645,387
2019-06-06,1000,808,485
2019-12-24,750,630,378
2020-07-24,1240,1016,610
2019-10-10,1000,872,523
2019-03-19,1000,848,509
2019-11-20,250,212,127
2019-04-30,1000,888,533
2019-12-12,1250,1100,660
2020-01-03,250,205,123
2019-12-14,1000,880,528
2019-02-24,750,675,405
2020-03-31,750,675,405
2020-06-23,1000,848,509
2019-10-31,750,636,382
2019-11-05,750,606,364
2020-12-27,1000,888,533
2020-01-06,750,636,382
2020-08-05,1000,808,485
2020-04-13,500,440,264
2020-08-28,750,675,405
2019-03-28,750,666,400
2019-01-13,1000,888,533
2020-03-31,1250,1050,630
2020-01-04,1000,880,528
2019-11-02,750,675,405
2020-02-17,1000,880,528
2019-03-10,1000,888,533
2020-04-03,750,660,396
2020-02-22,1000,900,540
2020-07-08,750,606,364
2020-05-19,1000,880,528
2020-05-26,1000,860,516
2019-06-12,750,624,374
2020-06-27,500,440,264
2019-12-01,1000,832,499
2019-05-19,500,450,270
2019-06-24,1000,808,485
2020-05-18,750,645,387
2020-11-22,750,636,382
2019-07-19,1000,808,485
2020-10-22,764,672,403
2019-04-16,1250,1060,636
2020-11-23,500,404,242
2020-03-23,750,654,392
2019-03-09,180,156,94
2019-07-28,750,654,392
2020-02-11,750,666,400
2020-08-22,1250,1090,654
2020-06-09,750,660,396
2019-09-08,1000,832,499
2020-10-26,1000,808,485
2020-04-28,1000,808,485
2020-03-31,750,666,400
2020-03-30,1000,900,540
2019-12-29,1000,900,540
2019-02-22,1250,1010,606
2019-02-02,250,218,131
2020-07-31,750,615,369
2020-02-10,1000,872,523
2020-04-20,750,645,387
2020-04-10,1000,808,485
2020-07-13,750,630,378
2019-10-25,1240,1016,610
2020-05-22,1000,872,523
2020-02-08,1000,848,509
2020-11-17,250,212,127
2020-04-14,1000,888,533
2020-05-09,1250,1100,660
2019-03-25,250,205,123
2019-11-24,1000,880,528
2020-10-21,750,675,405
2020-01-27,750,675,405
2019-02-14,1000,848,509
2020-09-07,750,636,382
2019-08-07,750,606,364
2020-01-06,1000,888,533
2020-06-02,750,636,382
2019-06-27,1000,808,485
2019-05-01,500,440,264
2020-03-21,750,675,405
2019-05-20,750,666,400
2020-08-09,1000,888,533
2019-11-24,1250,1050,630
2020-03-25,1000,880,528
2020-01-07,750,675,405
2020-05-29,1000,880,528
2020-03-26,1000,888,533
2020-02-06,750,660,396
2020-07-01,1000,900,540
2019-10-31,750,606,364
2020-03-14,1000,880,528
2020-01-12,1000,860,516
2019-03-16,750,624,374
2020-07-21,500,440,264
2019-11-18,1000,832,499
2020-08-29,500,450,270
2019-03-27,1000,808,485
2020-04-12,750,645,387
2019-03-16,750,636,382
2019-05-28,1000,808,485
2020-06-08,764,672,403
2019-12-14,1250,1060,636
2019-02-04,500,404,242
2020-02-07,750,654,392
2020-12-29,180,156,94
2019-10-30,750,654,392
2019-07-13,750,666,400
2020-07-23,1250,1090,654
2020-04-16,750,660,396
2019-09-21,1000,832,499
2019-07-29,1000,808,485
2020-03-05,1000,808,485
2020-05-06,750,666,400
2020-02-28,1000,900,540
2019-12-18,1000,900,540
2019-04-19,1250,1010,606
2019-03-07,250,218,131
2019-03-12,750,615,369
2020-08-22,1000,872,523
2020-05-05,750,645,387
2019-10-29,1000,808,485
2020-06-22,750,630,378
2019-06-09,1240,1016,610
2019-08-17,1000,872,523
2020-04-20,1000,848,509
2019-02-11,250,212,127
2019-09-19,1000,888,533
2020-07-20,1250,1100,660
2019-02-04,250,205,123
2019-10-27,1000,880,528
2019-10-20,750,675,405
2020-02-02,750,675,405
2019-08-12,1000,848,509
2020-03-31,750,636,382
2019-09-06,750,606,364
2020-06-14,1000,888,533
2020-06-27,750,636,382
2019-06-25,1000,808,485
2020-02-13,500,440,264
2019-06-24,750,675,405
2020-02-06,750,666,400
2019-02-17,1000,888,533
2020-07-11,1250,1050,630
2020-05-23,1000,880,528
2020-05-09,750,675,405
2020-06-21,1000,880,528
2019-08-24,1000,888,533
2020-05-23,750,660,396
2020-05-22,1000,900,540
2019-11-16,750,606,364
2020-04-03,1000,880,528
2020-04-05,1000,860,516
2019-07-25,750,624,374
2019-03-25,500,440,264
2020-07-13,1000,832,499
2019-04-02,500,450,270
2019-04-16,1000,808,485
2020-02-06,750,645,387
2020-05-31,750,636,382
2020-09-20,1000,808,485
2020-01-27,764,672,403
2020-03-05,1250,1060,636
2020-12-29,500,404,242
2020-11-08,750,654,392
2019-02-04,180,156,94
2019-06-11,750,654,392
2019-01-21,750,666,400
2019-05-17,1250,1090,654
2020-03-31,750,660,396
2020-06-16,1000,832,499
2020-07-04,1000,808,485
2020-03-26,1000,808,485
2020-02-14,750,666,400
2020-06-09,1000,900,540
2019-08-17,1000,900,540
2020-03-07,1250,1010,606
2020-05-19,250,218,131
2020-11-01,750,615,369
2020-07-15,1000,872,523
2020-03-01,750,645,387
2019-11-21,1000,808,485
2020-05-31,750,630,378
2020-05-25,1240,1016,610
2020-08-13,1000,872,523
2019-01-01,1000,848,509
2020-07-25,250,212,127
2019-01-11,1000,888,533
2019-04-11,1250,1100,660
2020-12-02,250,205,123
2020-10-05,1000,880,528
2020-09-18,750,675,405
2020-06-25,750,675,405
2019-09-08,1000,848,509
2020-08-18,750,636,382
2020-12-25,750,606,364
2019-06-06,1000,888,533
2020-02-22,750,636,382
2020-11-03,1000,808,485
2020-01-16,500,440,264
2019-07-03,750,675,405
2019-02-02,750,666,400
2019-05-31,1000,888,533
2020-11-15,1250,1050,630
2020-05-07,1000,880,528
2019-02-11,750,675,405
2020-01-27,1000,880,528
2020-09-07,1000,888,533
2020-03-08,750,660,396
2019-03-21,1000,900,540
2019-09-24,750,606,364
2020-03-13,1000,880,528
2020-06-16,1000,860,516
2019-08-02,750,624,374
2020-05-18,500,440,264
2019-03-11,1000,832,499
2020-12-21,500,450,270
2020-07-06,1000,808,485
2020-01-11,750,645,387
2019-04-25,750,636,382
2019-10-15,1000,808,485
2019-02-26,764,672,403
2019-11-05,1250,1060,636
2020-07-27,500,404,242
2020-08-26,750,654,392
2019-09-03,180,156,94
2020-02-24,750,654,392
2020-01-30,750,666,400
2019-07-21,1250,1090,654
2020-03-28,750,660,396
2019-04-19,1000,832,499
2020-10-23,1000,808,485
2020-01-05,1000,808,485
2020-02-26,750,666,400
2020-01-29,1000,900,540
2020-02-18,1000,900,540
