date,MonthName,CityName,WeekNumber,BedOccupancied
2020-09-14,Sep,Miami,38,0
2020-09-16,Sep,Honolulu,38,0
2019-05-24,May,Anchorage,21,0
2020-09-18,Sep,Miami,38,0
2020-09-17,Sep,Miami,38,0
2019-06-09,Jun,Miami,24,0
2019-04-05,Apr,Miami,14,0
2020-09-15,Sep,Miami,38,0
2019-02-25,Feb,Miami,9,7160
2020-09-13,Sep,Anchorage,38,0
2019-10-18,Oct,Miami,42,0
2019-09-02,Sep,Miami,36,0
2019-10-01,Oct,Miami,40,0
2019-02-23,Feb,Anchorage,8,7110
2019-06-25,Jun,Miami,26,0
2019-08-27,Aug,Honolulu,35,0
2019-10-19,Oct,Honolulu,42,0
2019-06-01,Jun,Anchorage,22,0
2020-09-14,Sep,Anchorage,38,0
2020-09-19,Sep,Miami,38,0
2020-09-18,Sep,Anchorage,38,0
2019-10-07,Oct,Miami,41,0
2020-09-16,Sep,Miami,38,0
2019-11-24,Nov,Anchorage,48,0
2019-05-19,May,Anchorage,21,0
2020-09-17,Sep,Anchorage,38,0
2020-09-15,Sep,Anchorage,38,0
2019-02-14,Feb,Anchorage,7,235
2020-09-19,Sep,Anchorage,38,0
2019-07-11,Jul,Miami,28,0
2019-09-13,Sep,Miami,37,0
2020-09-16,Sep,Anchorage,38,0
2020-09-20,Sep,Los Angeles,39,39534
2019-03-07,Mar,Anchorage,10,123
2020-09-25,Sep,Los Angeles,39,0
2020-09-24,Sep,Los Angeles,39,0
2020-09-21,Sep,Los Angeles,39,0
2020-09-26,Sep,Los Angeles,39,0
2019-09-08,Sep,Anchorage,37,0
2019-11-02,Nov,Miami,44,0
2019-07-18,Jul,Miami,29,0
2020-09-22,Sep,Los Angeles,39,0
2019-11-23,Nov,Honolulu,47,0
2019-07-21,Jul,Anchorage,30,0
2020-09-23,Sep,Los Angeles,39,0
2020-09-20,Sep,Chicago,39,0
2019-07-02,Jul,Miami,27,0
2019-04-15,Apr,Miami,16,0
2020-09-25,Sep,Chicago,39,0
2019-02-27,Feb,Anchorage,9,135
2020-09-24,Sep,Chicago,39,0
2020-09-21,Sep,Chicago,39,0
2019-09-16,Sep,Miami,38,0
2019-03-05,Mar,Miami,10,199
2019-10-26,Oct,Honolulu,43,0
2019-06-15,Jun,Anchorage,24,0
2019-10-25,Oct,Miami,43,0
2019-08-21,Aug,Anchorage,34,0
2020-09-20,Sep,Honolulu,39,0
2020-09-25,Sep,Honolulu,39,0
2020-09-26,Sep,Chicago,39,0
2020-09-22,Sep,Chicago,39,0
2019-11-06,Nov,Anchorage,45,0
2020-09-23,Sep,Chicago,39,0
2019-03-16,Mar,Anchorage,11,142
2019-07-10,Jul,Anchorage,28,0
2019-11-21,Nov,Miami,47,0
2020-09-24,Sep,Honolulu,39,0
2020-09-20,Sep,Miami,39,0
2019-04-04,Apr,Anchorage,14,0
2020-09-25,Sep,Miami,39,0
2020-09-21,Sep,Honolulu,39,0
2020-09-26,Sep,Honolulu,39,0
2019-04-26,Apr,Anchorage,17,0
2020-09-22,Sep,Honolulu,39,0
2019-09-23,Sep,Anchorage,39,0
2020-09-20,Sep,Anchorage,39,0
2019-06-08,Jun,Miami,23,0
2019-09-25,Sep,Anchorage,39,0
2020-09-25,Sep,Anchorage,39,0
2019-07-07,Jul,Honolulu,28,0
2019-06-24,Jun,Anchorage,26,0
2019-05-22,May,Miami,21,0
2020-09-24,Sep,Miami,39,0
2020-09-23,Sep,Honolulu,39,0
2019-07-06,Jul,Miami,27,0
2019-04-20,Apr,Anchorage,16,0
2020-09-21,Sep,Miami,39,0
2019-04-01,Apr,Anchorage,14,0
2019-07-09,Jul,Anchorage,28,0
2020-09-26,Sep,Miami,39,0
2019-07-05,Jul,Honolulu,27,0
2020-09-24,Sep,Anchorage,39,0
2020-09-22,Sep,Miami,39,0
2019-05-17,May,Miami,20,0
2019-04-22,Apr,Anchorage,17,0
2020-09-21,Sep,Anchorage,39,0
2020-09-23,Sep,Miami,39,0
2020-09-26,Sep,Anchorage,39,0
2019-04-18,Apr,Anchorage,16,0
2020-09-22,Sep,Anchorage,39,0
2020-09-23,Sep,Anchorage,39,0
2019-07-20,Jul,Anchorage,29,0
2019-02-19,Feb,Miami,8,7190
2020-10-01,Oct,Los Angeles,40,42987
2020-09-27,Sep,Los Angeles,40,0
2020-10-02,Oct,Los Angeles,40,0
2020-10-03,Oct,Los Angeles,40,0
2019-04-09,Apr,Anchorage,15,0
2019-05-27,May,Miami,22,0
2019-02-28,Feb,Anchorage,9,7460
2019-02-13,Feb,Miami,7,7110
2019-08-17,Aug,Anchorage,33,0
2019-10-12,Oct,Miami,41,0
2019-08-12,Aug,Anchorage,33,0
2020-09-28,Sep,Los Angeles,40,0
2019-04-27,Apr,Miami,17,0
2019-07-16,Jul,Honolulu,29,0
2020-10-01,Oct,Chicago,40,0
2020-09-27,Sep,Chicago,40,0
2020-10-02,Oct,Chicago,40,0
2020-10-01,Oct,Honolulu,40,0
2019-07-28,Jul,Miami,31,0
2020-10-03,Oct,Chicago,40,0
2020-09-28,Sep,Chicago,40,0
2019-07-25,Jul,Anchorage,30,0
2020-09-27,Sep,Honolulu,40,0
2019-04-12,Apr,Anchorage,15,0
2020-10-01,Oct,Miami,40,0
2019-03-25,Mar,Miami,13,0
2019-03-17,Mar,Honolulu,12,0
2020-09-27,Sep,Miami,40,0
2019-11-08,Nov,Anchorage,45,0
2019-02-22,Feb,Anchorage,8,267
2019-06-12,Jun,Anchorage,24,0
2020-10-02,Oct,Honolulu,40,0
2019-08-20,Aug,Anchorage,34,0
2020-09-28,Sep,Honolulu,40,0
2020-10-03,Oct,Honolulu,40,0
2020-10-01,Oct,Anchorage,40,0
2019-11-26,Nov,Anchorage,48,0
2020-09-27,Sep,Anchorage,40,0
2019-10-09,Oct,Miami,41,0
2019-07-04,Jul,Miami,27,0
2020-10-02,Oct,Miami,40,0
2020-09-28,Sep,Miami,40,0
2020-10-03,Oct,Miami,40,0
2019-10-24,Oct,Miami,43,0
2020-10-02,Oct,Anchorage,40,0
2020-09-28,Sep,Anchorage,40,0
2020-10-03,Oct,Anchorage,40,0
2019-08-25,Aug,Anchorage,35,0
2019-06-28,Jun,Miami,26,0
2019-06-13,Jun,Honolulu,24,0
2019-03-10,Mar,Anchorage,11,184
2019-11-27,Nov,Miami,48,0
2019-03-27,Mar,Miami,13,0
2019-02-21,Feb,Miami,8,120
2020-10-08,Oct,Los Angeles,41,45432
2019-06-02,Jun,Miami,23,0
2020-10-05,Oct,Los Angeles,41,0
2019-06-16,Jun,Anchorage,25,0
2020-10-04,Oct,Los Angeles,41,0
2020-10-09,Oct,Los Angeles,41,0
2019-05-11,May,Miami,19,0
2020-10-08,Oct,Chicago,41,0
2020-10-07,Oct,Los Angeles,41,0
2020-10-06,Oct,Los Angeles,41,0
2020-10-05,Oct,Chicago,41,0
2020-10-10,Oct,Los Angeles,41,0
2020-10-08,Oct,Honolulu,41,0
2020-10-09,Oct,Chicago,41,0
2020-10-04,Oct,Chicago,41,0
2020-10-07,Oct,Chicago,41,0
2019-07-14,Jul,Miami,29,0
2019-11-09,Nov,Anchorage,45,0
2020-10-08,Oct,Miami,41,0
2019-08-19,Aug,Anchorage,34,0
2019-06-14,Jun,Miami,24,0
2020-10-05,Oct,Honolulu,41,0
2019-07-13,Jul,Anchorage,28,0
2019-02-20,Feb,Anchorage,8,4730
2019-09-11,Sep,Miami,37,0
2020-10-06,Oct,Chicago,41,0
2019-03-13,Mar,Miami,11,7400
2019-05-06,May,Honolulu,19,0
2020-10-08,Oct,Anchorage,41,0
2019-10-06,Oct,Miami,41,0
2020-10-09,Oct,Honolulu,41,0
2019-03-08,Mar,Miami,10,1650
2019-03-19,Mar,Miami,12,0
2020-10-04,Oct,Honolulu,41,0
2019-03-15,Mar,Anchorage,11,701
2019-06-18,Jun,Anchorage,25,0
2019-05-04,May,Anchorage,18,0
2019-05-16,May,Miami,20,0
2020-10-05,Oct,Miami,41,0
2020-10-07,Oct,Honolulu,41,0
2020-10-10,Oct,Chicago,41,0
2020-10-05,Oct,Anchorage,41,0
2020-10-09,Oct,Miami,41,0
2019-10-23,Oct,Miami,43,0
2020-10-06,Oct,Honolulu,41,0
2020-10-04,Oct,Miami,41,0
2020-10-07,Oct,Miami,41,0
2020-10-09,Oct,Anchorage,41,0
2020-10-04,Oct,Anchorage,41,0
2020-10-10,Oct,Honolulu,41,0
2019-08-23,Aug,Anchorage,34,0
2020-10-06,Oct,Miami,41,0
2019-06-23,Jun,Miami,26,0
2019-04-21,Apr,Anchorage,17,0
2020-10-07,Oct,Anchorage,41,0
2020-10-06,Oct,Anchorage,41,0
2020-10-10,Oct,Miami,41,0
2020-10-10,Oct,Anchorage,41,0
2020-10-16,Oct,Los Angeles,42,50786
2019-03-20,Mar,Miami,12,0
2020-10-12,Oct,Los Angeles,42,0
2020-10-17,Oct,Los Angeles,42,0
2019-10-14,Oct,Miami,42,0
2020-10-14,Oct,Los Angeles,42,0
2019-05-09,May,Miami,19,0
2020-10-13,Oct,Los Angeles,42,0
2019-03-21,Mar,Anchorage,12,0
2020-10-11,Oct,Los Angeles,42,0
2020-10-16,Oct,Chicago,42,0
2020-10-15,Oct,Los Angeles,42,0
2019-11-10,Nov,Anchorage,46,0
2020-10-12,Oct,Chicago,42,0
2019-11-07,Nov,Honolulu,45,0
2019-10-20,Oct,Anchorage,43,0
2019-07-03,Jul,Anchorage,27,0
2020-10-16,Oct,Honolulu,42,0
2020-10-17,Oct,Chicago,42,0
2020-10-14,Oct,Chicago,42,0
2020-10-13,Oct,Chicago,42,0
2020-10-11,Oct,Chicago,42,0
2019-03-23,Mar,Miami,12,0
2020-10-12,Oct,Honolulu,42,0
2019-06-19,Jun,Miami,25,0
2020-10-16,Oct,Miami,42,0
2020-10-14,Oct,Honolulu,42,0
2019-02-18,Feb,Anchorage,8,87
2019-03-11,Mar,Anchorage,11,121
2019-03-03,Mar,Miami,10,258
2019-08-09,Aug,Anchorage,32,0
2019-11-11,Nov,Anchorage,46,0
2019-07-08,Jul,Miami,28,0
2020-10-17,Oct,Honolulu,42,0
2019-08-08,Aug,Anchorage,32,0
2019-06-20,Jun,Anchorage,25,0
2020-10-16,Oct,Anchorage,42,0
2019-05-26,May,Honolulu,22,0
2019-09-05,Sep,Anchorage,36,0
2020-10-15,Oct,Chicago,42,0
2020-10-13,Oct,Honolulu,42,0
2019-11-14,Nov,Miami,46,0
2019-10-04,Oct,Miami,40,0
2019-05-10,May,Anchorage,19,0
2020-10-12,Oct,Miami,42,0
2019-05-08,May,Anchorage,19,0
2019-09-19,Sep,Anchorage,38,0
2019-11-05,Nov,Miami,45,0
2020-10-11,Oct,Honolulu,42,0
2020-10-14,Oct,Miami,42,0
2019-07-27,Jul,Anchorage,30,0
2020-10-17,Oct,Miami,42,0
2019-02-12,Feb,Anchorage,7,130
2019-06-05,Jun,Anchorage,23,0
2020-10-12,Oct,Anchorage,42,0
2019-09-24,Sep,Miami,39,0
2020-10-13,Oct,Miami,42,0
2020-10-11,Oct,Miami,42,0
2019-03-02,Mar,Miami,9,6970
2020-10-15,Oct,Honolulu,42,0
2019-05-03,May,Miami,18,0
2020-10-14,Oct,Anchorage,42,0
2019-11-22,Nov,Anchorage,47,0
2019-07-15,Jul,Miami,29,0
2020-10-13,Oct,Anchorage,42,0
2019-08-11,Aug,Anchorage,33,0
2019-06-26,Jun,Anchorage,26,0
2020-10-17,Oct,Anchorage,42,0
2020-10-11,Oct,Anchorage,42,0
2020-10-15,Oct,Miami,42,0
2020-10-15,Oct,Anchorage,42,0
2019-07-01,Jul,Miami,27,0
2019-09-09,Sep,Miami,37,0
2020-10-20,Oct,Los Angeles,43,53234
2020-10-19,Oct,Los Angeles,43,0
2020-10-24,Oct,Los Angeles,43,0
2020-10-23,Oct,Los Angeles,43,0
2020-10-21,Oct,Los Angeles,43,0
2020-10-22,Oct,Los Angeles,43,0
2020-10-18,Oct,Los Angeles,43,0
2020-10-20,Oct,Chicago,43,0
2020-10-24,Oct,Chicago,43,0
2020-10-19,Oct,Chicago,43,0
2019-06-22,Jun,Anchorage,25,0
2020-10-23,Oct,Chicago,43,0
2019-11-19,Nov,Miami,47,0
2019-06-17,Jun,Anchorage,25,0
2019-05-07,May,Miami,19,0
2020-10-21,Oct,Chicago,43,0
2020-10-22,Oct,Chicago,43,0
2019-02-17,Feb,Anchorage,8,195
2020-10-18,Oct,Chicago,43,0
2019-07-22,Jul,Miami,30,0
2019-11-25,Nov,Anchorage,48,0
2020-10-24,Oct,Honolulu,43,0
2020-10-20,Oct,Honolulu,43,0
2019-06-10,Jun,Miami,24,0
2020-10-19,Oct,Honolulu,43,0
2020-10-23,Oct,Honolulu,43,0
2019-09-14,Sep,Miami,37,0
2020-10-21,Oct,Honolulu,43,0
2020-10-22,Oct,Honolulu,43,0
2020-10-18,Oct,Honolulu,43,0
2019-11-16,Nov,Anchorage,46,0
2019-10-15,Oct,Anchorage,42,0
2019-03-24,Mar,Anchorage,13,0
2020-10-24,Oct,Miami,43,0
2019-10-10,Oct,Honolulu,41,0
2019-06-11,Jun,Anchorage,24,0
2019-03-26,Mar,Anchorage,13,0
2019-09-17,Sep,Miami,38,0
2020-10-20,Oct,Miami,43,0
2020-10-19,Oct,Miami,43,0
2019-04-28,Apr,Anchorage,18,0
2020-10-23,Oct,Miami,43,0
2020-10-21,Oct,Miami,43,0
2020-10-24,Oct,Anchorage,43,0
2020-10-22,Oct,Miami,43,0
2020-10-18,Oct,Miami,43,0
2019-10-05,Oct,Anchorage,40,0
2020-10-20,Oct,Anchorage,43,0
2020-10-19,Oct,Anchorage,43,0
2019-07-12,Jul,Anchorage,28,0
2020-10-23,Oct,Anchorage,43,0
2019-04-10,Apr,Anchorage,15,0
2020-10-21,Oct,Anchorage,43,0
2019-11-17,Nov,Honolulu,47,0
2020-10-22,Oct,Anchorage,43,0
2020-10-18,Oct,Anchorage,43,0
2019-03-06,Mar,Miami,10,262
2020-10-25,Oct,Los Angeles,44,95422
2020-10-27,Oct,Los Angeles,44,0
2020-10-26,Oct,Los Angeles,44,0
2020-10-28,Oct,Los Angeles,44,0
2019-11-01,Nov,Anchorage,44,0
2019-04-25,Apr,Anchorage,17,0
2020-10-25,Oct,Chicago,44,0
2020-10-27,Oct,Chicago,44,0
2019-11-28,Nov,Anchorage,48,0
2019-04-02,Apr,Anchorage,14,0
2020-10-25,Oct,Honolulu,44,0
2020-10-26,Oct,Chicago,44,0
2019-08-05,Aug,Anchorage,32,0
2020-10-28,Oct,Chicago,44,0
2019-11-13,Nov,Miami,46,0
2019-11-20,Nov,Anchorage,47,0
2020-10-25,Oct,Miami,44,0
2019-09-07,Sep,Anchorage,36,0
2020-10-27,Oct,Honolulu,44,0
2020-10-26,Oct,Honolulu,44,0
2020-10-25,Oct,Anchorage,44,0
2020-10-28,Oct,Honolulu,44,0
2019-08-10,Aug,Anchorage,32,0
2020-10-27,Oct,Miami,44,0
2020-10-26,Oct,Miami,44,0
2019-08-01,Aug,Anchorage,31,0
2020-10-27,Oct,Anchorage,44,0
2020-10-28,Oct,Miami,44,0
2019-04-23,Apr,Anchorage,17,0
2019-08-03,Aug,Anchorage,31,0
2019-10-18,Oct,Anchorage,42,0
2019-09-02,Sep,Anchorage,36,0
2019-10-01,Oct,Anchorage,40,0
2020-10-26,Oct,Anchorage,44,0
2020-10-28,Oct,Anchorage,44,0
2020-11-01,Nov,Los Angeles,45,97234
2020-11-07,Nov,Los Angeles,45,0
2019-07-19,Jul,Anchorage,29,0
2019-10-07,Oct,Anchorage,41,0
2020-11-06,Nov,Los Angeles,45,0
2020-11-04,Nov,Los Angeles,45,0
2019-08-22,Aug,Anchorage,34,0
2019-03-14,Mar,Anchorage,11,7460
2020-11-03,Nov,Los Angeles,45,0
2019-09-13,Sep,Anchorage,37,0
2019-10-16,Oct,Miami,42,0
2019-03-09,Mar,Anchorage,10,5480
2020-11-02,Nov,Los Angeles,45,0
2019-09-15,Sep,Miami,38,0
2020-11-05,Nov,Los Angeles,45,0
2019-05-25,May,Anchorage,21,0
2019-11-02,Nov,Anchorage,44,0
2019-08-15,Aug,Anchorage,33,0
2019-05-13,May,Miami,20,0
2019-10-08,Oct,Honolulu,41,0
2019-06-04,Jun,Anchorage,23,0
2020-11-07,Nov,Chicago,45,0
2020-11-01,Nov,Chicago,45,0
2020-11-06,Nov,Chicago,45,0
2020-11-03,Nov,Chicago,45,0
2020-11-04,Nov,Chicago,45,0
2019-09-16,Sep,Anchorage,38,0
2020-11-02,Nov,Chicago,45,0
2019-10-28,Oct,Honolulu,44,0
2019-05-05,May,Miami,19,0
2019-10-25,Oct,Anchorage,43,0
2020-11-07,Nov,Honolulu,45,0
2020-11-05,Nov,Chicago,45,0
2019-04-08,Apr,Anchorage,15,0
2020-11-03,Nov,Honolulu,45,0
2020-11-06,Nov,Honolulu,45,0
2019-10-03,Oct,Miami,40,0
2019-07-11,Jul,Anchorage,28,0
2019-09-12,Sep,Miami,37,0
2020-11-01,Nov,Honolulu,45,0
2019-09-22,Sep,Miami,39,0
2020-11-04,Nov,Honolulu,45,0
2020-11-02,Nov,Honolulu,45,0
2019-10-13,Oct,Honolulu,42,0
2019-06-09,Jun,Anchorage,24,0
2020-11-07,Nov,Miami,45,0
2020-11-03,Nov,Miami,45,0
2019-02-25,Feb,Anchorage,9,351
2019-06-25,Jun,Anchorage,26,0
2019-09-18,Sep,Honolulu,38,0
2020-11-06,Nov,Miami,45,0
2020-11-01,Nov,Miami,45,0
2020-11-07,Nov,Anchorage,45,0
2019-11-21,Nov,Anchorage,47,0
2020-11-04,Nov,Miami,45,0
2020-11-02,Nov,Miami,45,0
2020-11-05,Nov,Honolulu,45,0
2020-11-03,Nov,Anchorage,45,0
2019-08-24,Aug,Anchorage,34,0
2020-11-06,Nov,Anchorage,45,0
2019-07-18,Jul,Anchorage,29,0
2019-11-03,Nov,Miami,45,0
2019-10-27,Oct,Honolulu,44,0
2020-11-01,Nov,Anchorage,45,0
2019-07-02,Jul,Anchorage,27,0
2019-04-05,Apr,Anchorage,14,0
2020-11-04,Nov,Anchorage,45,0
2019-03-05,Mar,Anchorage,10,5440
2019-09-27,Sep,Honolulu,39,0
2019-11-18,Nov,Miami,47,0
2019-05-17,May,Anchorage,20,0
2020-11-02,Nov,Anchorage,45,0
2020-11-05,Nov,Miami,45,0
2020-11-05,Nov,Anchorage,45,0
2020-11-09,Nov,Los Angeles,46,110989
2019-05-27,May,Anchorage,22,0
2019-10-12,Oct,Anchorage,41,0
2019-06-08,Jun,Anchorage,23,0
2020-11-13,Nov,Los Angeles,46,0
2020-11-08,Nov,Los Angeles,46,0
2019-05-22,May,Anchorage,21,0
2020-11-14,Nov,Los Angeles,46,0
2019-04-15,Apr,Anchorage,16,0
2019-07-06,Jul,Anchorage,27,0
2020-11-12,Nov,Los Angeles,46,0
2019-04-13,Apr,Miami,15,0
2019-10-19,Oct,Miami,42,0
2020-11-11,Nov,Los Angeles,46,0
2020-11-10,Nov,Los Angeles,46,0
2020-11-09,Nov,Chicago,46,0
2019-02-19,Feb,Anchorage,8,238
2019-10-09,Oct,Anchorage,41,0
2020-11-13,Nov,Chicago,46,0
2019-10-24,Oct,Anchorage,43,0
2020-11-08,Nov,Chicago,46,0
2020-11-14,Nov,Chicago,46,0
2019-11-23,Nov,Miami,47,0
2020-11-11,Nov,Chicago,46,0
2020-11-09,Nov,Honolulu,46,0
2020-11-12,Nov,Chicago,46,0
2019-07-28,Jul,Anchorage,31,0
2020-11-10,Nov,Chicago,46,0
2019-03-25,Mar,Anchorage,13,0
2019-08-02,Aug,Miami,31,0
2019-10-26,Oct,Miami,43,0
2020-11-13,Nov,Honolulu,46,0
2020-11-09,Nov,Miami,46,0
2020-11-14,Nov,Honolulu,46,0
2020-11-08,Nov,Honolulu,46,0
2020-11-11,Nov,Honolulu,46,0
2020-11-13,Nov,Miami,46,0
2020-11-09,Nov,Anchorage,46,0
2020-11-12,Nov,Honolulu,46,0
2019-02-13,Feb,Anchorage,7,210
2019-09-11,Sep,Anchorage,37,0
2019-06-28,Jun,Anchorage,26,0
2020-11-14,Nov,Miami,46,0
2020-11-10,Nov,Honolulu,46,0
2019-11-27,Nov,Anchorage,48,0
2019-03-27,Mar,Anchorage,13,0
2020-11-08,Nov,Miami,46,0
2020-11-11,Nov,Miami,46,0
2019-06-02,Jun,Anchorage,23,0
2019-05-11,May,Anchorage,19,0
2020-11-13,Nov,Anchorage,46,0
2020-11-14,Nov,Anchorage,46,0
2020-11-08,Nov,Anchorage,46,0
2020-11-12,Nov,Miami,46,0
2020-11-10,Nov,Miami,46,0
2019-07-04,Jul,Anchorage,27,0
2019-03-13,Mar,Anchorage,11,155
2019-04-27,Apr,Anchorage,17,0
2019-10-06,Oct,Anchorage,41,0
2020-11-11,Nov,Anchorage,46,0
2019-02-21,Feb,Anchorage,8,111
2019-03-08,Mar,Anchorage,10,120
2019-03-19,Mar,Anchorage,12,0
2019-05-16,May,Anchorage,20,0
2020-11-12,Nov,Anchorage,46,0
2020-11-10,Nov,Anchorage,46,0
2019-10-23,Oct,Anchorage,43,0
2020-11-21,Nov,Los Angeles,47,140432
2019-07-14,Jul,Anchorage,29,0
2019-06-14,Jun,Anchorage,24,0
2019-03-20,Mar,Anchorage,12,0
2019-10-14,Oct,Anchorage,42,0
2020-11-16,Nov,Los Angeles,47,0
2019-05-09,May,Anchorage,19,0
2020-11-15,Nov,Los Angeles,47,0
2020-11-20,Nov,Los Angeles,47,0
2019-08-27,Aug,Miami,35,0
2020-11-18,Nov,Los Angeles,47,0
2019-03-23,Mar,Anchorage,12,0
2020-11-19,Nov,Los Angeles,47,0
2019-06-23,Jun,Anchorage,26,0
2020-11-21,Nov,Chicago,47,0
2020-11-17,Nov,Los Angeles,47,0
2020-11-16,Nov,Chicago,47,0
2020-11-18,Nov,Chicago,47,0
2019-11-14,Nov,Anchorage,46,0
2019-10-04,Oct,Anchorage,40,0
2019-11-05,Nov,Anchorage,45,0
2020-11-15,Nov,Chicago,47,0
2019-09-24,Sep,Anchorage,39,0
2020-11-20,Nov,Chicago,47,0
2019-06-19,Jun,Anchorage,25,0
2019-03-03,Mar,Anchorage,10,123
2019-07-08,Jul,Anchorage,28,0
2020-11-19,Nov,Chicago,47,0
2019-07-07,Jul,Miami,28,0
2020-11-21,Nov,Honolulu,47,0
2020-11-18,Nov,Honolulu,47,0
2019-09-09,Sep,Anchorage,37,0
2020-11-16,Nov,Honolulu,47,0
2020-11-15,Nov,Honolulu,47,0
2019-07-05,Jul,Miami,27,0
2020-11-20,Nov,Honolulu,47,0
2020-11-21,Nov,Miami,47,0
2019-11-19,Nov,Anchorage,47,0
2019-03-02,Mar,Anchorage,9,91
2019-05-03,May,Anchorage,18,0
2019-07-15,Jul,Anchorage,29,0
2020-11-19,Nov,Honolulu,47,0
2019-07-16,Jul,Miami,29,0
2020-11-17,Nov,Chicago,47,0
2019-09-14,Sep,Anchorage,37,0
2019-07-01,Jul,Anchorage,27,0
2020-11-18,Nov,Miami,47,0
2020-11-16,Nov,Miami,47,0
2020-11-15,Nov,Miami,47,0
2019-03-17,Mar,Miami,12,0
2019-09-17,Sep,Anchorage,38,0
2020-11-21,Nov,Anchorage,47,0
2019-05-07,May,Anchorage,19,0
2020-11-20,Nov,Miami,47,0
2019-07-22,Jul,Anchorage,30,0
2019-06-13,Jun,Miami,24,0
2020-11-18,Nov,Anchorage,47,0
2020-11-19,Nov,Miami,47,0
2020-11-16,Nov,Anchorage,47,0
2020-11-15,Nov,Anchorage,47,0
2020-11-20,Nov,Anchorage,47,0
2020-11-17,Nov,Honolulu,47,0
2019-06-10,Jun,Anchorage,24,0
2019-05-06,May,Miami,19,0
2019-03-06,Mar,Anchorage,10,138
2020-11-19,Nov,Anchorage,47,0
2019-11-13,Nov,Anchorage,46,0
2020-11-17,Nov,Miami,47,0
2020-11-17,Nov,Anchorage,47,0
2020-11-23,Nov,Los Angeles,48,168654
2020-11-25,Nov,Los Angeles,48,0
2020-11-24,Nov,Los Angeles,48,0
2019-11-07,Nov,Miami,45,0
2020-11-22,Nov,Los Angeles,48,0
2019-10-16,Oct,Anchorage,42,0
2019-09-15,Sep,Anchorage,38,0
2020-11-26,Nov,Los Angeles,48,0
2019-05-26,May,Miami,22,0
2020-11-28,Nov,Los Angeles,48,0
2020-11-27,Nov,Los Angeles,48,0
2020-11-25,Nov,Chicago,48,0
2019-10-03,Oct,Anchorage,40,0
2019-09-12,Sep,Anchorage,37,0
2019-09-22,Sep,Anchorage,39,0
2019-05-13,May,Anchorage,20,0
2020-11-24,Nov,Chicago,48,0
2020-11-23,Nov,Chicago,48,0
2020-11-22,Nov,Chicago,48,0
2019-05-05,May,Anchorage,19,0
2020-11-26,Nov,Chicago,48,0
2020-11-25,Nov,Honolulu,48,0
2019-10-10,Oct,Miami,41,0
2020-11-28,Nov,Chicago,48,0
2019-11-03,Nov,Anchorage,45,0
2019-11-17,Nov,Miami,47,0
2020-11-24,Nov,Honolulu,48,0
2019-11-18,Nov,Anchorage,47,0
2020-11-22,Nov,Honolulu,48,0
2020-11-23,Nov,Honolulu,48,0
2020-11-27,Nov,Chicago,48,0
2019-10-19,Oct,Anchorage,42,0
2019-11-23,Nov,Anchorage,47,0
2019-10-08,Oct,Miami,41,0
2019-10-28,Oct,Miami,44,0
2019-10-26,Oct,Anchorage,43,0
2020-11-25,Nov,Miami,48,0
2019-10-13,Oct,Miami,42,0
2019-09-18,Sep,Miami,38,0
2020-11-24,Nov,Miami,48,0
2019-10-27,Oct,Miami,44,0
2019-09-27,Sep,Miami,39,0
2020-11-26,Nov,Honolulu,48,0
2019-04-13,Apr,Anchorage,15,0
2020-11-22,Nov,Miami,48,0
2019-08-02,Aug,Anchorage,31,0
2020-11-28,Nov,Honolulu,48,0
2020-11-23,Nov,Miami,48,0
2020-11-25,Nov,Anchorage,48,0
2019-08-27,Aug,Anchorage,35,0
2019-07-07,Jul,Anchorage,28,0
2019-07-05,Jul,Anchorage,27,0
2019-07-16,Jul,Anchorage,29,0
2019-03-17,Mar,Anchorage,12,0
2019-06-13,Jun,Anchorage,24,0
2020-11-24,Nov,Anchorage,48,0
2019-05-06,May,Anchorage,19,0
2020-11-26,Nov,Miami,48,0
2020-11-22,Nov,Anchorage,48,0
2019-11-07,Nov,Anchorage,45,0
2019-05-26,May,Anchorage,22,0
2020-11-27,Nov,Honolulu,48,0
2020-11-23,Nov,Anchorage,48,0
2020-11-28,Nov,Miami,48,0
2020-11-26,Nov,Anchorage,48,0
2019-10-10,Oct,Anchorage,41,0
2019-11-17,Nov,Anchorage,47,0
2020-11-28,Nov,Anchorage,48,0
2020-11-27,Nov,Miami,48,0
2020-11-27,Nov,Anchorage,48,0
2019-10-08,Oct,Anchorage,41,0
2019-10-28,Oct,Anchorage,44,0
2019-10-13,Oct,Anchorage,42,0
2019-09-18,Sep,Anchorage,38,0
2019-10-27,Oct,Anchorage,44,0
2019-09-27,Sep,Anchorage,39,385
