Sale Key,City Key,Customer Key,Bill To Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key
491,69146,224,202,105,2015-01-01,2015-01-02,15,42,Superhero action jacket (Blue) 3XL,Each,6,34.00,15.000,204.00,30.60,60.00,234.60,6,0,11
492,64280,158,1,139,2015-01-01,2015-01-02,26,706,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,72,18.00,15.000,1296.00,194.40,792.00,1490.40,72,0,11
493,56738,389,202,128,2015-08-30,2015-08-31,12,384,"""The Gu"" red shirt XML tag t-shirt (Black) S",Each,120,18.00,15.000,2160.00,324.00,1320.00,2484.00,120,0,11
494,65852,393,202,8,2015-01-01,2015-01-02,11,385,Large  replacement blades 18mm,Each,50,4.30,15.000,215.00,32.25,112.50,247.25,50,0,11
495,64360,68,1,14,2015-03-13,2015-03-14,12,107,Permanent marker black 5mm nib (Black) 5mm,Each,72,2.70,15.000,194.40,29.16,72.00,223.56,72,0,11
496,56156,27,1,110,2015-01-01,2015-01-02,11,667,Superhero action jacket (Blue) S,Each,5,25.00,15.000,125.00,18.75,30.00,143.75,5,0,11
68844437,42573,0,0,208,2018-12-11,2018-12-12,12,842,USB food flash drive - donut,Each,4,32.00,15.000,128.00,19.20,80.00,147.20,4,0,11
498,48409,387,202,2,2015-01-08,2015-01-09,11,383,Void fill 300 L bag (White) 300L,Each,10,37.50,15.000,375.00,56.25,195.00,431.25,10,0,11
499,73281,39,1,139,2015-02-18,2015-02-19,11,314,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,60,18.00,15.000,1080.00,162.00,660.00,1242.00,60,0,11
500,67833,304,202,41,2015-01-01,2015-01-02,12,956,Shipping carton (Brown) 229x229x229mm,Each,200,1.05,15.000,210.00,31.50,100.00,241.50,200,0,11
501,61956,137,1,107,2015-01-03,2015-01-04,21,335,Superhero action jacket (Blue) XL,Each,9,30.00,15.000,270.00,40.50,72.00,310.50,9,0,11
502,53360,0,0,14,2015-01-01,2015-01-02,15,403,Permanent marker black 5mm nib (Black) 5mm,Each,96,2.70,15.000,259.20,38.88,96.00,298.08,96,0,11
503,48988,49,1,159,2015-01-01,2015-01-02,8,127,RC toy sedan car with remote control (Green) 1/50 scale,Each,1,25.00,15.000,25.00,3.75,12.50,28.75,1,0,11
504,71742,0,0,192,2015-01-01,2015-01-02,9,588,DBA joke mug - two types of DBAs (White),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
505,57592,216,202,6,2015-11-28,2015-11-29,8,41,Air cushion film 200mmx200mm 325m,Each,2,90.00,15.000,180.00,27.00,72.00,207.00,2,0,11
506,59321,172,1,119,2015-04-06,2015-04-07,19,288,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",Each,72,18.00,15.000,1296.00,194.40,684.00,1490.40,72,0,11
507,40971,0,0,124,2015-01-04,2015-01-05,4,210,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",Each,108,18.00,15.000,1944.00,291.60,1134.00,2235.60,108,0,11
508,41568,0,0,176,2015-06-30,2015-07-01,9,187,Developer joke mug - there are 10 types of people in the world (White),Each,3,13.00,15.000,39.00,5.85,25.50,44.85,3,0,11
509,38135,279,202,15,2015-06-28,2015-06-29,23,358,Tape dispenser (Blue),Each,60,32.00,15.000,1920.00,288.00,900.00,2208.00,60,0,11
510,47479,132,1,19,2015-07-03,2015-07-04,15,334,Red and white urgent despatch tape 48mmx75m,Each,48,3.70,15.000,177.60,26.64,100.80,204.24,48,0,11
511,41628,344,202,6,2015-08-21,2015-08-22,11,80,Air cushion film 200mmx200mm 325m,Each,10,90.00,15.000,900.00,135.00,360.00,1035.00,10,0,11
512,62500,298,202,38,2015-06-27,2015-06-28,15,995,Shipping carton (Brown) 457x279x279mm,Each,125,1.28,15.000,160.00,24.00,85.00,184.00,125,0,11
513,75213,0,0,136,2015-01-13,2015-01-14,8,104,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,108,18.00,15.000,1944.00,291.60,1080.00,2235.60,108,0,11
514,67391,356,202,100,2015-02-20,2015-02-21,7,208,Dinosaur battery-powered slippers (Green) L,Each,1,32.00,15.000,32.00,4.80,24.00,36.80,1,0,11
515,64723,0,0,95,2015-01-01,2015-01-02,25,1328,Ogre battery-powered slippers (Green) XL,Each,5,32.00,15.000,160.00,24.00,117.50,184.00,5,0,11
516,67024,0,0,217,2015-01-01,2015-01-02,12,663,Office cube periscope (Black),Each,40,18.50,15.000,740.00,111.00,290.00,851.00,40,0,11
517,39337,155,1,158,2015-01-01,2015-01-02,27,609,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,8,25.00,15.000,200.00,30.00,100.00,230.00,8,0,11
518,61143,141,1,41,2015-01-01,2015-01-02,12,336,Shipping carton (Brown) 229x229x229mm,Each,200,1.05,15.000,210.00,31.50,100.00,241.50,200,0,11
519,43529,0,0,214,2015-02-20,2015-02-21,30,896,USB food flash drive - hot dog,Each,6,32.00,15.000,192.00,28.80,120.00,220.80,6,0,11
520,58830,257,202,108,2015-01-01,2015-01-02,12,81,Superhero action jacket (Blue) L,Each,4,30.00,15.000,120.00,18.00,32.00,138.00,4,0,11
521,48331,347,202,206,2015-07-23,2015-07-24,23,724,USB food flash drive - fortune cookie,Each,9,32.00,15.000,288.00,43.20,180.00,331.20,9,0,11
522,64723,0,0,14,2015-07-22,2015-07-23,19,105,Permanent marker black 5mm nib (Black) 5mm,Each,72,2.70,15.000,194.40,29.16,72.00,223.56,72,0,11
523,57498,77,1,86,2015-07-24,2015-07-25,4,9,Animal with big feet slippers (Brown) S,Each,4,32.00,15.000,128.00,19.20,96.00,147.20,4,0,11
524,39209,0,0,211,2015-06-29,2015-06-30,4,8,USB food flash drive - banana,Each,4,32.00,15.000,128.00,19.20,80.00,147.20,4,0,11
525,54587,89,1,148,2015-01-01,2015-01-02,12,244,Ride on toy sedan car (Pink) 1/12 scale,Each,5,230.00,15.000,1150.00,172.50,425.00,1322.50,5,0,11
526,70400,115,1,91,2015-06-28,2015-06-29,11,528,Plush shark slippers (Gray) XL,Each,7,32.00,15.000,224.00,33.60,164.50,257.60,7,0,11
527,45963,0,0,17,2015-09-05,2015-09-06,25,955,Tape dispenser (Black),Each,20,32.00,15.000,640.00,96.00,300.00,736.00,20,0,11
528,39257,370,202,123,2015-07-16,2015-07-17,6,128,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",Each,72,18.00,15.000,1296.00,194.40,720.00,1490.40,72,0,11
529,54571,386,202,190,2015-01-30,2015-01-31,9,167,Developer joke mug - Oct 31 = Dec 25 (White),Each,5,13.00,15.000,65.00,9.75,42.50,74.75,5,0,11
530,48409,387,202,81,2015-01-01,2015-01-02,9,569,Furry animal socks (Pink) M,Pair,48,5.00,15.000,240.00,36.00,168.00,276.00,48,0,11
531,53792,167,1,137,2015-01-01,2015-01-02,35,1206,"""The Gu"" red shirt XML tag t-shirt (White) XXL",Each,120,18.00,15.000,2160.00,324.00,1260.00,2484.00,120,0,11
532,58467,324,202,200,2015-01-01,2015-01-02,9,205,DBA joke mug - you might be a DBA if (White),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
533,59350,383,202,93,2015-02-06,2015-02-07,9,568,Plush shark slippers (Gray) M,Each,1,32.00,15.000,32.00,4.80,24.00,36.80,1,0,11
534,60505,0,0,92,2015-01-09,2015-01-10,12,744,Plush shark slippers (Gray) L,Each,9,32.00,15.000,288.00,43.20,216.00,331.20,9,0,11
535,60159,0,0,59,2015-02-10,2015-02-11,15,446,20 mm Double sided bubble wrap 50m,Each,60,108.00,15.000,6480.00,972.00,5520.00,7452.00,60,0,11
536,49915,42,1,140,2015-11-04,2015-11-05,21,315,"""The Gu"" red shirt XML tag t-shirt (White) M",Each,60,18.00,15.000,1080.00,162.00,660.00,1242.00,60,0,11
537,65245,195,1,24,2015-01-01,2015-01-02,12,787,Black and orange handle with care despatch tape  48mmx100m,Each,72,4.10,15.000,295.20,44.28,151.20,339.48,72,0,11
538,51006,119,1,152,2015-01-01,2015-01-02,7,424,Ride on toy sedan car (Red) 1/12 scale,Each,4,230.00,15.000,920.00,138.00,340.00,1058.00,4,0,11
539,61486,88,1,199,2015-01-01,2015-01-02,21,524,DBA joke mug - you might be a DBA if (Black),Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
540,40704,399,202,161,2015-01-01,2015-01-02,15,915,RC toy sedan car with remote control (Red) 1/50 scale,Each,3,25.00,15.000,75.00,11.25,37.50,86.25,3,0,11
541,50845,191,1,186,2015-07-17,2015-07-18,9,10,Developer joke mug - fun was unexpected at this time (White),Each,3,13.00,15.000,39.00,5.85,25.50,44.85,3,0,11
542,55406,0,0,136,2015-01-01,2015-01-02,12,265,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,12,18.00,15.000,216.00,32.40,120.00,248.40,12,0,11
543,38005,381,202,59,2015-09-17,2015-09-18,23,381,20 mm Double sided bubble wrap 50m,Each,80,108.00,15.000,8640.00,1296.00,7360.00,9936.00,80,0,11
544,69386,140,1,192,2015-01-01,2015-01-02,11,106,DBA joke mug - two types of DBAs (White),Each,7,13.00,15.000,91.00,13.65,59.50,104.65,7,0,11
545,74510,8,1,141,2015-04-13,2015-04-14,15,665,"""The Gu"" red shirt XML tag t-shirt (White) S",Each,24,18.00,15.000,432.00,64.80,264.00,496.80,24,0,11
546,45901,0,0,81,2015-01-01,2015-01-02,19,245,Furry animal socks (Pink) M,Pair,120,5.00,15.000,600.00,90.00,420.00,690.00,120,0,11
547,65982,0,0,124,2015-01-10,2015-01-11,21,186,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",Each,24,18.00,15.000,432.00,64.80,252.00,496.80,24,0,11
548,44863,264,202,110,2015-03-14,2015-03-15,12,43,Superhero action jacket (Blue) S,Each,2,25.00,15.000,50.00,7.50,12.00,57.50,2,0,11
549,48409,387,202,167,2015-07-16,2015-07-17,12,382,IT joke mug - keyboard not found … press F1 to continue (Black),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
550,42362,290,202,41,2015-07-04,2015-07-05,7,184,Shipping carton (Brown) 229x229x229mm,Each,25,1.05,15.000,26.25,3.94,12.50,30.19,25,0,11
551,69146,224,202,180,2015-01-01,2015-01-02,15,42,"Developer joke mug - (hip, hip, array) (White)",Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
552,64280,158,1,139,2015-01-01,2015-01-02,26,706,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,72,18.00,15.000,1296.00,194.40,792.00,1490.40,72,0,11
553,56738,389,202,128,2015-08-30,2015-08-31,12,384,"""The Gu"" red shirt XML tag t-shirt (Black) S",Each,120,18.00,15.000,2160.00,324.00,1320.00,2484.00,120,0,11
554,65852,393,202,203,2015-01-01,2015-01-02,11,385,DBA joke mug - mind if I join you? (Black),Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
555,64360,68,1,14,2015-03-13,2015-03-14,12,107,Permanent marker black 5mm nib (Black) 5mm,Each,72,2.70,15.000,194.40,29.16,72.00,223.56,72,0,11
556,56156,27,1,110,2015-01-01,2015-01-02,11,667,Superhero action jacket (Blue) S,Each,5,25.00,15.000,125.00,18.75,30.00,143.75,5,0,11
68844497,42573,0,0,208,2018-12-11,2018-12-12,12,842,USB food flash drive - donut,Each,4,32.00,15.000,128.00,19.20,80.00,147.20,4,0,11
558,48409,387,202,99,2015-01-08,2015-01-09,11,383,Dinosaur battery-powered slippers (Green) XL,Each,1,32.00,15.000,32.00,4.80,23.50,36.80,1,0,11
559,73281,39,1,121,2015-02-18,2015-02-19,11,314,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",Each,96,18.00,15.000,1728.00,259.20,960.00,1987.20,96,0,11
560,67833,304,202,41,2015-01-01,2015-01-02,12,956,Shipping carton (Brown) 229x229x229mm,Each,200,1.05,15.000,210.00,31.50,100.00,241.50,200,0,11
561,70871,86,1,191,2015-01-03,2015-01-04,7,130,DBA joke mug - two types of DBAs (Black),Each,9,13.00,15.000,117.00,17.55,76.50,134.55,9,0,11
562,53360,0,0,14,2015-01-01,2015-01-02,15,403,Permanent marker black 5mm nib (Black) 5mm,Each,96,2.70,15.000,259.20,38.88,96.00,298.08,96,0,11
563,48988,49,1,159,2015-01-01,2015-01-02,8,127,RC toy sedan car with remote control (Green) 1/50 scale,Each,1,25.00,15.000,25.00,3.75,12.50,28.75,1,0,11
564,71742,0,0,192,2015-01-01,2015-01-02,9,588,DBA joke mug - two types of DBAs (White),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
565,57592,216,202,6,2015-11-28,2015-11-29,8,41,Air cushion film 200mmx200mm 325m,Each,2,90.00,15.000,180.00,27.00,72.00,207.00,2,0,11
566,41238,288,202,174,2015-04-06,2015-04-07,4,82,Developer joke mug - a foo walks into a bar (White),Each,9,13.00,15.000,117.00,17.55,76.50,134.55,9,0,11
567,44806,0,0,54,2015-01-05,2015-01-06,9,78,10 mm Anti static bubble wrap (Blue) 20m,Each,90,42.00,15.000,3780.00,567.00,1710.00,4347.00,90,0,11
568,41568,0,0,110,2015-06-30,2015-07-01,9,187,Superhero action jacket (Blue) S,Each,1,25.00,15.000,25.00,3.75,6.00,28.75,1,0,11
569,38135,279,202,15,2015-06-28,2015-06-29,23,358,Tape dispenser (Blue),Each,60,32.00,15.000,1920.00,288.00,900.00,2208.00,60,0,11
570,47479,132,1,19,2015-07-03,2015-07-04,15,334,Red and white urgent despatch tape 48mmx75m,Each,48,3.70,15.000,177.60,26.64,100.80,204.24,48,0,11
571,41628,344,202,6,2015-08-21,2015-08-22,11,80,Air cushion film 200mmx200mm 325m,Each,10,90.00,15.000,900.00,135.00,360.00,1035.00,10,0,11
572,62500,298,202,169,2015-06-27,2015-06-28,15,995,Developer joke mug - old C developers never die (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
573,75213,0,0,136,2015-01-13,2015-01-14,8,104,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,108,18.00,15.000,1944.00,291.60,1080.00,2235.60,108,0,11
574,67391,356,202,29,2015-02-20,2015-02-21,7,208,Black and orange fragile despatch tape 48mmx75m,Each,180,3.70,15.000,666.00,99.90,342.00,765.90,180,0,11
575,64723,0,0,95,2015-01-01,2015-01-02,25,1328,Ogre battery-powered slippers (Green) XL,Each,5,32.00,15.000,160.00,24.00,117.50,184.00,5,0,11
576,67024,0,0,217,2015-01-01,2015-01-02,12,663,Office cube periscope (Black),Each,40,18.50,15.000,740.00,111.00,290.00,851.00,40,0,11
577,69686,124,1,80,2015-01-01,2015-01-02,9,425,Furry animal socks (Pink) L,Pair,84,5.00,15.000,420.00,63.00,294.00,483.00,84,0,11
578,61143,141,1,70,2015-01-01,2015-01-02,12,336,Pack of 12 action figures (variety),Packet,4,16.00,15.000,64.00,9.60,42.00,73.60,4,0,11
579,43529,0,0,214,2015-02-20,2015-02-21,30,896,USB food flash drive - hot dog,Each,6,32.00,15.000,192.00,28.80,120.00,220.80,6,0,11
580,58830,257,202,100,2015-01-01,2015-01-02,12,81,Dinosaur battery-powered slippers (Green) L,Each,8,32.00,15.000,256.00,38.40,192.00,294.40,8,0,11
581,61111,38,1,59,2015-07-23,2015-07-24,7,313,20 mm Double sided bubble wrap 50m,Each,100,108.00,15.000,10800.00,1620.00,9200.00,12420.00,100,0,11
582,64723,0,0,211,2015-07-22,2015-07-23,19,105,USB food flash drive - banana,Each,8,32.00,15.000,256.00,38.40,160.00,294.40,8,0,11
583,57498,77,1,162,2015-07-24,2015-07-25,4,9,RC toy sedan car with remote control (Black) 1/50 scale,Each,2,25.00,15.000,50.00,7.50,25.00,57.50,2,0,11
584,39209,0,0,170,2015-06-29,2015-06-30,4,8,Developer joke mug - old C developers never die (White),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
585,54587,89,1,33,2015-01-01,2015-01-02,12,244,Express post box 5kg (White) 350x280x130mm,Each,75,0.95,15.000,71.25,10.69,37.50,81.94,75,0,11
586,42362,290,202,165,2015-06-28,2015-06-29,15,628,IT joke mug - that behavior is by design (Black),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
587,70871,86,1,184,2015-09-05,2015-09-06,7,422,Developer joke mug - when your hammer is C++ (White),Each,6,13.00,15.000,78.00,11.70,51.00,89.70,6,0,11
588,39257,370,202,8,2015-07-17,2015-07-18,6,128,Large  replacement blades 18mm,Each,80,4.30,15.000,344.00,51.60,180.00,395.60,80,0,11
589,57489,330,202,158,2015-01-30,2015-01-31,7,12,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,5,25.00,15.000,125.00,18.75,62.50,143.75,5,0,11
590,48409,387,202,81,2015-01-01,2015-01-02,9,569,Furry animal socks (Pink) M,Pair,48,5.00,15.000,240.00,36.00,168.00,276.00,48,0,11
591,53792,167,1,137,2015-01-01,2015-01-02,35,1206,"""The Gu"" red shirt XML tag t-shirt (White) XXL",Each,120,18.00,15.000,2160.00,324.00,1260.00,2484.00,120,0,11
592,58467,324,202,200,2015-01-01,2015-01-02,9,205,DBA joke mug - you might be a DBA if (White),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
593,59350,383,202,89,2015-02-06,2015-02-07,9,568,Furry gorilla with big eyes slippers (Black) M,Each,6,32.00,15.000,192.00,28.80,144.00,220.80,6,0,11
594,61111,38,1,204,2015-01-09,2015-01-10,19,312,DBA joke mug - mind if I join you? (White),Each,7,13.00,15.000,91.00,13.65,59.50,104.65,7,0,11
595,60159,0,0,193,2015-02-10,2015-02-11,15,446,DBA joke mug - SELECT caffeine FROM mug (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
596,49915,42,1,140,2015-11-04,2015-11-05,21,315,"""The Gu"" red shirt XML tag t-shirt (White) M",Each,60,18.00,15.000,1080.00,162.00,660.00,1242.00,60,0,11
597,65245,195,1,24,2015-01-01,2015-01-02,12,787,Black and orange handle with care despatch tape  48mmx100m,Each,72,4.10,15.000,295.20,44.28,151.20,339.48,72,0,11
598,51006,119,1,152,2015-01-01,2015-01-02,7,424,Ride on toy sedan car (Red) 1/12 scale,Each,4,230.00,15.000,920.00,138.00,340.00,1058.00,4,0,11
599,61486,88,1,199,2015-01-01,2015-01-02,21,524,DBA joke mug - you might be a DBA if (Black),Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
600,40704,399,202,161,2015-01-01,2015-01-02,15,915,RC toy sedan car with remote control (Red) 1/50 scale,Each,3,25.00,15.000,75.00,11.25,37.50,86.25,3,0,11
601,50845,191,1,182,2015-07-17,2015-07-18,9,10,Developer joke mug - inheritance is the OO way to become wealthy (White),Each,5,13.00,15.000,65.00,9.75,42.50,74.75,5,0,11
602,55406,0,0,136,2015-01-01,2015-01-02,12,265,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",Each,12,18.00,15.000,216.00,32.40,120.00,248.40,12,0,11
603,38005,381,202,59,2015-09-17,2015-09-18,23,381,20 mm Double sided bubble wrap 50m,Each,80,108.00,15.000,8640.00,1296.00,7360.00,9936.00,80,0,11
604,69386,140,1,192,2015-01-01,2015-01-02,11,106,DBA joke mug - two types of DBAs (White),Each,7,13.00,15.000,91.00,13.65,59.50,104.65,7,0,11
605,74510,8,1,94,2015-04-13,2015-04-14,15,665,Plush shark slippers (Gray) S,Each,6,32.00,15.000,192.00,28.80,144.00,220.80,6,0,11
606,45901,0,0,81,2015-01-01,2015-01-02,19,245,Furry animal socks (Pink) M,Pair,120,5.00,15.000,600.00,90.00,420.00,690.00,120,0,11
607,65982,0,0,124,2015-01-10,2015-01-11,21,186,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",Each,24,18.00,15.000,432.00,64.80,252.00,496.80,24,0,11
608,44863,264,202,110,2015-03-14,2015-03-15,12,43,Superhero action jacket (Blue) S,Each,2,25.00,15.000,50.00,7.50,12.00,57.50,2,0,11
609,48409,387,202,167,2015-07-16,2015-07-17,12,382,IT joke mug - keyboard not found … press F1 to continue (Black),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
610,73736,349,202,3,2015-07-04,2015-07-05,7,243,Void fill 200 L bag (White) 200L,Each,20,25.00,15.000,500.00,75.00,180.00,575.00,20,0,11
611,69146,224,202,180,2015-01-01,2015-01-02,15,42,"Developer joke mug - (hip, hip, array) (White)",Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
612,64280,158,1,139,2015-01-01,2015-01-02,26,706,"""The Gu"" red shirt XML tag t-shirt (White) L",Each,72,18.00,15.000,1296.00,194.40,792.00,1490.40,72,0,11
613,56738,389,202,128,2015-08-30,2015-08-31,12,384,"""The Gu"" red shirt XML tag t-shirt (Black) S",Each,120,18.00,15.000,2160.00,324.00,1320.00,2484.00,120,0,11
614,65852,393,202,203,2015-01-01,2015-01-02,11,385,DBA joke mug - mind if I join you? (Black),Each,10,13.00,15.000,130.00,19.50,85.00,149.50,10,0,11
615,64360,68,1,14,2015-03-13,2015-03-14,12,107,Permanent marker black 5mm nib (Black) 5mm,Each,72,2.70,15.000,194.40,29.16,72.00,223.56,72,0,11
616,56156,27,1,110,2015-01-01,2015-01-02,11,667,Superhero action jacket (Blue) S,Each,5,25.00,15.000,125.00,18.75,30.00,143.75,5,0,11
68844557,42573,0,0,208,2018-12-11,2018-12-12,12,842,USB food flash drive - donut,Each,4,32.00,15.000,128.00,19.20,80.00,147.20,4,0,11
618,48409,387,202,99,2015-01-08,2015-01-09,11,383,Dinosaur battery-powered slippers (Green) XL,Each,1,32.00,15.000,32.00,4.80,23.50,36.80,1,0,11
619,73281,39,1,121,2015-02-18,2015-02-19,11,314,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",Each,96,18.00,15.000,1728.00,259.20,960.00,1987.20,96,0,11
620,67833,304,202,41,2015-01-01,2015-01-02,12,956,Shipping carton (Brown) 229x229x229mm,Each,200,1.05,15.000,210.00,31.50,100.00,241.50,200,0,11
621,61956,137,1,107,2015-01-03,2015-01-04,21,335,Superhero action jacket (Blue) XL,Each,9,30.00,15.000,270.00,40.50,72.00,310.50,9,0,11
622,53360,0,0,14,2015-01-01,2015-01-02,15,403,Permanent marker black 5mm nib (Black) 5mm,Each,96,2.70,15.000,259.20,38.88,96.00,298.08,96,0,11
623,48988,49,1,159,2015-01-01,2015-01-02,8,127,RC toy sedan car with remote control (Green) 1/50 scale,Each,1,25.00,15.000,25.00,3.75,12.50,28.75,1,0,11
624,71742,0,0,192,2015-01-01,2015-01-02,9,588,DBA joke mug - two types of DBAs (White),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
625,57592,216,202,6,2015-11-28,2015-11-29,8,41,Air cushion film 200mmx200mm 325m,Each,2,90.00,15.000,180.00,27.00,72.00,207.00,2,0,11
626,41238,288,202,190,2015-04-06,2015-04-07,4,82,Developer joke mug - Oct 31 = Dec 25 (White),Each,9,13.00,15.000,117.00,17.55,76.50,134.55,9,0,11
627,44806,0,0,54,2015-01-05,2015-01-06,9,78,10 mm Anti static bubble wrap (Blue) 20m,Each,90,42.00,15.000,3780.00,567.00,1710.00,4347.00,90,0,11
628,41568,0,0,176,2015-06-30,2015-07-01,9,187,Developer joke mug - there are 10 types of people in the world (White),Each,3,13.00,15.000,39.00,5.85,25.50,44.85,3,0,11
629,38135,279,202,192,2015-06-29,2015-06-30,23,358,DBA joke mug - two types of DBAs (White),Each,8,13.00,15.000,104.00,15.60,68.00,119.60,8,0,11
630,47479,132,1,19,2015-07-03,2015-07-04,15,334,Red and white urgent despatch tape 48mmx75m,Each,48,3.70,15.000,177.60,26.64,100.80,204.24,48,0,11
631,41628,344,202,184,2015-08-21,2015-08-22,11,80,Developer joke mug - when your hammer is C++ (White),Each,6,13.00,15.000,78.00,11.70,51.00,89.70,6,0,11
632,62500,298,202,169,2015-06-27,2015-06-28,15,995,Developer joke mug - old C developers never die (Black),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
633,41967,0,0,188,2015-01-13,2015-01-14,4,264,Developer joke mug - that's a hardware problem (White),Each,6,13.00,15.000,78.00,11.70,51.00,89.70,6,0,11
634,67391,356,202,100,2015-02-20,2015-02-21,7,208,Dinosaur battery-powered slippers (Green) L,Each,1,32.00,15.000,32.00,4.80,24.00,36.80,1,0,11
635,43830,268,202,149,2015-01-01,2015-01-02,15,44,Ride on toy sedan car (Yellow) 1/12 scale,Each,10,230.00,15.000,2300.00,345.00,850.00,2645.00,10,0,11
636,67024,0,0,178,2015-01-01,2015-01-02,12,663,Developer joke mug - understanding recursion requires understanding recursion (White),Each,9,13.00,15.000,117.00,17.55,76.50,134.55,9,0,11
637,69686,124,1,80,2015-01-01,2015-01-02,9,425,Furry animal socks (Pink) L,Pair,84,5.00,15.000,420.00,63.00,294.00,483.00,84,0,11
638,61143,141,1,70,2015-01-01,2015-01-02,12,336,Pack of 12 action figures (variety),Packet,4,16.00,15.000,64.00,9.60,42.00,73.60,4,0,11
639,43529,0,0,214,2015-02-20,2015-02-21,30,896,USB food flash drive - hot dog,Each,6,32.00,15.000,192.00,28.80,120.00,220.80,6,0,11
640,58830,257,202,100,2015-01-01,2015-01-02,12,81,Dinosaur battery-powered slippers (Green) L,Each,8,32.00,15.000,256.00,38.40,192.00,294.40,8,0,11
641,61111,38,1,59,2015-07-23,2015-07-24,7,313,20 mm Double sided bubble wrap 50m,Each,100,108.00,15.000,10800.00,1620.00,9200.00,12420.00,100,0,11
642,64723,0,0,211,2015-07-22,2015-07-23,19,105,USB food flash drive - banana,Each,8,32.00,15.000,256.00,38.40,160.00,294.40,8,0,11
643,57498,77,1,162,2015-07-24,2015-07-25,4,9,RC toy sedan car with remote control (Black) 1/50 scale,Each,2,25.00,15.000,50.00,7.50,25.00,57.50,2,0,11
644,39209,0,0,211,2015-06-29,2015-06-30,4,8,USB food flash drive - banana,Each,4,32.00,15.000,128.00,19.20,80.00,147.20,4,0,11
645,54587,89,1,33,2015-01-01,2015-01-02,12,244,Express post box 5kg (White) 350x280x130mm,Each,75,0.95,15.000,71.25,10.69,37.50,81.94,75,0,11
646,44806,0,0,100,2015-06-29,2015-06-30,9,40,Dinosaur battery-powered slippers (Green) L,Each,9,32.00,15.000,288.00,43.20,216.00,331.20,9,0,11
647,70871,86,1,184,2015-09-05,2015-09-06,7,422,Developer joke mug - when your hammer is C++ (White),Each,6,13.00,15.000,78.00,11.70,51.00,89.70,6,0,11
648,39257,370,202,123,2015-07-17,2015-07-18,6,128,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",Each,72,18.00,15.000,1296.00,194.40,720.00,1490.40,72,0,11
649,57489,330,202,158,2015-01-30,2015-01-31,7,12,RC toy sedan car with remote control (Yellow) 1/50 scale,Each,5,25.00,15.000,125.00,18.75,62.50,143.75,5,0,11
650,48409,387,202,91,2015-01-01,2015-01-02,9,569,Plush shark slippers (Gray) XL,Each,1,32.00,15.000,32.00,4.80,23.50,36.80,1,0,11
651,56563,0,0,84,2015-01-01,2015-01-02,25,914,Animal with big feet slippers (Brown) L,Each,10,32.00,15.000,320.00,48.00,240.00,368.00,10,0,11
652,58467,324,202,200,2015-01-01,2015-01-02,9,205,DBA joke mug - you might be a DBA if (White),Each,1,13.00,15.000,13.00,1.95,8.50,14.95,1,0,11
653,59350,383,202,89,2015-02-06,2015-02-07,9,568,Furry gorilla with big eyes slippers (Black) M,Each,6,32.00,15.000,192.00,28.80,144.00,220.80,6,0,11
