ID,UpdateOn,IncomeTax,IncomeTaxTarget,ValueAddedTax,TargetValueAddedTax,CorporationTax,TargetCorporationTax,location,Industries
2246,8/19/2020,28660207.29,32114160.41,21331997.46,24303740.96,3429887.14,22084249.81,Location-2,Finance
2247,8/19/2020,28664976.5,32114962.08,21339738.45,24312559.25,3444948.38,22087692.56,Location-3,Finance
2248,8/19/2020,28668422.54,32118100.87,21338565.89,24304818.4,3441340.28,22085366.27,Location-4,Finance
2249,8/19/2020,28681314.53,32121167.44,21341586.99,24337400.34,3449462.4,22121287.88,Location-5,Finance
2250,8/20/2020,28699720.75,32270865.85,24472946.02,27390338.17,3503705.42,22226045.71,Location-1,Retails
2251,8/20/2020,28703928.29,32270090.99,24478805.2,27393437.69,3514365.8,22229453.35,Location-2,Retails
2252,8/20/2020,28708656.73,32263450.35,24471804.62,27396163.48,3508447.88,22226885.69,Location-3,Retails
2253,8/20/2020,28712535.26,32274377.75,24476076.87,27394315.63,3510801.89,22237232.36,Location-4,Retails
2254,8/20/2020,28712644.76,32278084.77,24505007.3,27403128.38,3527860.7,22248867.24,Location-5,Retails
2255,8/20/2020,28701735.41,32117928.59,24307613.54,27265749.18,3482138.13,22082296.22,Location-1,Manufacturing
2256,8/20/2020,28697297.05,32120043.3,24312532.77,27266950.88,3478068.76,22090226.55,Location-2,Manufacturing
2257,8/20/2020,28704287.76,32115003.98,24308200.42,27263777.95,3477420.28,22083692.97,Location-3,Manufacturing
2258,8/20/2020,28694437.14,32116721.07,24327564.79,27268312.29,3490911.65,22082108.05,Location-4,Manufacturing
2259,8/20/2020,28716800.74,32134651.94,24331285.78,27303070.55,3497339.21,22118765.39,Location-5,Manufacturing
2260,8/20/2020,28661950.78,32114008.86,24331427.5,27308170.73,3433372.93,22085732.34,Location-1,Finance
2261,8/20/2020,28665808.42,32109163.89,24335948.91,27304566.33,3431900.99,22094653.7,Location-2,Finance
2262,8/20/2020,28670217.88,32116801.64,24336149.86,27312465.16,3433144.48,22089725.62,Location-3,Finance
2263,8/20/2020,28664267.7,32120104.25,24331299.71,27315271.93,3448075.66,22097251.04,Location-4,Finance
2264,8/20/2020,28678733.36,32123496.55,24351395.32,27325080.89,3456614.19,22099413.22,Location-5,Finance
2265,8/21/2020,28699661.67,32266331.5,24477662.46,27390886.37,3504966.72,22232606,Location-1,Retails
2266,8/21/2020,28701292.12,32261926.48,24482032.59,27390475.49,3512196.86,22226240.63,Location-2,Retails
2267,8/21/2020,28701547.79,32270151.02,24473254.81,27393903.04,3512253.77,22230115.19,Location-3,Retails
2268,8/21/2020,28717376.43,32266617.07,24476714.31,27401667.41,3502695.35,22229717.3,Location-4,Retails
2269,8/21/2020,28719210.88,32292294.91,24503997.68,27402718.42,3521893.1,22247507.15,Location-5,Retails
2270,8/21/2020,28693299.64,32119298.78,24311649.16,27271432.19,3477958.09,22083853.84,Location-1,Manufacturing
2271,8/21/2020,28694129.97,32123156.72,24312659.78,27269024.12,3484069.66,22087939.15,Location-2,Manufacturing
2272,8/21/2020,28694116.29,32120118.35,24314188.43,27270515.79,3482905.95,22097734.37,Location-3,Manufacturing
2273,8/21/2020,28714689.37,32114251.08,24313980.24,27271181.15,3475906.62,22094079.5,Location-4,Manufacturing
2274,8/21/2020,28717712.57,32142446.61,24330243.17,27293098.11,3498373.92,22102980.27,Location-5,Manufacturing
2275,8/21/2020,28658678.85,32111030.55,24331000.48,27304291.71,3435802.91,22086845.07,Location-1,Finance
2276,8/21/2020,28660097.9,32111065.24,24330628.98,27304705.34,3430326.22,22094553.54,Location-2,Finance
2277,8/21/2020,28665931.14,32117094.85,24345091.19,27315728.95,3440751.76,22093471.99,Location-3,Finance
2278,8/21/2020,28661972.24,32111914.86,24341583.44,27306243.61,3441046.36,22093475.84,Location-4,Finance
2279,8/21/2020,28692219.22,32136837.5,24353472.43,27338602.01,3451149.53,22099928.96,Location-5,Finance
2280,8/22/2020,28702660.04,32266183,24471986.75,27386519.48,3503729.58,22225180.06,Location-1,Retails
2281,8/22/2020,28705772.81,32263393.46,24473328.71,27386780,3513310.32,22231255.44,Location-2,Retails
2282,8/22/2020,28699055.39,32266528.84,24481468.34,27389505.98,3506611.03,22232079.36,Location-3,Retails
2283,8/22/2020,28696355.9,32264228.76,24477998.43,27399792.73,3506242.57,22228304.23,Location-4,Retails
2284,8/22/2020,28726635.32,32294417.74,24495157.22,27413170.25,3530076.46,22252682.48,Location-5,Retails
2285,8/22/2020,28696563.05,32112804.98,24315748.54,27271700.09,3479474.71,22084315.63,Location-1,Manufacturing
2286,8/22/2020,28703905.14,32120698.72,24316323.4,27266803.55,3480868.78,22092155.88,Location-2,Manufacturing
2287,8/22/2020,28700872.27,32120946.14,24310853.15,27266518.56,3480214.74,22085806.62,Location-3,Manufacturing
2288,8/22/2020,28705257.17,32120687.03,24311581.55,27263998.41,3486102.54,22093807.95,Location-4,Manufacturing
2289,8/22/2020,28712250.88,32128907.7,24332364.56,27299531.02,3505543.62,22106190.08,Location-5,Manufacturing
2290,8/22/2020,28664840.29,32112877.98,24335547.39,27308551.54,3435705.54,22085968.77,Location-1,Finance
2291,8/22/2020,28661119.45,32110435.87,24336500.39,27311774.71,3432582.72,22096959.91,Location-2,Finance
2292,8/22/2020,28669039.93,32112144.11,24331692.28,27306572.02,3431703.6,22094762,Location-3,Finance
2293,8/22/2020,28670669.57,32112941.04,24339686.32,27304030.01,3432914.38,22091878.04,Location-4,Finance
2294,8/22/2020,28673105.24,32135264.96,24351654.17,27337215.81,3465295.85,22109413.75,Location-5,Finance
2295,8/23/2020,28699698.38,32261833.93,24475366.65,27388230.81,3507777,22222719.83,Location-1,Retails
2296,8/23/2020,28704801.37,32264618.9,24482718.64,27389982.08,3508720.84,22231544.34,Location-2,Retails
2297,8/23/2020,28703709.48,32267660.82,24478154.25,27396920.42,3505866.93,22227053.76,Location-3,Retails
2298,8/23/2020,28713518.67,32264958.32,24478784.98,27395213.67,3517347.87,22237242.12,Location-4,Retails
2299,8/23/2020,28722300.06,32284583.69,24496788.32,27401151.93,3529957.19,22244136.08,Location-5,Retails
2300,8/23/2020,28692724.65,32116889.1,24317380.17,27265723.28,3478899.25,22082479.81,Location-1,Manufacturing
2301,8/23/2020,28698964.44,32120197.01,24318886.1,27273553.27,3481391.14,22089391.4,Location-2,Manufacturing
2302,8/23/2020,28702062.74,32127956.16,24313762.46,27265720.94,3488148.81,22087751.4,Location-3,Manufacturing
2303,8/23/2020,28697939.72,32125134.67,24315842.59,27277834.29,3477599.14,22095745.16,Location-4,Manufacturing
2304,8/23/2020,28713366.38,32133358.01,24327335.49,27286725.39,3503894.67,22096940.65,Location-5,Manufacturing
2305,8/23/2020,28658247.31,32111264.91,24328915.7,27307333.14,3438652.29,22092202.22,Location-1,Finance
2306,8/23/2020,28658642.62,32116316.42,24334456.43,27304057.47,3439018.53,22084104.75,Location-2,Finance
2307,8/23/2020,28663684.81,32118316.95,24339244.32,27316111.66,3437637.02,22090005.63,Location-3,Finance
2308,8/23/2020,28668097.9,32107126.66,24336772.04,27316557.66,3441187.32,22087798.87,Location-4,Finance
2309,8/23/2020,28679616.21,32131694.11,24344115.88,27319870.19,3448293.75,22115474.52,Location-5,Finance
2310,8/24/2020,28696919.22,32263545.01,24476246.75,27386090.35,3510910.65,22234860.83,Location-1,Retails
2311,8/24/2020,28698603.05,32273155.59,24476293.6,27390966.33,3509508.06,22229746.13,Location-2,Retails
2312,8/24/2020,28703761.95,32268714.71,24474905.87,27397541.61,3510296.52,22236197.35,Location-3,Retails
2313,8/24/2020,28699295.99,32269986.75,24476175.07,27392403.27,3514928.63,22231011.03,Location-4,Retails
2314,8/24/2020,28733426.19,32282261.6,24497026.61,27409745.35,3522824.12,22248470.83,Location-5,Retails
2315,8/24/2020,28702962.89,32118711.47,24305810.84,27274764.1,3482877.22,22089754.78,Location-1,Manufacturing
2316,8/24/2020,28694285.87,32122579.95,24306379.79,27268009.09,3474290.45,22090509.27,Location-2,Manufacturing
2317,8/24/2020,28701425.32,32116516.17,24320486.21,27280942.86,3477188.47,22081594.43,Location-3,Manufacturing
2318,8/24/2020,28708575.98,32127565.59,24308402.47,27272582.69,3481328.99,22084097.34,Location-4,Manufacturing
2319,8/24/2020,28713699.03,32132925.47,24334090.34,27292345.31,3505750.45,22108429.05,Location-5,Manufacturing
2320,8/24/2020,28660009.77,32115479.64,25330965.6,28309785.28,3438883.37,22091107.28,Location-1,Finance
2321,8/24/2020,28664172.78,32111655.97,25328465.01,28307301.05,3436448.22,22098677.83,Location-2,Finance
2322,8/24/2020,28659751.11,32115232.7,25331708.72,28306082.01,3436233.64,22097820.58,Location-3,Finance
2323,8/24/2020,28664992.65,32118305.67,25335508.03,28318958.04,3445762.03,22093343.02,Location-4,Finance
2324,8/24/2020,28681770.69,32122644.8,25358946.3,28330363.23,3452627.36,22105382.17,Location-5,Finance
2325,8/25/2020,28697904.4,32270762.83,24472368.99,27390961.17,3504713.69,22231007.78,Location-1,Retails
2326,8/25/2020,28705761.46,32268916.42,24474794.52,27399488.57,3515585.07,22232262.96,Location-2,Retails
2327,8/25/2020,28705481.4,32270186.15,24483119.37,27389000.06,3510136.12,22234734.39,Location-3,Retails
2328,8/25/2020,28696821.11,32265849.17,24477761.98,27402321.41,3504701.35,22231383.72,Location-4,Retails
2329,8/25/2020,28726700.2,32287384.98,24496898.37,27411209.1,3532288.12,22253989.15,Location-5,Retails
2330,8/25/2020,28694968.45,32122470.19,24312605.96,27275571.89,3484099.82,22093004.5,Location-1,Manufacturing
2331,8/25/2020,28694689.78,32123265.38,24319072.23,27274708.56,3487124.21,22085741.68,Location-2,Manufacturing
2332,8/25/2020,28703973.82,32123739.62,24320631.74,27266483.64,3478776.43,22092780.84,Location-3,Manufacturing
2333,8/25/2020,28701584.65,32122524.4,24317755.93,27273437.99,3486951.87,22092545.5,Location-4,Manufacturing
2334,8/25/2020,28713415.87,32126367.35,24323652.99,27290749,3500348.27,22103390.5,Location-5,Manufacturing
2335,8/25/2020,28666312,32112526.31,24340274.72,27316883.77,3434390.89,22094674.71,Location-1,Finance
2336,8/25/2020,28656778.48,32115922.51,24341429.19,27317192.22,3436367.23,22090973.75,Location-2,Finance
2337,8/25/2020,28661076.91,32110486.09,24332959.27,27315702.62,3433880.53,22088938.59,Location-3,Finance
2338,8/25/2020,28666295.43,32109625.05,24341127.8,27318422.89,3430027.44,22099070.52,Location-4,Finance
2339,8/25/2020,28682217.01,32136549.53,24350870.76,27318992.15,3460814.54,22102605.85,Location-5,Finance
2340,8/26/2020,28698046.25,32268777.59,24474658.46,27389370.44,3506692.11,22225577.96,Location-1,Retails
2341,8/26/2020,28705375.91,32269378.37,24471823.16,27394854.76,3506011.37,22224765.36,Location-2,Retails
2342,8/26/2020,28709075.52,32272118.43,24475385.32,27392164.88,3505613.98,22225355.04,Location-3,Retails
2343,8/26/2020,28698337.66,32268160.56,24474384.32,27399460.93,3503898.21,22234531.06,Location-4,Retails
2344,8/26/2020,28726993,32282131,24505142.83,27402823.87,3537518.62,22252578.07,Location-5,Retails
2345,8/26/2020,28694103.54,32114782.91,24317111.44,27269605.53,3482592.43,22094490.81,Location-1,Manufacturing
2346,8/26/2020,28700473.73,32124204.35,24310453.34,27272161.25,3484567.71,22094482.8,Location-2,Manufacturing
2347,8/26/2020,28692780.82,32122529.45,24309938.21,27265655.89,3483329.9,22087357.31,Location-3,Manufacturing
2348,8/26/2020,28694134.72,32114547.07,24324039.97,27275657.25,3482322.35,22089370.59,Location-4,Manufacturing
2349,8/26/2020,28725235.69,32141215.22,24330521.44,27291858.59,3495543.26,22107076.65,Location-5,Manufacturing
2350,8/26/2020,28666476.86,32109791.48,24334161.32,27311600.92,3433935.21,22090167.44,Location-1,Finance
2351,8/26/2020,28661027.82,32116552.64,24339714.06,27316184.5,3433055.91,22092039.01,Location-2,Finance
2352,8/26/2020,28661139.86,32109362.49,24332407.87,27312165.34,3439788.71,22089576.33,Location-3,Finance
2353,8/26/2020,28662564.56,32114623.42,24344332.15,27305608.53,3435772.76,22087103.43,Location-4,Finance
2354,8/26/2020,28688938.07,32144160.97,24355688.21,27332400.84,3455384.95,22107526.44,Location-5,Finance
2355,8/27/2020,28705152.91,32264207.97,24480293.99,27395952.84,3504252.08,22227374.7,Location-1,Retails
2356,8/27/2020,28706369.69,32272147.05,24483825.11,27395994.15,3515584.85,22234408.73,Location-2,Retails
2357,8/27/2020,28705342.42,32265228.7,24474947.21,27390381.01,3512986.93,22237299.95,Location-3,Retails
2358,8/27/2020,28717465.65,32270037.61,24486238.7,27387701.28,3514744.84,22229378.86,Location-4,Retails
2359,8/27/2020,28718028.33,32287448.27,24494817.1,27413860.32,3519701.19,22257583.11,Location-5,Retails
2360,8/27/2020,28701579.76,32115883.02,24210298.97,27172195.72,3478141.79,22090897.92,Location-1,Manufacturing
2361,8/27/2020,28702260.15,32115250.16,24213542.96,27172318.9,3482216.49,22084233.98,Location-2,Manufacturing
2362,8/27/2020,28695613.88,32113547.09,24220509.74,27168353.92,3485236.46,22087340.51,Location-3,Manufacturing
2363,8/27/2020,28698657.74,32129593.94,24213899.53,27187834.48,3482239.27,22085938.25,Location-4,Manufacturing
2364,8/27/2020,28721172.7,32130797.43,24236364.07,27189614.99,3498746.43,22117811.3,Location-5,Manufacturing
2365,8/27/2020,28664854.18,32115920.29,24337741.71,27316676.24,3439383.4,22088562.92,Location-1,Finance
2366,8/27/2020,28667158.91,32115551.8,24337470.33,27310970.38,3437693.49,22086144.53,Location-2,Finance
2367,8/27/2020,28660415.48,32107558.63,24341288.68,27310860.35,3444539.87,22097773.81,Location-3,Finance
2368,8/27/2020,28659918.71,32121142.4,24333238.3,27324161.7,3439690.85,22095598.29,Location-4,Finance
2369,8/27/2020,28688125,32121817.79,24350241.52,27326678.93,3454491.99,22110396.59,Location-5,Finance
2370,8/28/2020,28705170.78,32264884.77,24477829.88,27394800.47,3508413.39,22234271.41,Location-1,Retails
2371,8/28/2020,28699120.81,32270429.08,24480487.09,27399027.11,3512660.82,22230753.69,Location-2,Retails
2372,8/28/2020,28701156.92,32268050.24,24472034.57,27395766.73,3511393.71,22229950.07,Location-3,Retails
2373,8/28/2020,28703408.87,32272052.95,24472127.2,27390260.49,3507251.81,22225514.04,Location-4,Retails
2374,8/28/2020,28731881.78,32278086.61,24502687.37,27416433.68,3527122.27,22254788.27,Location-5,Retails
2375,8/28/2020,28700535.93,32115089.48,24315163.93,27274493.2,3486299.92,22085833.06,Location-1,Manufacturing
2376,8/28/2020,28704687.54,32119295.14,24316777.36,27274854.09,3485821.29,22088666.76,Location-2,Manufacturing
2377,8/28/2020,28706727.26,32120697.01,24318422.65,27271664.3,3481822.23,22086443.2,Location-3,Manufacturing
2378,8/28/2020,28699679.89,32125228.81,24308220.59,27271099.44,3495264.38,22100721.5,Location-4,Manufacturing
2379,8/28/2020,28718548.8,32137359.65,24330428.17,27283078.08,3497864.94,22110767.64,Location-5,Manufacturing
2380,8/28/2020,28663519.13,32108771,24334633.31,27315709.79,3438455.27,22098590.89,Location-1,Finance
2381,8/28/2020,28671507.45,32112496.95,24329789.63,27316219.32,3445407.68,22089614.95,Location-2,Finance
2382,8/28/2020,28661413.2,32110782.97,24334160.89,27316263.65,3441246.02,22093532.12,Location-3,Finance
2383,8/28/2020,28676243.5,32110323.78,24332960.44,27313708.28,3436575.22,22105705.44,Location-4,Finance
2384,8/28/2020,28677329.29,32137664.11,24359836.06,27334527.66,3459002.59,22106630.62,Location-5,Finance
2385,8/29/2020,28703261.25,32272896.18,24482336.89,27392388.29,3508410.15,22228914.67,Location-1,Retails
2386,8/29/2020,28706880.96,32264912.71,24481565.6,27385183.27,3506060.72,22224674.66,Location-2,Retails
2387,8/29/2020,28703755.49,32271653.33,24481456.71,27394324.87,3505532.47,22228028.73,Location-3,Retails
2388,8/29/2020,28713442.11,32273416.97,24490891.16,27397398.82,3520064.91,22233350.78,Location-4,Retails
2389,8/29/2020,28724055.25,32283461.57,24493478.14,27404041.91,3529860.36,22247114.87,Location-5,Retails
2390,8/29/2020,28694264.35,32119859.49,24316857.48,27278878.36,3479343.94,22087995.88,Location-1,Manufacturing
2391,8/29/2020,28699410.06,32122786.66,24320326.83,27273599.52,3480228.57,22093965.32,Location-2,Manufacturing
2392,8/29/2020,28704340.02,32119005.24,24318148.35,27275730.81,3484340.19,22093727.23,Location-3,Manufacturing
2393,8/29/2020,28696294.82,32127639.11,24314811.16,27276593.23,3476090.42,22090141.24,Location-4,Manufacturing
2394,8/29/2020,28714818.34,32136180.89,24329667.43,27291019.33,3506213.69,22102666.57,Location-5,Manufacturing
2395,8/29/2020,28664525.24,32115402.26,21342621.98,24310931.38,3432884.69,22096664.58,Location-1,Finance
2396,8/29/2020,28666005.54,32113247.96,21334696.3,24313770.44,3431776.07,22093440,Location-2,Finance
2397,8/29/2020,28670548.81,32111585.03,21334693.52,24307619.23,3442986.67,22100727.45,Location-3,Finance
2398,8/29/2020,28669765.71,32114280.63,21336538.24,24316855.91,3442473.29,22100616.13,Location-4,Finance
2399,8/29/2020,28675330.06,32136547.55,21364993.96,24331066.29,3444620.45,22109985.54,Location-5,Finance
2400,8/30/2020,28705668.93,32260305.72,24477010.29,27400054.57,3511359.01,22238707.03,Location-1,Retails
2401,8/30/2020,28701850.72,32267545.51,24478441.43,27393657.38,3508588.19,22235449.65,Location-2,Retails
2402,8/30/2020,28704459.07,32260286.29,24482690.83,27401818.98,3514117.32,22237188.43,Location-3,Retails
2403,8/30/2020,28701335.31,32278190.32,24483314.1,27401396.44,3512547.66,22233168.48,Location-4,Retails
2404,8/30/2020,28741787.19,32278665.66,24504494.43,27416707.04,3529861.16,22265289.82,Location-5,Retails
2405,8/30/2020,28692961.91,32122469.7,24316032.74,27271401.9,3478658.6,22090222.59,Location-1,Manufacturing
2406,8/30/2020,28699486.84,32125203.88,24317883.6,27274548.48,3480434.1,22093715.15,Location-2,Manufacturing
2407,8/30/2020,28700007.48,32127773.8,24314939.93,27267144.39,3479600.54,22087234.32,Location-3,Manufacturing
2408,8/30/2020,28706059.91,32121981.58,24316413.49,27272998.53,3485916.36,22090312.52,Location-4,Manufacturing
2409,8/30/2020,28712136.68,32141334.96,24328629.64,27295892.45,3494021.04,22109711.19,Location-5,Manufacturing
2410,8/30/2020,28668512.47,32122991.26,24339609.55,27317147.81,3439577.87,22093547.7,Location-1,Finance
2411,8/30/2020,28672424.68,32122482.28,24337238.64,27314974.46,3443595.57,22085993.92,Location-2,Finance
2412,8/30/2020,28669451.88,32115209.99,24331699.91,27312530.42,3445382.84,22092994.68,Location-3,Finance
2413,8/30/2020,28670422.22,32129378.07,24347354.72,27307579.78,3443216.14,22097123.88,Location-4,Finance
2414,8/30/2020,28682160.22,32131117.8,24349020.59,27334706.54,3451084.49,22099919.22,Location-5,Finance
2415,8/31/2020,28711024.56,32270567.12,24480156.86,27401258.46,3512293.9,22235175.29,Location-1,Retails
2416,8/31/2020,28710778.95,32280576,24490607.23,27395129.04,3508564.9,22243528.11,Location-2,Retails
2417,8/31/2020,28714638.01,32277679.93,24487496.75,27399471.54,3510726.12,22238068.94,Location-3,Retails
2418,8/31/2020,28707291.48,32270959.58,24485118.14,27400674.24,3520645.68,22240829.28,Location-4,Retails
2419,8/31/2020,28726233.72,32296100.84,24500333.34,27420256.84,3535705.81,22254089.2,Location-5,Retails
2420,8/31/2020,28714021.24,32129228.15,24319921.67,27284825.58,3499740.83,22094399.79,Location-1,Manufacturing
2421,8/31/2020,28712433.98,32120267.87,24314832.52,27285759.02,3498081.1,22095499.28,Location-2,Manufacturing
2422,8/31/2020,28711922.09,32120338.48,24314383.56,27285636.27,3494343.78,22089561,Location-3,Manufacturing
2423,8/31/2020,28718648.31,32134357.96,24325346.46,27282317.07,3492180.51,22096618.69,Location-4,Manufacturing
2424,8/31/2020,28737490.14,32146659.14,24338693.25,27291577.7,3519127.16,22111052.62,Location-5,Manufacturing
2425,8/31/2020,28669942.43,32121213.42,24346156.99,27323648.26,3445073.59,22100229.19,Location-1,Finance
2426,8/31/2020,28665867.55,32130152.66,24338304.71,27325081.93,3449702.22,22101976.61,Location-2,Finance
2427,8/31/2020,28674343.3,32123660.25,24340330.19,27324583.99,3445161.58,22099050.69,Location-3,Finance
2428,8/31/2020,28673366.97,32128347.9,24351562.2,27319307.89,3441972.03,22111100.33,Location-4,Finance
2429,8/31/2020,28684992.77,32149973.3,24361642.9,27333047.98,3465523.32,22125584.35,Location-5,Finance
2430,9/1/2020,29540705.35,32424304.66,18758027.69,21515244.5,16486000.08,18102485.77,Location-1,Retails
2431,9/1/2020,29549983.97,32423156.18,18753259.78,21510173.16,16495820.34,18102841.15,Location-2,Retails
2432,9/1/2020,29553187,32418418.5,18757478.93,21517953.1,16494198.6,18102222.82,Location-3,Retails
2433,9/1/2020,29540909.85,32417136.51,18761309.81,21513988.59,16485233.14,18094879.48,Location-4,Retails
2434,9/1/2020,29568601.96,32446089.7,18766396.56,21533247.87,16508417.32,18120505.91,Location-5,Retails
2435,9/1/2020,29444101.22,32338982.71,18726892.3,21443064.06,16364216.39,18029560.13,Location-1,Manufacturing
2436,9/1/2020,29449983.98,32346732.74,18721203.27,21449927.01,16367811.85,18032808,Location-2,Manufacturing
2437,9/1/2020,29448859.75,32346353.37,18723497.92,21439516.81,16365603.14,18035482.47,Location-3,Manufacturing
2438,9/1/2020,29450829.01,32349402.75,18726931.42,21451485.5,16372737.87,18047453.45,Location-4,Manufacturing
2439,9/1/2020,29460131.7,32349910.25,18737202.24,21463074.81,16382643.44,18050443.08,Location-5,Manufacturing
2440,9/1/2020,29458459.06,32353760.13,18647633.29,21412451.35,16399842.91,18046568.82,Location-1,Finance
2441,9/1/2020,29459541.99,32358148.28,18638860.12,21418946.2,16400629.76,18046042.29,Location-2,Finance
2442,9/1/2020,29459696.06,32353528.6,18644903.92,21412468.28,16402812.56,18052720.81,Location-3,Finance
2443,9/1/2020,29457030.61,32364988.98,18653839.02,21410582.14,16402402.3,18048350.29,Location-4,Finance
2444,9/1/2020,29467768.19,32376466.43,18656764.42,21440398.83,16421502.36,18077590.24,Location-5,Finance
2445,9/2/2020,29542166.92,32424518.01,18755626.27,21518577.03,16490301.92,18102572.62,Location-1,Retails
2446,9/2/2020,29552586.24,32415551.97,18755968.96,21517394,16484675.17,18102108.69,Location-2,Retails
2447,9/2/2020,29550068.65,32418028.04,18757243.92,21518343.2,16497454.35,18099243.05,Location-3,Retails
2448,9/2/2020,29548198.12,32418676.67,18758249.45,21511501.29,16493431.59,18096852.83,Location-4,Retails
2449,9/2/2020,29567467.27,32447964.41,18771562.56,21532791.12,16503095.66,18115762.07,Location-5,Retails
2450,9/2/2020,29448605.51,32342881.1,18718798.97,21447542.34,16370046.85,18030687.4,Location-1,Manufacturing
2451,9/2/2020,29445156.41,32346238.74,18718138.57,21443961.64,16368665.2,18037189.22,Location-2,Manufacturing
2452,9/2/2020,29447045.93,32342546.1,18732013.1,21440281.74,16362605.07,18033484.77,Location-3,Manufacturing
2453,9/2/2020,29443847.26,32338446.82,18722914.98,21456694.31,16361790.43,18034117.94,Location-4,Manufacturing
2454,9/2/2020,29469725.53,32363696.66,18745283.52,21460397.18,16393165.19,18059410.59,Location-5,Manufacturing
2455,9/2/2020,29462409.88,32353906.85,22644035.56,25414759.03,16395770.19,18049090.18,Location-1,Finance
2456,9/2/2020,29460926.38,32357214.49,22646964.9,25413382.04,16402946.59,18050722.55,Location-2,Finance
2457,9/2/2020,29453226.7,32366370.1,22645674.11,25413297.3,16406533.78,18051220.19,Location-3,Finance
2458,9/2/2020,29461625.96,32362175.17,22638057.24,25417905.3,16401999.03,18051273.16,Location-4,Finance
2459,9/2/2020,29474192.75,32372941.53,22665369.8,25440109.87,16418805.7,18070008.04,Location-5,Finance
2460,9/3/2020,29541248.83,32418489.01,18756723.85,21510682.8,16489911.3,18096062.97,Location-1,Retails
2461,9/3/2020,29546391.17,32414510.97,18755895.55,21510306.36,16487620.17,18103149.05,Location-2,Retails
2462,9/3/2020,29546944.95,32426572.68,18755515,21524765.79,16490123.52,18103933.14,Location-3,Retails
2463,9/3/2020,29558471.69,32429278.13,18755068.96,21516385.86,16490750.4,18105228.79,Location-4,Retails
2464,9/3/2020,29562975.08,32432516.04,18775388.59,21533922.63,16506821.12,18114263.15,Location-5,Retails
2465,9/3/2020,29450428.96,32344611.25,18720584.94,21441583.23,16363410.49,18034120.64,Location-1,Manufacturing
2466,9/3/2020,29449031.44,32340523.41,18727842.57,21448584.87,16363440.65,18039011.61,Location-2,Manufacturing
2467,9/3/2020,29446761.82,32340995.32,18719903.61,21447128.29,16375279.59,18039193.24,Location-3,Manufacturing
2468,9/3/2020,29454073.58,32337476.24,18728509.71,21441486.93,16374946.88,18030297.33,Location-4,Manufacturing
2469,9/3/2020,29456028.86,32372543.53,18739606.63,21462123.95,16377128.72,18055216.64,Location-5,Manufacturing
2470,9/3/2020,29455671.3,32355496.51,18647948.93,21410802.67,16403320.31,18054106.32,Location-1,Finance
2471,9/3/2020,29452034.51,32360525.62,18647665.53,21422192.86,16403169.6,18049293.03,Location-2,Finance
2472,9/3/2020,29463054.74,32355671.83,18642086.98,21419337.26,16409177.87,18051737.36,Location-3,Finance
2473,9/3/2020,29467610.2,32362337.74,18640298.42,21413431.9,16401750.51,18056565.54,Location-4,Finance
2474,9/3/2020,29470721.5,32369570.38,18668288.88,21436247.12,16417181.99,18060146.22,Location-5,Finance
2475,9/4/2020,29551243.07,32415510.83,18751457.57,21516955.08,16483393.72,18103081.14,Location-1,Retails
2476,9/4/2020,29546238.16,32419506.03,18761084.26,21515543.24,16483614.04,18094107.53,Location-2,Retails
2477,9/4/2020,29547232.55,32429725.82,18755850.02,21512270.78,16495995.61,18098513.57,Location-3,Retails
2478,9/4/2020,29552607.39,32425781.8,18761750.1,21513559.7,16492039.89,18106116.97,Location-4,Retails
2479,9/4/2020,29561311.65,32435219.43,18767647.94,21534953.9,16509051.79,18114781.88,Location-5,Retails
2480,9/4/2020,29449758.85,32343585.22,18717916.79,21440782.18,16363516.95,18034427.34,Location-1,Manufacturing
2481,9/4/2020,29444094.03,32339898.2,18725705.3,21447286.82,16370624.53,18038928.78,Location-2,Manufacturing
2482,9/4/2020,29452669.51,32342639.39,18725316.43,21446975.48,16363930.96,18031637.08,Location-3,Manufacturing
2483,9/4/2020,29445534.54,32346891.74,18727849.47,21442512.53,16374769.12,18031697.18,Location-4,Manufacturing
2484,9/4/2020,29460161.97,32363492.84,18735404.48,21473852.42,16378414.48,18058987,Location-5,Manufacturing
2485,9/4/2020,29458440.56,32359355.48,20642055.57,23414608.31,16400816.27,18053651.31,Location-1,Finance
2486,9/4/2020,29458422.61,32355223.96,20646686.86,23408859.33,16399024.75,18053364.79,Location-2,Finance
2487,9/4/2020,29457423.45,32352752.43,20648208.73,23419435.02,16400993.28,18051762.34,Location-3,Finance
2488,9/4/2020,29457535.61,32358332.35,20644136.63,23421974.24,16404391.05,18054843.39,Location-4,Finance
2489,9/4/2020,29471181.97,32378868.61,20655245.49,23429330.07,16422350.46,18059109.55,Location-5,Finance
2490,9/5/2020,29547013.59,32420784.1,18759420.25,21517303.18,16491263.6,18103766.84,Location-1,Retails
2491,9/5/2020,29552301.94,32415295.48,18758588.64,21517473.12,16486488.44,18102109.97,Location-2,Retails
2492,9/5/2020,29552305.91,32415226.63,18753360.67,21508983.92,16483248.77,18102288.47,Location-3,Retails
2493,9/5/2020,29545312.73,32433352.14,18753834.27,21522509.85,16492474.64,18097383.8,Location-4,Retails
2494,9/5/2020,29563368.28,32441426.57,18774245.22,21526513.27,16509681.83,18115116.93,Location-5,Retails
