Fiscal Year,Fiscal Quarter,Fiscal Month,Country,Region,Customer Segment,Channel,Product,ProductCategory,Gross Sales,Budget,Forecast,Discount,Net Sales,COGS,Gross Profit,Half Yearly,VTB ($),VTB (%),link,description,Dates
FY20,Q2,6,Italy,Europe,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,0,510,0,0,0,0,0,H1 Actual,-17,-1,NULL,NULL,00:00.0
FY20,Q3,9,Mexico,North & Central America,Loyalty,Online,French cheese,Cheese,4320,0,4470,0,0,0,0,H2 Forecast,144,0,NULL,NULL,00:00.0
FY20,Q1,2,Italy,Europe,Loyalty,Television,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Italy,Europe,Loyalty,Retail Store,White Shoes,Running Shoes,0,1020,0,120,3300,1650,1650,H1 Actual,-34,-1,NULL,NULL,00:00.0
FY20,Q3,7,Brazil,South America,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Loyalty,Online,Black corkscrew,Corkscrew,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Mexico,North & Central America,Non-Loyalty,Wholesale,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Mexico,North & Central America,Non-Loyalty,Retail Store,Orange SurfBoard,Surf Board,0,0,0,420,8430,5910,2520,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Turkey,Europe,Non-Loyalty,Online,Unbreakable wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,UK,Europe,Loyalty,Television,Orange SurfBoard,Surf Board,4140,3840,4530,120,4020,2400,1590,H1 Actual,10,0,NULL,NULL,00:00.0
FY20,Q4,12,Canada,North & Central America,Non-Loyalty,Television,Orange SurfBoard,Surf Board,26310,24480,29610,630,13590,8160,5430,H2 Forecast,61,0,NULL,NULL,00:00.0
FY20,Q3,9,Germany,Europe,Non-Loyalty,Online,Blue Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Korea,Asia Pacific,Loyalty,Television,Pink Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Korea,Asia Pacific,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,India,Asia Pacific,Loyalty,Retail Store,Gray with white sole shoes,Running Shoes,0,150,0,0,0,0,0,H2 Forecast,-5,-1,NULL,NULL,00:00.0
FY20,Q3,8,Italy,Europe,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,600,900,270,0,0,0,0,H2 Forecast,-10,0,NULL,NULL,00:00.0
FY20,Q3,8,Brazil,South America,Loyalty,Television,Cheese circle,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Brazil,South America,Non-Loyalty,Online,Blue Surf Board,Surf Board,26790,0,30390,0,0,0,0,H1 Actual,893,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Indonesia,Asia Pacific,Non-Loyalty,Retail Store,Beach Shoes,Running Shoes,0,0,0,30,690,480,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Non-Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Japan,Asia Pacific,Loyalty,Online,Black with red sole shoes,Running Shoes,123990,0,144780,0,0,0,0,H2 Forecast,4133,0,NULL,NULL,00:00.0
FY20,Q1,2,UK,Europe,Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,30,420,210,210,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,2,UK,Europe,Non-Loyalty,Retail Store,Cheese chunk,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Indonesia,Asia Pacific,Loyalty,Online,Brown Shoes,Running Shoes,0,0,0,510,13560,5430,8130,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Korea,Asia Pacific,Non-Loyalty,Online,Black Shoes,Running Shoes,0,690,0,0,0,0,0,H2 Forecast,-23,-1,NULL,NULL,00:00.0
FY20,Q3,9,Australia,Asia Pacific,Non-Loyalty,Television,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,5,Spain,Europe,Loyalty,Wholesale,Black Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,7,USA,North & Central America,Loyalty,Online,Black Shoes,Running Shoes,189390,54150,192510,0,0,0,0,H2 Forecast,4508,2,NULL,NULL,00:00.0
FY20,Q4,12,Japan,Asia Pacific,Loyalty,Wholesale,Black Shoes,Running Shoes,0,0,0,0,120,60,60,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Germany,Europe,Loyalty,Wholesale,Unbreakable wineglass,Cocktail Glasses,10650,17040,11550,0,0,0,0,H1 Actual,-213,0,NULL,NULL,00:00.0
FY20,Q3,8,Brazil,South America,Non-Loyalty,Online,Yellow mature Dutch cheese,Cheese,0,1050,0,0,0,0,0,H2 Forecast,-35,-1,NULL,NULL,00:00.0
FY20,Q4,10,Spain,Europe,Non-Loyalty,Online,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,5,China,Asia Pacific,Loyalty,Wholesale,Cheese circle,Cheese,0,0,0,210,4230,2550,1680,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Non-Loyalty,Wholesale,Brown SurfBoard,Surf Board,2520,150,2880,0,0,0,0,H2 Forecast,79,15,NULL,NULL,00:00.0
FY20,Q1,3,India,Asia Pacific,Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Mexico,North & Central America,Loyalty,Online,Yellow mature Dutch cheese,Cheese,140610,106290,159450,2490,61590,36960,24630,H2 Forecast,1144,0,NULL,NULL,00:00.0
FY20,Q4,10,Mexico,North & Central America,Loyalty,Wholesale,Brown SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,China,Asia Pacific,Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Loyalty,Television,White Shoes,Running Shoes,0,0,0,90,1590,1110,480,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Indonesia,Asia Pacific,Loyalty,Online,Blue Stripped SurfBoard,Surf Board,630,0,720,0,0,0,0,H2 Forecast,21,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Non-Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,India,Asia Pacific,Loyalty,Television,Pink Shoes,Running Shoes,0,0,0,60,2010,390,1590,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,India,Asia Pacific,Loyalty,Online,Blue Stripped SurfBoard,Surf Board,18930,0,22110,90,1950,1170,780,H1 Actual,631,0,NULL,NULL,00:00.0
FY20,Q1,1,Japan,Asia Pacific,Loyalty,Television,Yellow mature Dutch cheese,Cheese,8250,7920,9480,240,7320,4410,2940,H1 Actual,11,0,NULL,NULL,00:00.0
FY20,Q3,9,USA,North & Central America,Loyalty,Wholesale,Orange SurfBoard,Surf Board,18690,1830,20580,600,18090,10860,7230,H2 Forecast,562,9,NULL,NULL,00:00.0
FY20,Q1,2,Turkey,Europe,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,9,France,Europe,Non-Loyalty,Television,Black Shoes,Running Shoes,37110,0,38040,870,16530,13230,3300,H2 Forecast,1237,0,NULL,NULL,00:00.0
FY20,Q2,4,UK,Europe,Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Non-Loyalty,Television,Blue Surf Board,Surf Board,1560,1320,1590,0,0,0,0,H2 Forecast,8,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Loyalty,Wholesale,Pink Shoes,Running Shoes,0,28170,0,0,0,0,0,H2 Forecast,-939,-1,NULL,NULL,00:00.0
FY20,Q4,12,Germany,Europe,Non-Loyalty,Retail Store,White Shoes,Running Shoes,37380,33480,40500,60,1170,600,600,H2 Forecast,130,0,NULL,NULL,00:00.0
FY20,Q4,10,Spain,Europe,Non-Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,UK,Europe,Loyalty,Television,Blue Surf Board,Surf Board,-90,-90,-90,30,750,510,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Non-Loyalty,Wholesale,Pink Shoes,Running Shoes,0,0,0,60,1470,1020,450,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Korea,Asia Pacific,Non-Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,France,Europe,Loyalty,Retail Store,Orange SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Germany,Europe,Loyalty,Wholesale,Pink Shoes,Running Shoes,90,1470,90,30,630,390,240,H1 Actual,-46,0,NULL,NULL,00:00.0
FY20,Q2,5,USA,North & Central America,Loyalty,Retail Store,Orange SurfBoard,Surf Board,32070,32070,34200,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,India,Asia Pacific,Loyalty,Wholesale,Yellow mature Dutch cheese,Cheese,53010,54450,60540,0,0,0,0,H2 Forecast,-48,0,NULL,NULL,00:00.0
FY20,Q4,10,India,Asia Pacific,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,870,0,0,0,0,0,H2 Forecast,-29,-1,NULL,NULL,00:00.0
FY20,Q1,1,Canada,North & Central America,Loyalty,Wholesale,French cheese,Cheese,60600,0,61080,0,0,0,0,H1 Actual,2020,0,NULL,NULL,00:00.0
FY20,Q1,3,Italy,Europe,Non-Loyalty,Online,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Italy,Europe,Non-Loyalty,Wholesale,White Shoes,Running Shoes,0,-330,0,180,4170,2490,1680,H1 Actual,11,-1,NULL,NULL,00:00.0
FY20,Q1,2,Brazil,South America,Loyalty,Retail Store,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Italy,Europe,Loyalty,Wholesale,Black corkscrew,Corkscrew,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Canada,North & Central America,Non-Loyalty,Television,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Turkey,Europe,Loyalty,Retail Store,Orange SurfBoard,Surf Board,0,0,0,600,12420,2490,9960,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Turkey,Europe,Non-Loyalty,Television,Unbreakable wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Germany,Europe,Loyalty,Online,Orange SurfBoard,Surf Board,510,27810,540,120,3300,1650,1650,H2 Forecast,-910,0,NULL,NULL,00:00.0
FY20,Q1,3,Canada,North & Central America,Non-Loyalty,Television,Orange SurfBoard,Surf Board,450,390,210,90,1980,1200,810,H1 Actual,2,0,NULL,NULL,00:00.0
FY20,Q4,12,UK,Europe,Non-Loyalty,Television,Gray with white sole shoes,Running Shoes,0,0,0,420,7830,5490,2340,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Korea,Asia Pacific,Non-Loyalty,Retail Store,Pink Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Indonesia,Asia Pacific,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Australia,Asia Pacific,Non-Loyalty,Retail Store,Gray with white sole shoes,Running Shoes,0,210,0,0,0,0,0,H2 Forecast,-7,-1,NULL,NULL,00:00.0
FY20,Q4,12,Korea,Asia Pacific,Loyalty,Retail Store,Black with red sole shoes,Running Shoes,1740,1500,1740,0,0,0,0,H2 Forecast,8,0,NULL,NULL,00:00.0
FY20,Q3,7,Mexico,North & Central America,Loyalty,Television,Cheese circle,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,USA,North & Central America,Loyalty,Wholesale,Blue Surf Board,Surf Board,-1920,0,-2040,0,0,0,0,H1 Actual,-64,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Non-Loyalty,Wholesale,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Non-Loyalty,Television,Brown Shoes,Running Shoes,0,0,0,30,690,480,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Non-Loyalty,Wholesale,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,France,Europe,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,990,0,1110,0,0,0,0,H2 Forecast,33,0,NULL,NULL,00:00.0
FY20,Q4,12,France,Europe,Non-Loyalty,Television,Beach Shoes,Running Shoes,0,0,0,30,420,210,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,UK,Europe,Non-Loyalty,Wholesale,Cheese chunk,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Canada,North & Central America,Loyalty,Wholesale,Brown Shoes,Running Shoes,0,0,0,360,7200,4320,2880,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,5,Mexico,North & Central America,Non-Loyalty,Online,Black Shoes,Running Shoes,0,4500,0,0,0,0,0,H1 Actual,-150,-1,NULL,NULL,00:00.0
FY20,Q2,5,Australia,Asia Pacific,Non-Loyalty,Television,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Spain,Europe,Non-Loyalty,Wholesale,Black Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,5,Brazil,South America,Non-Loyalty,Television,Black with red sole shoes,Running Shoes,14400,4020,16200,0,0,0,0,H1 Actual,346,2,NULL,NULL,00:00.0
FY20,Q4,10,Canada,North & Central America,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,120,60,60,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,UK,Europe,Loyalty,Wholesale,Unbreakable wineglass,Cocktail Glasses,26820,38160,27720,0,0,0,0,H2 Forecast,-378,0,NULL,NULL,00:00.0
FY20,Q4,11,USA,North & Central America,Loyalty,Wholesale,Yellow mature Dutch cheese,Cheese,0,89010,0,0,0,0,0,H2 Forecast,-2967,-1,NULL,NULL,00:00.0
FY20,Q4,10,Italy,Europe,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Indonesia,Asia Pacific,Loyalty,Online,Cheese circle,Cheese,0,0,0,420,12210,4890,7320,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Canada,North & Central America,Loyalty,Online,Brown SurfBoard,Surf Board,4170,480,1890,0,0,0,0,H1 Actual,123,7,NULL,NULL,00:00.0
FY20,Q2,6,India,Asia Pacific,Non-Loyalty,Television,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Germany,Europe,Non-Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,46260,139440,53610,180,4020,2820,1200,H2 Forecast,-3106,0,NULL,NULL,00:00.0
FY20,Q4,10,Canada,North & Central America,Non-Loyalty,Wholesale,Brown SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Indonesia,Asia Pacific,Loyalty,Online,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Loyalty,Online,White Shoes,Running Shoes,0,0,0,1110,24690,12360,12360,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Japan,Asia Pacific,Non-Loyalty,Retail Store,Blue Stripped SurfBoard,Surf Board,-960,0,-1110,0,0,0,0,H2 Forecast,-32,0,NULL,NULL,00:00.0
FY20,Q4,11,Italy,Europe,Non-Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,USA,North & Central America,Non-Loyalty,Wholesale,Brown Shoes,Running Shoes,0,0,0,60,1740,1050,690,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Canada,North & Central America,Non-Loyalty,Online,Blue Stripped SurfBoard,Surf Board,120,0,150,270,5790,2880,2880,H2 Forecast,4,0,NULL,NULL,00:00.0
FY20,Q1,3,Spain,Europe,Non-Loyalty,Television,Yellow mature Dutch cheese,Cheese,25860,23790,4560,450,13890,8340,5550,H1 Actual,69,0,NULL,NULL,00:00.0
FY20,Q2,5,Germany,Europe,Loyalty,Wholesale,Orange SurfBoard,Surf Board,2940,480,3390,2310,50100,40080,10020,H1 Actual,82,5,NULL,NULL,00:00.0
FY20,Q2,6,Switzerland,Europe,Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Mexico,North & Central America,Non-Loyalty,Retail Store,Black Shoes,Running Shoes,6480,0,2550,90,1740,870,870,H1 Actual,216,0,NULL,NULL,00:00.0
FY20,Q2,4,UK,Europe,Loyalty,Online,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,France,Europe,Non-Loyalty,Online,Blue Surf Board,Surf Board,1050,3180,1170,0,0,0,0,H2 Forecast,-71,0,NULL,NULL,00:00.0
FY20,Q4,12,Australia,Asia Pacific,Loyalty,Online,Pink Shoes,Running Shoes,0,30,0,0,0,0,0,H2 Forecast,-1,-1,NULL,NULL,00:00.0
FY20,Q3,7,Mexico,North & Central America,Loyalty,Retail Store,White Shoes,Running Shoes,5040,3810,5490,900,17700,7080,10620,H2 Forecast,41,0,NULL,NULL,00:00.0
FY20,Q4,10,France,Europe,Non-Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,USA,North & Central America,Loyalty,Retail Store,Blue Surf Board,Surf Board,7170,7170,8250,30,420,210,210,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Loyalty,Online,Gray with white sole shoes,Running Shoes,0,0,0,60,1290,270,1050,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Japan,Asia Pacific,Non-Loyalty,Wholesale,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Loyalty,Television,Orange SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,4,China,Asia Pacific,Non-Loyalty,Television,Yellow mature Dutch cheese,Cheese,15120,12390,15480,30,810,570,240,H1 Actual,91,0,NULL,NULL,00:00.0
FY20,Q4,10,Canada,North & Central America,Non-Loyalty,Retail Store,Orange SurfBoard,Surf Board,5550,5550,6420,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Indonesia,Asia Pacific,Non-Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,690,3150,780,0,0,0,0,H2 Forecast,-83,0,NULL,NULL,00:00.0
FY20,Q2,4,France,Europe,Loyalty,Online,Black with red sole shoes,Running Shoes,0,240,0,0,0,0,0,H1 Actual,-8,-1,NULL,NULL,00:00.0
FY20,Q1,2,Brazil,South America,Loyalty,Online,French cheese,Cheese,2280,0,2430,0,0,0,0,H1 Actual,76,0,NULL,NULL,00:00.0
FY20,Q2,6,Italy,Europe,Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Italy,Europe,Loyalty,Retail Store,White Shoes,Running Shoes,0,2340,0,750,20490,8190,12300,H2 Forecast,-78,-1,NULL,NULL,00:00.0
FY20,Q3,8,Brazil,South America,Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Loyalty,Television,Black corkscrew,Corkscrew,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Mexico,North & Central America,Loyalty,Online,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Brazil,South America,Loyalty,Wholesale,Orange SurfBoard,Surf Board,0,0,0,930,18150,12690,5430,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Turkey,Europe,Non-Loyalty,Television,Unbreakable wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,UK,Europe,Loyalty,Television,Orange SurfBoard,Surf Board,1950,2040,2130,90,1860,1110,750,H2 Forecast,-3,0,NULL,NULL,00:00.0
FY20,Q3,8,Canada,North & Central America,Non-Loyalty,Retail Store,Orange SurfBoard,Surf Board,5730,3570,2010,1500,40440,28290,12120,H2 Forecast,72,0,NULL,NULL,00:00.0
FY20,Q4,12,Spain,Europe,Loyalty,Wholesale,Gray with white sole shoes,Running Shoes,0,0,0,3180,89940,71970,18000,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Korea,Asia Pacific,Loyalty,Wholesale,Pink Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Indonesia,Asia Pacific,Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Italy,Europe,Non-Loyalty,Online,Gray with white sole shoes,Running Shoes,0,270,0,0,0,0,0,H1 Actual,-9,-1,NULL,NULL,00:00.0
FY20,Q3,8,Mexico,North & Central America,Non-Loyalty,Television,Black with red sole shoes,Running Shoes,420,390,180,0,0,0,0,H2 Forecast,1,0,NULL,NULL,00:00.0
FY20,Q2,4,Mexico,North & Central America,Non-Loyalty,Retail Store,Cheese circle,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Mexico,North & Central America,Loyalty,Television,Blue Surf Board,Surf Board,60,0,60,0,0,0,0,H1 Actual,2,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Loyalty,Online,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Japan,Asia Pacific,Loyalty,Retail Store,Black Shoes,Running Shoes,0,0,0,30,690,480,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Non-Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,France,Europe,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,90,0,90,0,0,0,0,H2 Forecast,3,0,NULL,NULL,00:00.0
FY20,Q4,11,Mexico,North & Central America,Loyalty,Online,White Shoes,Running Shoes,0,0,0,30,660,450,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,UK,Europe,Loyalty,Television,Cheese chunk,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Australia,Asia Pacific,Non-Loyalty,Retail Store,Brown Shoes,Running Shoes,0,0,0,570,15600,12480,3120,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,8,Australia,Asia Pacific,Non-Loyalty,Online,Black Shoes,Running Shoes,0,2610,0,0,0,0,0,H2 Forecast,-87,-1,NULL,NULL,00:00.0
FY20,Q2,6,Australia,Asia Pacific,Non-Loyalty,Television,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,3,India,Asia Pacific,Loyalty,Television,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Italy,Europe,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,4080,1200,4110,0,0,0,0,H2 Forecast,96,2,NULL,NULL,00:00.0
FY20,Q4,12,Spain,Europe,Loyalty,Online,Brown Shoes,Running Shoes,0,0,0,0,120,60,60,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,France,Europe,Loyalty,Online,Unbreakable wineglass,Cocktail Glasses,6150,7080,6240,0,0,0,0,H1 Actual,-31,0,NULL,NULL,00:00.0
FY20,Q4,11,Japan,Asia Pacific,Loyalty,Wholesale,Yellow mature Dutch cheese,Cheese,0,18510,0,0,0,0,0,H2 Forecast,-617,-1,NULL,NULL,00:00.0
FY20,Q4,10,Switzerland,Europe,Non-Loyalty,Online,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Mexico,North & Central America,Loyalty,Retail Store,Cheese circle,Cheese,0,0,0,2820,54750,21900,32850,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,China,Asia Pacific,Loyalty,Online,Brown SurfBoard,Surf Board,3960,570,4320,0,0,0,0,H2 Forecast,113,5,NULL,NULL,00:00.0
FY20,Q3,7,India,Asia Pacific,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,USA,North & Central America,Non-Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,234690,208650,106470,240,5370,3210,2160,H1 Actual,869,0,NULL,NULL,00:00.0
