Region,Country,ProductCategory,Campaign_ID,Campaign_Name,Qualification,Qualification_Number,Response_Status,Responses,Cost,Revenue,ROI,Lead_Generation,Revenue_Target,Campaign_Tactic,Customer_Segment,Status,Profit,Marketing_Cost,CampaignID,Date
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,101,174,61006.19,19800,NA,-1107.08,Gen Z (2000s - now),Email,Inquiries,-503.97,357.686,105,00:00.0
South America,Brazil,NULL,45,LetsRun,NA,NA,Accepted,811,156,22532.48,17820,NA,167280,Gen Z (2000s - now),Media Placements,Purchase,-1343,103.343,45,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,11180.56,7920,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,163,19134.29,3960,NA,-909.09,Baby Boomers (45 ? 60s),Social,Consideration,326.49,743.829,25,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,848,156,51032.86,1980,NA,3949.67,Gen Z (2000s - now),Email,Consideration,-130,27.551,105,00:00.0
Europe,Germany,NULL,45,LetsRun,NA,NA,Qualified,96,270,9060.36,15840,NA,-4286.77,Baby Boomers (45 ? 60s),Event,Awareness,-486.72,478.062,45,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,226,1.25,11399.52,1980,NA,326553,Gen Y (80 ? 2000s),TV,Awareness,691.39,70.924,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,19800,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,71998,5940,NA,-58.22,Gen Z (2000s - now),Social,Consideration,14.91,613.35,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,177,1.25,12202.74,9900,NA,195126,Gen X (60 ? 80s),TV,Awareness,-1755.42,25.551,11,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1111,56,13525.2,15840,NA,231608,Baby Boomers (45 ? 60s),TV,Awareness,408.68,118.847,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,503,174,80438.65,7920,NA,-7687.09,Gen Y (80 ? 2000s),TV,Awareness,-687.86,227.563,11,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,413,174,71711.81,15840,NA,2020.6,Gen X (60 ? 80s),Media Placements,Intent,-662.16,774.142,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,1021,240,84399.28,15840,NA,-8002.4,Gen Y (80 ? 2000s),Social,Consideration,287.84,598.385,50,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,494,240,23515.76,9900,NA,216223,Gen Z (2000s - now),Email,Purchase,1520.31,76.364,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,767,56,22784.08,7920,NA,235467,Gen X (60 ? 80s),Media Placements,Consideration,185.3,85.391,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,163,19134.29,3960,NA,-909.09,Baby Boomers (45 ? 60s),Social,Consideration,326.49,743.829,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,200,11180.56,1980,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,1046,260,5292.54,13860,NA,1592.6,Gen Y (80 ? 2000s),Event,Inquiries,634.43,66.636,50,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,482,1.25,20389.12,1980,NA,266883,Gen Z (2000s - now),Social,Inquiries,1387.54,39.593,21,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,798,1.25,92565.76,7920,NA,-7740.21,Baby Boomers (45 ? 60s),TV,Consideration,48.73,677.643,34,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,520,240,38453.6,19800,NA,-284.38,Gen Y (80 ? 2000s),Social,Inquiries,170.87,462.85,50,00:00.0
Europe,Germany,NULL,105,BeUnique,NA,NA,Qualified,1094,191,10206.8,7920,NA,331908,Gen Z (2000s - now),TV,Awareness,281.01,115.26,105,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,1980,NA,267410,Gen Z (2000s - now),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,420,240,11598.37,17820,NA,5119.45,Boomer; GenX; GenY; GenZ,TV,Inquiries,615.97,488.241,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,173,1.25,23630.95,11880,NA,145928,Baby Boomers (45 ? 60s),TV,Awareness,-540.6,33.541,11,00:00.0
Asia Pacific,Japan,NULL,34,FallintoWinter,NA,NA,Qualified,618,1.25,88511.8,7920,NA,1010.9,Gen Z (2000s - now),Media Placements,Intent,-112.22,921.575,34,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,1062,56,11512.4,3960,NA,130118,Baby Boomers (45 ? 60s),Media Placements,Consideration,-919.7,109.48,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,657,174,11636.16,15840,NA,311984,Gen Z (2000s - now),Social,Inquiries,481.1,50.609,50,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,996,240,11845.6,17820,NA,165121,NULL,Media Placements,Intent,-966.28,78.846,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,954,197,98364.25,19800,NA,3313.1,Gen X (60 ? 80s),TV,Consideration,-185.9,704.711,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,894,240,18381.76,5940,NA,151147,Boomer; GenX; GenY; GenZ,Event,Consideration,428.91,116.654,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,1062,156,63576.35,13860,NA,-2670.44,Baby Boomers (45 ? 60s),Media Placements,Consideration,348.79,0.8,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,314,174,75016.99,9900,NA,369.23,Gen X (60 ? 80s),Social,Consideration,-648.83,241.911,50,00:00.0
North & Central America,USA,NULL,45,LetsRun,NA,NA,Active,516,156,62294.74,9900,NA,2396.76,Boomer; GenX; GenY; GenZ,TV,Consideration,-480.17,348.035,45,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,417,174,16817.76,3960,NA,190179,Baby Boomers (45 ? 60s),Social,Inquiries,1643.39,82.229,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Gen Z (2000s - now),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,7095.12,13860,NA,148121,Baby Boomers (45 ? 60s),Social,Awareness,-64.26,41.973,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,537,240,11512.4,3960,NA,130118,Boomer; GenX; GenY; GenZ,Media Placements,Consideration,-919.7,109.48,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,1062,290,11512.4,3960,NA,130118,Gen X (60 ? 80s),Media Placements,Consideration,-919.7,109.48,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,483,191,8136.86,17820,NA,1264.59,Boomer; GenX; GenY; GenZ,TV,Consideration,210.73,958.147,11,00:00.0
Europe,Germany,NULL,105,BeUnique,NA,NA,Qualified,107,174,77882.84,15840,NA,-203.36,Gen Z (2000s - now),Social,Awareness,-177.83,927.755,105,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,241,174,13753.68,17820,NA,169592,Baby Boomers (45 ? 60s),Social,Inquiries,941.12,64.447,50,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,656,174,91855.56,13860,NA,4658.03,Boomer; GenX; GenY; GenZ,Social,Intent,480.56,747.206,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,30,19134.29,3960,NA,-909.09,Baby Boomers (45 ? 60s),Social,Consideration,326.49,743.829,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,239,191,31843.18,9900,NA,199223,Baby Boomers (45 ? 60s),Event,Consideration,-1043.29,19.72,11,00:00.0
Europe,Germany,NULL,105,BeUnique,NA,NA,Qualified,509,1.25,19645.2,15840,NA,207927,Boomer; GenX; GenY; GenZ,Social,Awareness,1708.5,74.341,105,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,520,56,38453.6,19800,NA,-284.38,Boomer; GenX; GenY; GenZ,Social,Inquiries,170.87,462.85,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,1980,NA,267410,Gen X (60 ? 80s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,227,56,27860.67,5940,NA,-3315.53,Boomer; GenX; GenY; GenZ,Social,Consideration,-806.41,726.803,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,30,19134.29,3960,NA,-909.09,Boomer; GenX; GenY; GenZ,Social,Consideration,326.49,743.829,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,980,191,27627.25,13860,NA,1183.42,Gen Z (2000s - now),TV,Awareness,-238.99,491.21,11,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,1111,1.25,13302.16,15840,NA,333064,Gen X (60 ? 80s),Media Placements,Inquiries,904.23,34.051,105,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,194,56,7738.23,17820,NA,999.38,Gen Z (2000s - now),Media Placements,Purchase,333.81,538.71,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,237,270,9879.04,7920,NA,167756,Boomer; GenX; GenY; GenZ,Event,Awareness,517.48,88.077,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,723,174,26102.48,15840,NA,212415,Baby Boomers (45 ? 60s),TV,Inquiries,400.18,82.348,11,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,951,260,24005.36,3960,NA,143293,Boomer; GenX; GenY; GenZ,Social,Awareness,2314.38,85.918,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,767,1.25,42959.35,19800,NA,1751.01,Baby Boomers (45 ? 60s),Media Placements,Consideration,471.85,825.98,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,483,174,8136.86,17820,NA,1264.59,Baby Boomers (45 ? 60s),TV,Consideration,210.73,958.147,11,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,1115,240,66013.25,3960,NA,3713.04,Boomer; GenX; GenY; GenZ,Event,Intent,-64.39,727.246,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,944,56,38100.14,5940,NA,3236.12,Baby Boomers (45 ? 60s),Social,Consideration,-926.17,197.181,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,503,197,80438.65,7920,NA,-7687.09,Gen Z (2000s - now),TV,Awareness,-687.86,227.563,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,227,56,27860.67,5940,NA,-3315.53,Gen Y (80 ? 2000s),Social,Consideration,-806.41,726.803,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,949,174,35022.18,15840,NA,324666,Gen X (60 ? 80s),Email,Awareness,1023.06,118.099,11,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,832,240,22590.96,3960,NA,134589,Gen X (60 ? 80s),Event,Intent,107.78,91.749,50,00:00.0
Europe,Germany,NULL,21,SustainableFashion ,NA,NA,Qualified,776,156,10720.08,1980,NA,-3830.71,Boomer; GenX; GenY; GenZ,Event,Awareness,-423.62,61.311,21,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,542,1.25,42580.08,17820,NA,-3201.57,Boomer; GenX; GenY; GenZ,Social,Inquiries,398.57,9.825,11,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,411,97,43027.05,15840,NA,-3147.15,NULL,Social,Intent,152.98,306.179,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,997,270,18376.32,3960,NA,320909,Gen Y (80 ? 2000s),Media Placements,Inquiries,1659.03,30.464,25,00:00.0
North & Central America,USA,NULL,45,LetsRun,NA,NA,Active,351,174,33159.52,5940,NA,239802,Baby Boomers (45 ? 60s),Media Placements,Inquiries,1271.26,81.141,45,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,156,26845.04,9900,NA,327114,Gen Z (2000s - now),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Gen Z (2000s - now),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,49026.94,9900,NA,-893.93,Boomer; GenX; GenY; GenZ,Social,Awareness,94.47,535.718,25,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,832,260,22590.96,3960,NA,134589,Baby Boomers (45 ? 60s),Event,Intent,107.78,91.749,50,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,711,240,1661.46,1980,NA,-3335.72,Boomer; GenX; GenY; GenZ,TV,Awareness,-11.72,611.455,50,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,951,1.25,79168.7,15840,NA,-5002.4,Baby Boomers (45 ? 60s),Social,Awareness,-332.49,952.677,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,549,1,65059.45,13860,NA,9185.05,Gen Z (2000s - now),Social,Purchase,687.41,293.583,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,5940,NA,327114,Boomer; GenX; GenY; GenZ,Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,835,156,9099.76,9900,NA,120190,Gen Z (2000s - now),Event,Consideration,-1001.64,89.845,50,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,194,56,22041.52,17820,NA,239037,Gen Y (80 ? 2000s),Media Placements,Purchase,1065.9,24.905,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,200,31719.8,13860,NA,-4678.72,Baby Boomers (45 ? 60s),Social,Awareness,-261.63,575.652,25,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,117,156,16556.64,11880,NA,118932,Gen X (60 ? 80s),TV,Inquiries,1397.91,72.896,105,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,537,56,11512.4,3960,NA,130118,Gen Y (80 ? 2000s),Media Placements,Consideration,-919.7,109.48,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,163,24388.44,5940,NA,2673.28,Gen X (60 ? 80s),Social,Awareness,33.61,946.151,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,84,174,74083.97,3960,NA,-1215.23,Gen Z (2000s - now),Event,Inquiries,26.54,175.28,11,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,832,240,22590.96,3960,NA,134589,Gen X (60 ? 80s),Event,Intent,107.78,91.749,50,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,478,270,7252.88,7920,NA,124882,Gen Z (2000s - now),Media Placements,Consideration,271.66,102.68,105,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1091,197,8000.88,17820,NA,175797,Boomer; GenX; GenY; GenZ,TV,Awareness,-101.49,41.956,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,1103,156,72648.66,17820,NA,-2465.42,Gen Y (80 ? 2000s),Event,Awareness,107.65,830.579,25,00:00.0
Asia Pacific,Japan,NULL,34,FallintoWinter,NA,NA,Qualified,50,174,43425.05,5940,NA,-7050.16,Gen Z (2000s - now),TV,Intent,-694.52,276.756,34,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,11180.56,7920,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,306,240,12501.12,17820,NA,105043,Gen Z (2000s - now),Email,Inquiries,1433.44,46.444,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,417,56,18381.76,1980,NA,151147,Gen Z (2000s - now),Event,Consideration,428.91,116.654,50,00:00.0
Europe,Germany,NULL,105,BeUnique,NA,NA,Qualified,598,1,13300.56,1980,NA,-1128.71,Gen Z (2000s - now),Media Placements,Awareness,657.31,612.037,105,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,411,174,23813.6,7920,NA,237711,Gen Z (2000s - now),Social,Intent,1160.93,52.836,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Gen Y (80 ? 2000s),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,49026.94,9900,NA,-893.93,Boomer; GenX; GenY; GenZ,Social,Awareness,94.47,535.718,25,00:00.0
South America,Brazil,NULL,105,BeUnique,NA,NA,Accepted,974,290,27981.57,7920,NA,984.69,Boomer; GenX; GenY; GenZ,TV,Purchase,-115.32,691.797,105,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,163,26845.04,9900,NA,327114,Boomer; GenX; GenY; GenZ,Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,33,30,15916.08,3960,NA,166974,Gen X (60 ? 80s),Email,Consideration,701.25,51.697,105,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,807,270,39537.51,15840,NA,224604,Boomer; GenX; GenY; GenZ,Event,Inquiries,2073.32,72.556,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,923,191,22729.27,11880,NA,259012,Boomer; GenX; GenY; GenZ,Social,Awareness,-455.6,78.71,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,869,1,83546.29,19800,NA,-391.93,Gen Y (80 ? 2000s),Event,Awareness,621.44,64.213,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,386,174,22431.02,19800,NA,133892,Gen X (60 ? 80s),TV,Consideration,12.07,117.878,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,163,9643.52,1980,NA,-4010.52,Gen X (60 ? 80s),Social,Consideration,348.54,881.446,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,241,174,13753.68,1980,NA,169592,Gen X (60 ? 80s),Social,Inquiries,941.12,64.447,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,5940,NA,327114,Gen X (60 ? 80s),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,479,191,31843.18,7920,NA,199223,Gen Z (2000s - now),Event,Consideration,-1043.29,19.72,11,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,977,240,43170.6,5940,NA,-1811.35,NULL,TV,Intent,-633.37,587.708,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,503,174,23630.95,3960,NA,145928,Gen Y (80 ? 2000s),TV,Awareness,-540.6,33.541,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,1980,NA,267410,Gen Y (80 ? 2000s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,620,1,23219.07,11880,NA,8142.34,Baby Boomers (45 ? 60s),Media Placements,Inquiries,-666.54,927.236,11,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,759,56,7368.48,1980,NA,237490,Gen Z (2000s - now),Media Placements,Purchase,220.49,33.592,50,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,798,1,92565.76,7920,NA,-7740.21,Gen Z (2000s - now),TV,Consideration,48.73,677.643,34,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,264,1,8547.6,15840,NA,143616,Gen X (60 ? 80s),Event,Awareness,-1313.08,44.523,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,479,174,31843.18,7920,NA,199223,Baby Boomers (45 ? 60s),Event,Consideration,-1043.29,19.72,11,00:00.0
Asia Pacific,Japan,NULL,105,BeUnique,NA,NA,Qualified,427,156,53077.37,17820,NA,-2718.41,Gen Z (2000s - now),Email,Intent,43.31,357.977,105,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,358,240,17848.64,1980,NA,254235,Gen Z (2000s - now),Event,Inquiries,1433.27,29.954,50,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,411,174,43027.05,15840,NA,-3147.15,Gen Y (80 ? 2000s),Social,Intent,152.98,306.179,11,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,466,1.25,16296.88,7920,NA,167025,Gen X (60 ? 80s),Event,Purchase,1091.91,93.568,50,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,6,197,22916,17820,NA,267801,Boomer; GenX; GenY; GenZ,Media Placements,Awareness,2240.77,71.451,50,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,951,56,24005.36,17820,NA,143293,Boomer; GenX; GenY; GenZ,Social,Awareness,2314.38,85.918,50,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,842,1,52239.34,9900,NA,-3208.23,Gen Y (80 ? 2000s),Event,Awareness,349.84,373.078,34,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,737,270,13534.72,7920,NA,224927,Gen Z (2000s - now),Email,Awareness,169.15,104.465,34,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,239,1.25,78084.1,13860,NA,-2949.32,Gen Z (2000s - now),Event,Consideration,-268.86,8.492,11,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,741,240,15040.24,5940,NA,324003,Gen X (60 ? 80s),Event,Intent,-837.93,37.791,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,71998,5940,NA,-58.22,Gen X (60 ? 80s),Social,Consideration,14.91,613.35,25,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,6,240,22916,13860,NA,267801,Boomer; GenX; GenY; GenZ,Media Placements,Awareness,2240.77,71.451,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,194,30,19571.56,17820,NA,-8134.08,Gen Y (80 ? 2000s),Media Placements,Awareness,-714.01,125.312,11,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,737,1.25,43535.07,13860,NA,942.64,Gen Z (2000s - now),Email,Awareness,-465.39,875.456,34,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,200,11180.56,1980,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,241,240,13753.68,1980,NA,169592,Gen Y (80 ? 2000s),Social,Inquiries,941.12,64.447,50,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,411,174,23813.6,19800,NA,237711,Boomer; GenX; GenY; GenZ,Social,Intent,1160.93,52.836,11,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,1100,1.25,88106.07,19800,NA,-759.32,Boomer; GenX; GenY; GenZ,TV,Consideration,287.96,625.842,21,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,306,240,12501.12,17820,NA,105043,Gen Z (2000s - now),Email,Inquiries,1433.44,46.444,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,1021,1.25,84399.28,15840,NA,-8002.4,Gen Y (80 ? 2000s),Social,Consideration,287.84,598.385,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,239,1.25,78084.1,13860,NA,-2949.32,Boomer; GenX; GenY; GenZ,Event,Consideration,-268.86,8.492,11,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,1090,270,70602.9,19800,NA,1579.82,Gen Z (2000s - now),Event,Inquiries,-170.97,875.861,21,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,479,174,61182.84,3960,NA,-2002.62,Gen X (60 ? 80s),Event,Consideration,326.09,724.362,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,971,191,30455.65,5940,NA,-2065.52,Gen Z (2000s - now),Social,Awareness,-636.79,907.28,11,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,358,174,12392.32,5940,NA,202810,Boomer; GenX; GenY; GenZ,Event,Awareness,280.16,55.913,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,163,174,35960.85,7920,NA,326655,Gen Y (80 ? 2000s),Social,Consideration,1000.96,43.724,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,200,11180.56,13860,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,683,240,72726.82,13860,NA,485.67,Gen Y (80 ? 2000s),Event,Awareness,-171.41,405.483,50,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,798,174,17519.52,7920,NA,336702,Gen Y (80 ? 2000s),Event,Inquiries,1543.6,35.547,21,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,894,56,18381.76,5940,NA,151147,Gen Z (2000s - now),Event,Consideration,428.91,116.654,50,00:00.0
