Date,Accessories_count,Entertainment_count,Gaming,Kids,Mens,Phone_and_GPS,Womens
27-11-2016,206,55,42,70,0,11,28
04-08-2016,166,28,21,2,6,50,59
21-10-2019,305,81,25,38,75,35,51
06-05-2018,344,25,55,58,59,78,69
15-10-2019,287,31,84,57,43,49,23
31-01-2017,272,43,56,53,68,49,3
05-08-2019,263,38,18,13,89,46,59
25-01-2018,322,99,29,50,55,89,0
18-01-2015,319,42,22,98,78,43,36
12-07-2015,355,85,24,94,11,79,62
10-01-2016,409,7,87,63,82,78,92
01-04-2019,215,27,38,8,51,81,10
22-02-2017,199,7,48,81,39,11,13
02-01-2017,329,52,28,62,0,89,98
13-06-2016,280,72,60,52,33,22,41
18-06-2018,261,12,58,89,55,17,30
24-03-2016,308,25,34,69,97,59,24
08-10-2017,254,54,22,14,29,36,99
27-10-2018,345,68,76,15,89,3,94
28-08-2018,301,82,45,22,97,53,2
22-09-2015,360,94,17,86,67,39,57
15-02-2017,300,51,66,42,1,74,66
22-01-2020,312,88,85,0,30,20,89
12-01-2019,312,86,90,23,72,30,11
20-07-2016,346,81,7,17,58,98,85
18-05-2020,233,49,79,38,45,11,11
08-03-2016,231,52,21,26,48,34,50
25-01-2015,336,59,9,77,89,75,27
22-11-2018,268,62,25,66,51,6,58
03-04-2020,397,47,10,94,48,99,99
26-05-2015,307,89,31,52,3,56,76
09-11-2019,234,0,59,40,26,51,58
03-10-2016,259,66,55,7,18,85,28
09-04-2017,269,1,60,41,56,38,73
13-07-2020,266,19,31,45,70,64,37
19-05-2020,238,66,6,70,59,16,21
03-05-2017,363,81,15,76,49,64,78
15-02-2016,323,86,63,59,24,77,14
27-09-2020,186,0,73,46,8,57,2
07-06-2016,388,56,69,5,83,93,82
16-10-2020,275,98,5,4,55,21,92
07-03-2015,382,77,36,72,10,91,96
26-01-2019,282,0,37,87,34,88,36
20-06-2018,332,84,60,28,26,64,70
16-09-2015,331,20,24,80,70,96,41
09-12-2015,324,52,5,64,66,42,95
23-11-2020,304,61,68,34,36,88,17
27-07-2018,381,87,61,26,94,56,57
25-04-2019,285,88,27,0,38,51,81
28-04-2016,219,4,32,43,54,29,57
28-09-2015,450,67,90,79,56,93,65
11-08-2015,345,91,63,92,52,30,17
24-07-2020,133,7,35,25,25,41,0
31-03-2015,238,70,6,63,89,6,4
19-01-2016,303,74,96,48,12,18,55
30-09-2018,276,40,97,20,40,48,31
28-08-2016,380,82,47,63,51,65,72
05-10-2018,391,46,70,91,33,62,89
15-07-2018,390,95,81,27,93,47,47
12-11-2019,341,46,94,32,1,89,79
16-11-2019,155,21,25,6,60,23,20
22-07-2015,278,36,74,82,4,68,14
21-05-2016,176,40,2,30,72,22,10
12-06-2015,288,7,95,7,13,98,68
15-08-2017,282,73,96,16,11,72,14
11-12-2018,304,27,91,9,52,51,74
23-04-2019,335,76,46,48,54,35,76
21-04-2020,336,85,99,3,53,37,59
01-06-2016,284,59,25,88,99,7,6
13-08-2019,251,17,43,9,12,99,71
14-11-2015,247,38,15,5,35,79,75
03-12-2016,252,69,85,0,48,31,19
28-05-2015,469,96,67,86,59,63,98
06-02-2019,290,26,81,75,7,25,76
04-12-2016,380,98,84,72,95,28,3
27-10-2018,403,91,68,82,83,16,63
12-05-2016,365,62,15,44,62,92,90
20-06-2018,380,92,94,61,34,67,32
21-06-2016,282,95,5,71,88,3,20
29-12-2019,285,45,6,94,29,77,34
02-11-2017,192,30,45,6,11,13,87
09-04-2018,320,57,69,17,60,99,18
13-11-2015,391,41,96,64,75,91,24
06-06-2020,265,24,88,40,30,37,46
07-08-2015,237,0,44,42,11,45,95
22-08-2020,330,63,71,90,69,25,12
24-12-2020,227,49,28,83,51,13,3
18-04-2016,283,68,66,63,19,6,61
02-01-2016,211,3,34,22,67,47,38
12-07-2020,153,0,71,16,18,44,4
11-10-2015,344,77,99,82,61,2,23
25-02-2016,296,77,28,38,30,32,91
18-12-2015,240,33,53,58,18,9,69
18-08-2020,261,60,97,32,51,5,16
07-02-2016,305,6,40,83,59,66,51
07-07-2015,344,53,84,26,69,65,47
21-12-2018,231,37,34,1,52,68,39
19-10-2017,315,97,83,87,11,16,21
17-08-2016,330,52,27,86,25,53,87
07-10-2016,280,90,80,12,4,85,9
03-11-2018,141,38,19,21,11,39,13
19-07-2016,270,29,90,28,8,88,27
16-05-2019,323,59,85,49,32,42,56
01-10-2017,419,59,81,97,63,83,36
21-06-2015,316,78,90,66,36,15,31
17-04-2019,372,85,88,47,12,96,44
13-07-2018,156,22,18,6,35,0,75
20-11-2016,323,49,78,59,84,15,38
01-05-2016,329,35,87,6,82,90,29
16-01-2020,310,22,71,82,66,4,65
10-05-2017,307,42,62,27,95,3,78
26-11-2018,337,8,95,61,43,79,51
17-12-2020,306,39,54,83,38,66,26
10-09-2016,181,30,21,19,18,92,1
24-09-2020,298,91,42,8,75,43,39
05-01-2020,255,4,45,99,20,65,22
27-08-2020,281,57,81,7,37,27,72
13-12-2018,121,2,22,29,22,26,20
06-09-2019,253,57,22,15,53,49,57
21-03-2018,273,36,28,31,59,52,67
15-01-2018,343,78,75,37,49,85,19
09-01-2015,256,33,54,56,45,32,36
11-02-2016,241,17,89,17,5,14,99
08-03-2019,315,96,61,0,70,24,64
24-09-2016,140,13,10,48,18,9,42
09-08-2018,270,31,91,61,48,0,39
27-08-2019,183,10,49,8,20,69,27
29-09-2016,234,3,4,32,57,42,96
08-04-2020,246,62,25,52,28,52,27
14-10-2016,332,30,50,78,38,51,85
12-11-2020,289,14,25,93,56,76,25
11-04-2017,322,98,39,42,61,53,29
23-04-2019,272,26,50,3,82,53,58
24-02-2018,318,56,68,4,73,41,76
08-09-2018,328,7,55,88,35,55,88
14-12-2016,279,57,92,66,14,26,24
24-05-2017,316,61,39,99,82,12,23
14-07-2018,132,28,13,2,72,7,10
21-02-2016,270,53,88,61,11,20,37
13-09-2017,238,17,1,80,90,45,5
22-07-2016,377,90,88,84,13,65,37
29-04-2020,193,40,32,25,16,47,33
23-01-2018,305,51,55,87,68,10,34
05-06-2020,288,99,36,53,9,6,85
21-12-2019,153,8,41,52,17,17,18
29-10-2020,264,99,6,43,40,5,71
22-10-2019,293,76,21,41,19,69,67
18-05-2016,256,2,6,57,73,52,66
19-01-2017,208,91,41,6,3,32,35
23-01-2016,221,0,60,2,15,92,52
30-03-2020,274,77,87,37,12,32,29
07-09-2016,341,98,39,34,80,84,6
16-09-2015,296,30,73,44,22,55,72
30-06-2018,220,1,34,48,55,20,62
25-09-2016,241,12,66,76,10,47,30
05-07-2018,292,37,23,24,98,52,58
27-06-2018,268,17,38,74,90,3,46
28-06-2016,185,35,23,4,41,0,82
25-05-2019,245,18,28,34,73,92,0
04-01-2019,236,77,31,6,68,21,33
05-09-2019,253,26,99,20,80,0,28
13-10-2015,252,4,57,54,23,94,20
07-09-2019,391,51,96,84,61,13,86
24-05-2018,254,7,42,71,99,28,7
29-03-2018,281,56,35,75,60,14,41
13-07-2017,222,20,70,58,8,50,16
27-10-2018,312,50,49,94,18,27,74
15-10-2020,275,80,43,51,52,38,11
09-10-2016,305,66,39,13,95,3,89
14-01-2020,370,52,34,63,42,92,87
03-05-2016,391,79,98,14,56,71,73
12-10-2015,334,73,54,9,96,58,44
29-06-2017,338,86,65,80,50,14,43
10-04-2016,350,72,30,90,32,66,60
02-09-2020,321,78,10,41,19,75,98
23-11-2019,230,7,99,14,14,50,46
03-01-2015,308,37,55,38,93,81,4
19-02-2016,249,41,31,38,7,46,86
26-11-2019,413,94,46,99,91,55,28
25-10-2020,320,87,18,57,82,53,23
07-04-2017,299,95,72,24,1,26,81
07-08-2015,285,20,84,41,60,46,34
08-11-2015,287,29,65,66,73,34,20
26-12-2019,467,88,64,94,73,50,98
27-08-2015,373,98,26,52,65,73,59
09-08-2020,218,56,65,1,54,29,13
10-08-2018,329,85,29,58,76,53,28
26-02-2020,336,94,83,23,79,28,29
14-01-2020,226,19,72,25,34,29,47
04-04-2020,207,10,71,1,84,2,39
01-09-2016,281,3,88,64,63,42,21
11-05-2017,321,44,99,40,61,41,36
28-11-2017,213,44,1,45,28,80,15
15-02-2016,392,63,53,69,86,91,30
31-10-2019,350,18,85,92,86,43,26
25-10-2015,281,15,13,93,1,91,68
16-02-2017,116,18,26,19,15,38,0
26-05-2019,167,87,47,12,0,4,17
30-05-2017,350,66,5,83,80,34,82
06-02-2016,165,0,26,26,23,17,73
17-05-2020,395,89,66,37,71,65,67
26-05-2016,289,23,97,26,80,17,46
02-08-2018,349,70,76,88,72,32,11
14-05-2015,374,43,60,81,26,96,68
13-09-2015,297,10,34,55,90,13,95
07-05-2016,323,95,46,68,1,66,47
09-03-2015,276,77,83,24,13,44,35
24-01-2016,275,68,11,20,48,40,88
18-02-2015,249,39,9,0,74,45,82
02-10-2018,231,44,52,10,47,32,46
03-09-2019,298,6,44,84,68,81,15
25-07-2017,335,45,96,76,67,1,50
05-11-2019,244,69,30,12,68,41,24
05-01-2020,351,56,25,92,86,15,77
19-07-2017,266,86,6,28,19,58,69
04-06-2017,298,71,45,11,20,63,88
07-08-2020,287,36,2,61,88,89,11
25-12-2019,233,67,27,3,88,29,19
21-05-2019,286,68,15,13,49,54,87
03-11-2019,335,35,58,6,96,58,82
21-12-2019,282,94,81,67,18,16,6
23-11-2017,251,87,92,8,13,31,20
26-10-2020,252,22,26,80,50,18,56
01-06-2020,353,84,51,11,32,80,95
02-11-2020,78,33,17,5,6,8,9
31-10-2018,239,0,29,74,74,11,51
16-08-2015,217,76,58,17,0,61,5
23-09-2019,365,80,61,92,40,84,8
19-05-2020,408,46,32,49,92,91,98
10-04-2019,290,79,12,79,23,1,96
05-10-2018,237,16,65,58,24,4,70
11-02-2017,285,2,2,77,48,65,91
31-05-2020,285,60,75,11,60,49,30
19-12-2015,239,65,19,63,43,5,44
20-12-2019,336,99,21,53,23,65,75
19-03-2018,300,6,24,71,89,17,93
18-05-2017,229,50,33,95,5,2,44
27-10-2018,234,34,12,54,25,32,77
22-03-2019,255,5,84,15,46,94,11
11-06-2020,315,91,54,86,35,32,17
14-08-2018,262,6,65,89,64,18,20
16-08-2015,330,44,21,76,49,49,91
15-04-2017,231,34,17,45,28,42,65
06-12-2015,309,71,55,37,27,26,93
28-09-2019,376,84,54,57,70,50,61
16-03-2020,306,89,19,12,99,76,11
22-11-2015,385,15,34,94,76,67,99
13-11-2015,171,1,59,26,41,38,6
23-07-2020,412,36,81,83,97,84,31
27-01-2016,354,97,30,75,34,76,42
28-04-2017,159,7,75,21,45,11,0
30-04-2016,376,42,55,79,56,59,85
07-01-2017,262,48,12,91,85,15,11
02-06-2020,262,81,41,43,19,34,44
23-07-2015,148,34,30,12,16,14,42
17-11-2015,153,1,2,1,80,16,53
14-05-2017,280,78,40,55,6,34,67
05-07-2015,419,60,53,73,59,80,94
08-05-2015,304,67,8,4,94,46,85
16-05-2019,294,83,18,48,77,45,23
17-04-2015,425,81,48,97,91,51,57
26-11-2018,249,29,57,55,13,93,2
04-06-2018,371,6,82,86,92,55,50
20-04-2015,212,38,32,34,60,29,19
23-07-2019,288,42,43,74,20,57,52
30-07-2020,449,31,60,99,99,96,64
13-03-2020,276,78,70,25,8,37,58
23-04-2018,45,16,1,2,14,4,8
13-08-2018,211,11,71,16,10,43,60
19-10-2016,202,23,49,46,59,6,19
03-06-2018,418,89,35,78,64,70,82
26-11-2015,384,81,92,31,13,77,90
11-05-2018,308,36,77,35,41,94,25
24-01-2017,424,95,11,94,72,77,75
04-01-2018,268,33,1,85,50,49,50
09-04-2019,254,18,59,45,60,34,38
15-05-2017,401,84,45,94,83,10,85
26-01-2015,240,73,95,26,23,13,10
24-04-2015,331,34,65,60,48,47,77
24-02-2015,242,4,47,41,8,51,91
17-12-2016,332,37,57,52,90,39,57
21-04-2016,267,45,17,89,59,20,37
27-09-2016,325,46,52,85,44,94,4
07-02-2020,102,23,1,4,50,23,1
02-01-2016,244,41,40,59,10,93,1
13-05-2018,234,5,1,27,49,70,82
05-10-2020,375,80,57,91,31,75,41
23-01-2016,261,12,86,35,65,6,57
23-04-2016,303,78,31,21,40,66,67
19-03-2017,269,51,85,79,6,26,22
02-08-2019,243,92,12,18,37,47,37
11-04-2019,307,57,61,45,43,64,37
07-08-2017,193,0,39,69,11,74,0
18-08-2015,311,84,22,25,9,96,75
22-09-2017,233,49,0,36,53,8,87
08-02-2016,329,21,83,56,85,79,5
03-11-2016,336,89,2,42,88,88,27
06-10-2017,318,92,41,26,56,72,31
20-06-2015,330,16,36,99,77,35,67
27-02-2018,298,65,43,44,71,48,27
10-06-2019,335,54,58,98,7,57,61
20-10-2018,393,38,82,89,44,63,77
17-03-2018,288,10,8,68,74,40,88
22-10-2016,241,64,89,24,60,1,3
26-08-2019,223,24,13,48,60,15,63
24-11-2020,295,66,75,0,52,94,8
01-02-2019,360,73,39,72,37,86,53
13-02-2017,283,79,48,5,41,73,37
24-09-2019,323,59,58,97,6,69,34
08-06-2019,285,12,31,74,2,77,89
31-07-2017,373,84,89,59,42,50,49
10-09-2017,252,51,2,93,3,17,86
12-04-2017,91,8,42,21,6,4,10
04-12-2018,126,25,22,2,6,7,64
10-02-2018,407,2,99,61,74,98,73
23-09-2017,273,3,39,0,69,92,70
23-12-2016,244,4,40,35,57,93,15
06-11-2018,413,51,66,17,86,94,99
06-02-2018,315,10,77,71,96,28,33
18-02-2020,286,98,69,10,79,19,11
28-09-2017,280,23,86,47,1,71,52
22-12-2015,335,88,34,40,90,26,57
25-08-2015,201,4,19,13,29,44,92
04-08-2016,227,27,68,32,15,30,55
13-04-2017,394,59,7,57,97,90,84
14-09-2019,270,76,23,50,17,25,79
13-08-2016,328,44,30,91,25,42,96
20-02-2018,352,37,83,3,84,50,95
27-01-2018,319,59,93,4,41,83,39
18-05-2020,291,46,65,29,43,43,65
21-11-2018,343,85,58,51,58,4,87
03-12-2015,260,30,83,61,19,27,40
06-09-2020,379,52,80,79,62,69,37
17-10-2016,277,88,52,29,92,11,5
03-03-2017,229,24,83,22,25,42,33
27-05-2020,402,91,82,50,68,49,62
23-04-2019,280,81,34,51,2,25,87
13-07-2015,214,30,19,34,7,90,34
22-09-2017,271,90,93,43,31,3,11
15-09-2019,309,46,82,61,66,18,36
07-06-2020,229,77,5,58,14,36,39
12-07-2018,380,39,97,77,75,14,78
23-10-2018,217,16,4,92,34,32,39
01-08-2018,265,26,85,72,17,21,44
31-01-2018,286,54,33,0,71,86,42
24-02-2017,361,99,97,31,65,40,29
26-09-2017,397,57,83,77,8,90,82
21-04-2018,216,77,40,2,13,47,37
18-09-2020,377,97,66,34,84,78,18
09-07-2017,352,3,82,81,50,62,74
17-07-2020,283,60,40,51,96,19,17
19-03-2017,303,58,20,40,93,77,15
20-07-2018,415,76,17,94,80,83,65
19-09-2018,267,9,46,2,24,88,98
14-11-2017,237,22,24,34,18,56,83
29-07-2020,323,77,15,69,29,91,42
02-12-2018,230,83,0,21,46,22,58
07-11-2018,320,42,77,23,94,39,45
02-03-2019,317,76,35,93,28,67,18
18-03-2018,237,46,79,9,59,25,19
23-03-2017,213,36,91,37,1,43,5
04-03-2017,289,75,3,20,68,42,81
27-11-2016,261,37,15,55,57,81,16
18-05-2019,295,56,16,21,32,85,85
23-04-2017,376,56,61,67,97,31,64
02-09-2017,307,79,70,76,55,13,14
27-10-2019,240,58,38,42,15,10,77
04-02-2016,400,32,97,81,87,76,27
20-12-2017,272,45,16,98,71,41,1
13-07-2015,313,69,27,17,98,73,29
07-03-2018,373,42,60,18,90,99,64
31-03-2018,237,8,51,40,46,66,26
24-05-2018,454,67,94,95,81,21,96
23-12-2017,304,22,79,34,49,27,93
20-11-2015,120,7,23,34,15,8,33
27-11-2020,242,37,39,29,49,31,57
19-01-2018,386,97,80,72,71,56,10
10-07-2016,304,5,86,88,43,4,78
29-08-2016,200,11,64,4,6,97,18
02-08-2020,247,5,31,28,34,98,51
19-11-2016,195,10,30,68,42,33,12
12-11-2015,207,41,63,10,59,25,9
22-07-2019,268,59,17,66,28,14,84
10-08-2019,313,74,33,29,76,39,62
25-12-2018,227,64,66,4,4,52,37
12-12-2020,311,89,59,72,72,8,11
21-09-2018,262,18,1,28,51,90,74
12-05-2017,169,10,38,19,50,47,5
07-01-2016,258,83,46,96,0,2,31
21-11-2018,410,31,79,63,82,80,75
23-04-2020,206,13,67,13,33,37,43
18-03-2018,234,22,34,67,52,8,51
29-04-2019,230,29,38,35,17,32,79
23-03-2015,224,31,29,51,15,30,68
30-08-2017,254,40,37,37,62,8,70
14-06-2019,428,81,87,80,78,3,99
04-11-2019,272,26,85,14,87,2,58
05-07-2017,279,48,21,95,59,26,30
23-08-2020,231,24,7,17,79,22,82
27-03-2017,322,14,95,14,78,24,97
24-09-2019,238,12,32,79,13,20,82
12-04-2020,232,38,25,54,14,16,85
05-09-2020,353,19,50,99,2,91,92
07-02-2018,294,60,90,5,3,96,40
12-10-2017,213,31,20,20,25,40,77
13-04-2015,117,10,10,42,6,20,29
05-06-2015,323,50,12,47,57,96,61
22-09-2020,260,5,5,73,39,86,52
30-12-2016,266,73,35,69,52,10,27
26-09-2016,260,59,14,77,35,75,0
10-06-2018,331,78,64,64,39,14,72
26-06-2020,416,0,76,93,98,66,83
28-03-2016,377,50,94,33,88,47,65
01-09-2019,152,16,38,36,27,14,21
11-09-2018,288,15,0,80,26,76,91
20-04-2018,282,72,96,20,41,30,23
06-07-2017,300,61,27,43,61,29,79
17-02-2017,208,1,7,29,31,77,63
19-07-2018,169,9,47,17,52,19,25
11-05-2019,312,69,10,63,19,82,69
23-10-2019,353,20,88,49,36,66,94
14-08-2016,287,62,10,91,72,10,42
19-11-2020,278,44,80,13,14,88,39
29-07-2015,276,99,72,4,94,6,1
27-06-2018,337,75,33,13,44,77,95
18-11-2020,389,94,35,50,53,89,68
02-09-2016,264,57,23,50,26,24,84
10-05-2015,339,69,20,57,96,32,65
29-07-2020,322,95,16,67,93,27,24
31-08-2020,229,9,57,56,17,24,66
31-12-2017,164,33,28,30,37,12,24
18-03-2019,230,77,43,37,13,13,47
30-07-2018,255,59,98,38,33,12,15
05-12-2020,442,96,99,64,76,93,14
26-02-2016,236,54,0,52,26,78,26
14-04-2019,311,52,90,78,71,10,10
11-04-2019,333,46,49,49,54,64,71
24-04-2018,370,90,77,20,98,11,74
30-01-2016,278,81,2,63,52,3,77
16-04-2017,159,55,29,0,61,9,5
09-04-2018,310,90,67,7,77,62,7
07-10-2020,277,79,81,48,28,3,38
10-01-2016,373,79,12,84,81,88,29
15-04-2020,173,11,39,77,5,3,38
23-08-2017,333,96,37,35,18,62,85
21-06-2016,378,82,43,63,71,30,89
12-11-2016,430,50,98,57,64,70,91
10-09-2015,296,10,46,70,58,74,38
27-04-2018,272,32,43,55,16,34,92
29-06-2016,384,84,86,26,83,32,73
24-07-2019,363,98,79,84,11,6,85
02-02-2017,326,25,93,98,12,98,0
17-01-2018,407,80,71,86,60,44,66
20-07-2016,290,46,28,69,59,22,66
11-03-2017,250,99,1,67,48,19,16
15-07-2017,333,35,96,92,40,61,9
31-03-2015,169,26,56,27,7,20,33
03-12-2019,356,97,82,34,47,19,77
26-12-2020,213,49,46,43,24,27,24
30-12-2016,258,36,49,93,32,10,38
20-03-2020,267,48,64,16,79,46,14
03-08-2017,304,78,33,47,40,97,9
04-07-2018,257,32,19,59,17,50,80
09-12-2018,267,28,47,10,24,77,81
28-07-2016,221,17,59,21,54,64,6
13-12-2020,166,41,20,54,45,5,1
19-11-2020,400,95,93,90,59,23,40
01-07-2019,234,10,61,23,5,75,60
23-11-2018,350,62,67,23,86,76,36
28-03-2016,290,11,2,53,45,86,93
20-09-2017,282,14,28,56,79,53,52
12-01-2015,296,84,62,21,71,47,11
23-09-2019,403,54,82,95,39,92,41
20-04-2017,379,60,36,54,90,62,77
15-10-2016,261,61,23,35,63,29,50
08-05-2018,299,50,54,33,21,64,77
04-04-2019,364,86,83,31,49,52,63
29-12-2015,387,93,85,80,71,6,52
12-10-2020,235,8,31,96,10,12,78
09-04-2019,360,52,86,29,99,28,66
27-01-2015,280,45,75,2,75,2,81
14-12-2015,262,15,98,89,9,41,10
03-06-2015,354,78,88,22,75,46,45
27-04-2018,427,98,40,97,70,98,24
12-04-2018,288,76,66,37,76,20,13
03-07-2020,335,80,72,18,81,72,12
17-04-2020,341,83,19,99,20,94,26
22-04-2017,263,88,22,28,30,90,5
15-01-2017,263,92,79,34,4,5,49
14-07-2019,298,25,59,96,33,15,70
27-12-2020,353,47,3,79,73,65,86
25-10-2015,333,72,2,88,9,68,94
24-09-2019,250,74,58,29,29,1,59
18-10-2020,305,27,90,39,63,5,81
18-11-2015,380,94,77,70,95,22,22
04-03-2015,385,75,79,70,59,58,44
06-03-2019,255,68,32,8,9,81,57
11-03-2017,452,69,65,75,63,84,96
12-02-2018,243,56,56,11,83,7,30
10-02-2018,343,75,99,5,54,98,12
14-04-2016,383,79,52,71,64,74,43
14-11-2020,409,98,67,37,78,94,35
09-11-2016,162,41,2,25,4,55,35
05-09-2017,377,57,45,65,67,95,48
02-07-2017,196,7,49,5,90,33,12
19-05-2020,393,95,51,88,90,9,60
07-02-2016,237,29,26,68,52,21,41
19-03-2018,316,48,7,49,88,33,91
06-10-2015,258,18,60,59,15,83,23
21-07-2016,283,70,31,32,14,94,42
19-08-2018,385,11,96,96,77,37,68
21-03-2016,322,22,69,24,97,71,39
19-12-2020,293,32,76,16,96,22,51
23-07-2016,297,75,11,36,56,41,78
12-08-2015,221,21,31,65,39,56,9
15-12-2016,325,95,22,18,89,64,37
19-02-2015,317,84,74,18,52,47,42
08-08-2016,251,30,3,85,21,28,84
08-05-2019,361,97,84,11,72,69,28
31-10-2016,367,93,70,9,49,60,86
26-03-2016,408,35,86,98,90,61,38
11-09-2015,378,66,16,46,91,61,98
27-07-2019,193,17,4,86,1,37,48
14-07-2016,309,34,17,47,89,35,87
29-09-2019,218,71,28,9,7,93,10
13-04-2017,314,78,39,70,24,58,45
09-11-2020,321,84,74,44,70,42,7
04-09-2019,93,9,8,10,21,42,3
04-03-2015,211,70,25,29,52,1,34
19-03-2019,451,83,97,69,71,67,64
11-06-2016,377,6,87,70,83,67,64
13-06-2018,359,23,70,85,25,75,81
03-05-2015,368,45,75,56,30,64,98
06-10-2019,326,69,73,90,48,24,22
14-02-2020,291,33,30,94,25,58,51
17-03-2019,299,18,61,55,43,66,56
13-09-2017,418,90,36,42,92,88,70
24-02-2020,274,67,1,94,18,3,91
27-01-2020,190,53,5,66,12,39,15
04-03-2016,367,99,26,97,22,56,67
23-09-2019,378,46,70,83,15,96,68
24-03-2015,322,72,18,72,96,6,58
18-12-2016,255,33,47,6,12,80,77
12-04-2020,213,10,27,15,70,80,11
21-03-2020,339,58,6,59,85,54,77
18-11-2018,223,54,5,47,36,25,56
30-11-2017,399,82,66,61,83,10,97
04-07-2019,72,5,20,33,0,1,13
31-12-2018,329,44,32,54,99,19,81
23-09-2016,242,4,24,44,77,10,83
17-11-2020,319,16,71,87,30,23,92
20-05-2019,323,95,40,97,37,19,35
21-07-2018,309,50,78,19,71,33,58
08-02-2017,374,45,76,88,58,62,45
16-06-2015,316,17,80,78,70,10,61
30-05-2015,365,83,60,57,63,11,91
28-07-2018,345,47,66,86,13,70,63
15-09-2018,316,37,35,61,60,91,32
18-04-2017,376,93,69,69,78,49,18
19-06-2018,393,37,81,50,59,78,88
23-10-2019,419,76,91,86,80,74,12
07-06-2019,317,34,60,73,18,36,96
01-12-2016,451,97,53,84,80,63,74
16-05-2019,205,39,72,12,24,11,47
22-10-2018,370,97,9,86,66,49,63
12-05-2015,141,5,3,32,9,59,33
25-04-2020,172,20,19,76,39,13,5
03-07-2018,294,8,69,89,63,26,39
28-07-2016,129,21,28,28,2,44,6
20-07-2016,310,33,85,37,30,69,56
08-03-2017,206,12,32,30,29,89,14
03-01-2016,257,9,13,94,49,59,33
19-05-2019,302,18,90,80,5,74,35
26-10-2019,272,86,23,59,8,28,68
17-05-2019,262,84,7,42,56,45,28
17-08-2015,346,44,77,9,95,62,59
10-12-2016,367,78,94,38,63,35,59
10-03-2020,263,1,91,38,80,5,48
01-09-2015,259,0,60,33,97,49,20
22-06-2018,231,71,12,23,63,30,32
07-09-2017,289,79,41,92,0,19,58
26-06-2016,374,94,68,46,52,51,63
07-05-2019,320,30,14,74,52,62,88
28-08-2019,295,40,77,33,6,79,60
06-06-2016,293,47,91,59,24,50,22
12-02-2020,226,4,45,73,24,27,53
26-02-2017,318,7,69,25,92,70,55
05-05-2017,234,95,11,62,20,0,46
10-09-2018,150,6,10,25,5,89,15
21-08-2020,249,13,76,8,4,59,89
11-03-2018,256,55,31,33,45,46,46
15-10-2017,288,65,20,42,92,35,34
20-09-2016,368,57,54,99,38,73,47
22-10-2020,402,38,52,69,89,84,70
28-06-2016,327,68,6,87,53,64,49
06-02-2015,238,30,60,31,48,37,32
12-02-2020,312,80,36,4,33,81,78
13-03-2015,349,0,97,94,57,53,48
28-04-2015,318,23,79,22,52,73,69
02-10-2019,234,2,2,86,91,22,31
22-12-2018,295,42,24,64,69,4,92
18-07-2019,325,48,36,74,46,53,68
24-09-2015,354,20,82,80,84,46,42
19-10-2015,350,82,35,14,85,53,81
21-01-2020,293,35,22,85,66,77,8
04-06-2017,322,96,15,75,31,34,71
07-03-2015,317,19,1,93,28,88,88
14-06-2016,318,99,71,13,19,50,66
18-06-2019,321,96,76,23,2,63,61
26-04-2015,272,57,28,47,53,54,33
22-11-2019,221,75,37,15,24,32,38
28-02-2019,394,94,96,25,15,78,86
08-08-2019,169,7,29,18,17,36,62
04-03-2019,300,61,17,34,54,87,47
27-06-2017,333,35,36,62,33,77,90
20-06-2016,366,6,72,31,76,98,83
03-12-2019,306,85,90,53,48,16,14
29-01-2020,180,0,32,3,46,32,67
20-02-2016,324,39,63,39,77,67,39
10-11-2019,354,89,65,34,48,74,44
23-08-2016,348,70,99,62,99,10,8
30-12-2015,272,44,91,28,33,18,58
23-06-2017,329,66,62,35,46,86,34
22-10-2020,247,0,59,28,46,52,62
27-01-2018,318,4,68,85,26,90,45
17-05-2019,405,92,92,73,88,13,47
30-12-2016,183,48,8,20,72,16,19
04-09-2015,239,15,38,50,93,29,14
12-06-2018,300,92,38,29,91,19,31
06-04-2016,340,70,37,58,28,93,54
26-07-2017,206,10,45,88,11,42,10
23-04-2016,308,7,62,49,38,88,64
18-12-2020,320,95,17,61,82,46,19
16-05-2017,201,16,27,3,85,47,23
22-12-2019,297,35,21,6,66,81,88
29-04-2017,320,31,90,90,28,17,64
15-05-2019,176,15,19,23,40,73,6
08-03-2019,192,12,1,36,60,83,0
18-07-2017,276,77,40,50,31,18,60
26-02-2020,178,22,27,58,18,40,13
18-04-2020,296,56,57,8,47,38,90
25-10-2019,291,86,56,42,36,44,27
14-10-2016,220,27,48,13,48,26,58
19-12-2016,311,21,51,75,1,94,69
03-11-2017,362,20,76,79,68,66,53
08-07-2020,302,88,5,33,42,64,70
02-10-2020,488,56,83,94,77,89,89
23-04-2018,284,60,16,20,66,27,95
08-01-2020,211,12,35,38,65,41,20
08-06-2018,259,49,49,20,20,66,55
24-06-2019,269,14,75,37,9,63,71
16-02-2020,312,91,33,41,78,43,26
10-01-2020,316,31,13,56,49,99,68
21-06-2019,189,25,24,12,76,46,6
15-11-2017,408,67,81,46,69,98,47
26-04-2017,246,65,23,59,34,8,57
22-06-2016,251,72,41,11,0,60,67
13-09-2019,209,39,36,18,33,78,5
30-10-2020,280,19,94,6,12,87,62
12-12-2015,295,69,38,4,89,28,67
13-03-2016,250,74,22,41,49,22,42
28-03-2018,272,38,80,22,88,13,31
21-02-2020,300,72,8,35,91,29,65
22-01-2018,266,35,10,22,75,78,46
