Country,Product_Category,Product,Channel,Gender,Sessions,Device_Category,Sources,Conversations,Page,Visits,Unique_Visitors,Browser,Sentiment,Duration_min,Region,Customer_Segment,Daily_Users,Conversion_Rate,Return_Visitors,Tweets,Retweets,Hashtags,Campaign_Name
USA,Sunglasses,Sportax RADR,Online,Female,885,Tablet,Facebook,Twitter,HomePage,579,154,Internet Explorer,Positive,2,South America,Gen Y (80 – 2000s),269,15,154,1853,39,HotRide,Wheels of Steel
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Male,578,Mobile,Bing,Forum,HomePage,599,196,Internet Explorer,Positive,2,Asia Pacific,Gen X (60 – 80s),404,34,196,637,39,RaceTrack,Racer Club
USA,Sunglasses,Sportax Path,Online,Male,1289,Desktop,Google,Facebook,Shipping Details,459,127,Internet Explorer,Neutral,8,South America,Boomer; GenX; GenY; GenZ,221,45,76,1336,50,SportsConvertible,Hit the Track
Japan,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Fem; Male,1291,Tablet,Yahoo,Twitter,HomePage,439,67,Edge,Positive,2,Asia Pacific,Gen Y (80 – 2000s),453,21,67,751,31,HotRide,Fun with Colors
Japan,Alloy Wheel,WHEEL FORGED 12.25 X 23.02 335 PCD 32 BOLT 10 STUD,Online,Female,767,Desktop,Yahoo,Blogs,HomePage,410,101,Edge,Positive,3,South America,Gen Y (80 – 2000s),413,48,101,699,21,EmeraldBeauty,Racer Club
Japan,Alloy Wheel,LUG NUT FOR WHEELS M24 X 1.5 33 MM HEX CAST STEEL.,Online,Other,792,Mobile,Yahoo,Facebook,HomePage,446,55,Edge,Negative,1,Europe,Gen Z (2000s - now),262,20,55,1583,40,BoringBeige,Racer Club
USA,Sunglasses,Shark NXT Field Track,Online,Female,762,Desktop,Google,Forum,Contact Us,462,140,Firefox,Negative,2,South America,Gen Y (80 – 2000s),414,41,140,1677,42,Funky,Beyond Wheels
USA,Alloy Wheel,WHEEL ADVANCED COMPOSITE 10.15 X 23.02 X 335 PCD 32 BOLT 10 STUD,Online,Female,923,Mobile,Bing,Twitter,HomePage,595,77,Internet Explorer,Positive,1,Asia Pacific,Gen Y (80 – 2000s),437,42,77,1677,33,Premium,Wheels That Matter
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 285 PCD 26 10 STUD,Online,Male,961,Tablet,Others,Twitter,Shipping Details,400,183,Firefox,Positive,6,South America,Boomer; GenX; GenY; GenZ,271,34,105,1800,30,MetalWheel,Wheels of Steel
Japan,Sunglasses,NovaVision Track,Online,Male,548,Tablet,Direct,Twitter,HomePage,403,114,Edge,Positive,8,Europe,Boomer; GenX; GenY; GenZ,455,40,132,1277,43,Formula1,Racer Club
Japan,Alloy Wheel,WHEEL FORGED 19.5 X 7.5 275 PCD 26 BOLT 8 STUD,Online,Female,639,Tablet,Yahoo,Facebook,HomePage,458,117,Edge,Neutral,3,South America,Gen X (60 – 80s),418,49,117,1222,39,Extravagant,Fun with Colors
Japan,Spoiler,Front?Spoiler,Online,Fem; Male,566,Tablet,Google,Facebook,HomePage,422,52,Edge,Neutral,1,Europe,Gen Z (2000s - now),225,44,52,1330,27,Funky,Hit the Track
USA,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 X 335 PCD 32 BOLT 10 STUD,Online,Male,518,Tablet,Yahoo,Facebook,Shipping Details,445,168,Internet Explorer,Positive,1,South America,Gen Y (80 – 2000s),274,10,168,974,42,NightFight,Wheels That Matter
USA,Brake Pad,Ceramic NTC,Online,Male,555,Mobile,Yahoo,Twitter,Shipping Details,475,66,Internet Explorer,Positive,4,Asia Pacific,Gen X (60 – 80s),224,25,66,1189,56,EmeraldBeauty,Hit the Track
USA,Spoiler,GTC Carbon Fiber Spoiler,Online,Female,774,Tablet,Yahoo,Forum,Shipping Details,458,195,Internet Explorer,Positive,4,South America,Boomer; GenX; GenY; GenZ,214,26,109,1984,40,BurnRubber,Hit the Track
Japan,Sunglasses,PlayMax Field,Online,Female,733,Tablet,Bing,Forum,HomePage,568,177,Edge,Neutral,3,Europe,Gen Y (80 – 2000s),492,34,177,1031,32,NeedForSpeed,Hit the Track
Japan,Alloy Wheel,WHEEL SUPERCHROME 12.25 x 23.02 285 PCD 26 BOLT 10 STUD,Online,Female,822,Mobile,Facebook,Facebook,HomePage,430,146,Edge,Neutral,1,South America,Baby Boomers (45 – 60s),266,39,146,1316,46,RaceTrack,Hit the Track
Japan,Alloy Wheel,WHEEL SUPERCHROME 12.25 X 23.02 285 PCD 106 INSET 10 STUD,Online,Fem; Male,1245,Mobile,Direct,Facebook,HomePage,521,120,Edge,Positive,4,Europe,Boomer; GenX; GenY; GenZ,361,21,110,1094,81,Formula1,Hit the Track
USA,Helmet,Alienzone Black Matte,Online,Female,855,Tablet,Direct,Forum,Contact Us,435,163,Internet Explorer,Negative,3,South America,Gen Y (80 – 2000s),400,50,163,1668,48,LetsRace,Racer Club
USA,Helmet,Carbon XTR,Online,Female,564,Mobile,Direct,Twitter,HomePage,505,195,Firefox,Neutral,6,Europe,Boomer; GenX; GenY; GenZ,390,12,161,937,21,AttackTheTrack,Beyond Wheels
Japan,Helmet,Air Flow Shark,Online,Fem; Male,1299,Mobile,Direct,Twitter,HomePage,403,114,Edge,Positive,8,Europe,Boomer; GenX; GenY; GenZ,455,40,132,1581,32,RainbowRocks,Hit the Track
Japan,Alloy Wheel,LUG NUT FOR WHEELS M24 X 1.5 32 MM HEX CAST STEEL.,Online,Female,787,Mobile,Others,Twitter,HomePage,521,138,Edge,Neutral,5,Europe,Baby Boomers (45 – 60s),287,17,138,780,60,HotRide,Wheels That Matter
Japan,Sunglasses,PlayMax Field,Online,Fem; Male,1295,Desktop,Google,Twitter,Shipping Details,489,182,Edge,Neutral,3,South America,Boomer; GenX; GenY; GenZ,412,37,127,915,39,NightFight,Hit the Track
Japan,Binoculars,Sportax PRO 10x45,Online,Other,1290,Mobile,Others,Forum,Products,409,113,Edge,Positive,7,North & Central America,Boomer; GenX; GenY; GenZ,325,19,185,1940,31,EyeMask,Beyond Wheels
Japan,Alloy Wheel,WHEEL SUPERCHROME12.15 X 23.02 SUPER SINGLE 285 PCD 26 BOLT,Online,Female,954,Mobile,Facebook,Facebook,HomePage,593,188,Edge,Neutral,5,Asia Pacific,Gen X (60 – 80s),368,29,188,1020,23,GettingTraction,Hit the Track
USA,Helmet,Cruiser WRX,Online,Fem; Male,630,Mobile,Google,Forum,HomePage,480,165,Internet Explorer,Neutral,4,Europe,Boomer; GenX; GenY; GenZ,265,17,107,1852,58,Extravagant,Racer Club
Japan,Sunglasses,NovaVision Track,Online,Female,767,Desktop,Yahoo,Blogs,HomePage,568,177,Edge,Neutral,3,Europe,Gen Y (80 – 2000s),492,34,177,1184,39,Sunglasses,Hit the Track
Japan,Helmet,Alienzone Black Matte,Online,Fem; Male,1259,Desktop,Google,Twitter,Products,539,93,Edge,Negative,3,Europe,Baby Boomers (45 – 60s),242,34,93,1963,71,Funky,Beyond Wheels
Japan,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 X 335 PCD 32 BOLT 10 STUD,Online,Male,1280,Desktop,Bing,Blogs,Contact Us,455,200,Edge,Neutral,6,Asia Pacific,Boomer; GenX; GenY; GenZ,395,32,184,1504,28,RainbowRocks,Fun with Colors
Japan,Alloy Wheel,WHEEL ADVANCED COMPOSITE 12.25 x 23.02 285 PCD 26 BOLT 10 STUD,Online,Other,596,Desktop,Others,Blogs,HomePage,521,157,Edge,Positive,2,North & Central America,Gen X (60 – 80s),483,28,157,920,20,TitaniumWheel,Get Sporty
Japan,Helmet,Supersonic Vent XT,Online,Male,523,Mobile,Google,Facebook,Products,490,82,Edge,Positive,2,Asia Pacific,Gen Y (80 – 2000s),282,24,82,1731,38,RedHotRuby,Racer Club
USA,Sunglasses,Shark Track,Online,Fem; Male,1234,Tablet,Google,Twitter,HomePage,538,157,Firefox,Neutral,5,Europe,Boomer; GenX; GenY; GenZ,345,13,181,1576,39,AttackTheTrack,Get Sporty
Japan,Hat,Flat Cap,Online,Female,822,Mobile,Facebook,Facebook,HomePage,521,138,Edge,Neutral,5,Europe,Baby Boomers (45 – 60s),287,17,138,1794,59,Funky,Beyond Wheels
Japan,Brake Pad,NAO 31XST,Online,Fem; Male,1275,Mobile,Direct,Twitter,HomePage,430,178,Edge,Positive,4,Europe,Boomer; GenX; GenY; GenZ,265,45,118,1188,28,NightFight,Hit the Track
Japan,Alloy Wheel,WHEEL ADVANCED COMPOSITE 12.25 x 23.02 285 PCD 26 BOLT 10 STUD,Online,Fem; Male,1255,Tablet,Yahoo,Twitter,Shipping Details,504,113,Edge,Positive,6,South America,Boomer; GenX; GenY; GenZ,286,41,109,1393,73,MetalWheel,Hit the Track
Japan,Alloy Wheel,35MM LUG NUT COVERS,Online,Male,605,Desktop,Google,Blogs,HomePage,472,156,Edge,Positive,5,North & Central America,Gen Z (2000s - now),438,11,156,1162,35,BurnRubber,Hit the Track
Japan,Sunglasses,Shark Track,Online,Female,716,Tablet,Bing,Facebook,HomePage,427,162,Edge,Positive,3,Asia Pacific,Gen X (60 – 80s),439,28,162,630,50,DazzleSpin,Racer Club
Japan,Spoiler,Pedestal?Spoiler,Online,Female,747,Tablet,Facebook,Forum,Shipping Details,504,113,Edge,Positive,6,South America,Boomer; GenX; GenY; GenZ,286,41,109,1376,24,UltraLux,Wheels of Steel
Japan,Brake Pad,NAO 31XST,Online,Fem; Male,952,Mobile,Direct,Twitter,Products,539,93,Edge,Negative,3,Europe,Baby Boomers (45 – 60s),242,34,93,1534,86,MetalWheel,Racer Club
Japan,Alloy Wheel,WHEEL FORGED12.15 X 23.02.335 PCD 26 BOLT,Online,Male,811,Tablet,Yahoo,Forum,HomePage,448,106,Edge,Positive,4,Asia Pacific,Gen X (60 – 80s),270,48,106,782,44,AttackTheTrack,Racer Club
Japan,Helmet,Racetrack CXTR 300,Online,Fem; Male,1275,Mobile,Direct,Twitter,Shipping Details,428,150,Edge,Neutral,7,South America,Boomer; GenX; GenY; GenZ,289,26,107,1131,94,RedHotRuby,Beyond Wheels
Japan,Brake Pad,Low Metallic NAO 33XST,Online,Female,898,Desktop,Others,Blogs,HomePage,443,99,Edge,Positive,4,North & Central America,Gen X (60 – 80s),483,11,99,1461,24,NightFight,Racer Club
Japan,Alloy Wheel,WHEEL CARBON FIBER 12.15 X 23.02 335 PCD 26 BOLT,Online,Male,840,Tablet,Others,Facebook,Products,565,165,Edge,Neutral,1,Asia Pacific,Gen Z (2000s - now),322,35,165,1696,25,Funky,Wheels of Steel
Japan,Helmet,Racetrack CXTR 300,Online,Female,803,Mobile,Others,Forum,Shipping Details,428,150,Edge,Neutral,7,South America,Boomer; GenX; GenY; GenZ,289,26,107,1345,21,Racing,Beyond Wheels
Japan,Helmet,Racetrack CXTR 300,Online,Female,532,Desktop,Yahoo,Blogs,HomePage,430,178,Edge,Positive,4,Europe,Boomer; GenX; GenY; GenZ,265,45,118,1061,45,Race,Beyond Wheels
Japan,Brake Pad,XTR Semi Metallic 33NRT,Online,Male,658,Tablet,Others,Forum,HomePage,593,188,Edge,Neutral,5,Asia Pacific,Gen X (60 – 80s),368,29,188,1440,24,BeatMySteel,Hit the Track
Japan,Alloy Wheel,WHEEL SUPERCHROME 12.25 X 23.02 335 PCD 32 BOLT 10 STUD,Online,Fem; Male,1250,Desktop,Bing,Forum,Products,519,190,Edge,Positive,4,North & Central America,Boomer; GenX; GenY; GenZ,299,34,81,866,26,NeedForSpeed,Hit the Track
Japan,Helmet,Cruiser WRX,Online,Female,822,Mobile,Direct,Facebook,HomePage,424,69,Edge,Neutral,1,North & Central America,Gen X (60 – 80s),479,37,69,1833,47,RainbowRocks,Fun with Colors
Japan,Alloy Wheel,WHEEL ADVANCED COMPOSITE 17.5 X 6.75 225 PCD 26 BOLT 10 STUD,Online,Fem; Male,543,Mobile,Yahoo,Blogs,HomePage,410,101,Edge,Positive,3,South America,Gen Y (80 – 2000s),413,48,101,1815,96,OffRoad,Wheels That Matter
Japan,Brake Pad,XTR Ceramic STM,Online,Male,511,Mobile,Yahoo,Twitter,Products,519,190,Edge,Positive,4,North & Central America,Boomer; GenX; GenY; GenZ,299,34,81,1347,31,Formula1,Hit the Track
Japan,Alloy Wheel,WHEEL ADVANCED COMPOSITE 12.25 X 23.02 285 PCD 106 INSET 10 STUD,Online,Male,602,Tablet,Bing,Blogs,HomePage,448,106,Edge,Positive,4,Asia Pacific,Gen X (60 – 80s),270,48,106,608,32,Formula1,Wheels of Steel
Japan,Brake Pad,NAO 31XST,Online,Male,898,Tablet,Yahoo,Forum,Products,490,82,Edge,Positive,2,Asia Pacific,Gen Y (80 – 2000s),282,24,82,1873,20,LetsRace,Wheels That Matter
Japan,Hat,Snapback,Online,Male,518,Tablet,Yahoo,Facebook,Products,498,159,Edge,Neutral,3,North & Central America,Gen X (60 – 80s),480,47,159,1673,42,GettingTraction,Beyond Wheels
Japan,Hat,Fedora,Online,Male,526,Mobile,Bing,Facebook,HomePage,568,117,Edge,Neutral,2,North & Central America,Gen Z (2000s - now),430,18,117,1621,23,BoringBeige,Beyond Wheels
Japan,Sunglasses,Sportax RADR,Online,Female,636,Desktop,Yahoo,Facebook,HomePage,458,117,Edge,Neutral,3,South America,Gen X (60 – 80s),418,49,117,350,48,GorgeousGlares,Racer Club
Japan,Sunglasses,Shark Track,Online,Male,720,Mobile,Bing,Facebook,Products,498,159,Edge,Neutral,3,North & Central America,Gen X (60 – 80s),480,47,159,1220,92,Rims,Racer Club
Japan,Sunglasses,Sportax RADR,Online,Fem; Male,1259,Desktop,Google,Twitter,HomePage,593,188,Edge,Neutral,5,Asia Pacific,Gen X (60 – 80s),368,29,188,553,73,Anytime,Hit the Track
Japan,Hat,Fedora,Online,Male,511,Mobile,Yahoo,Twitter,HomePage,427,162,Edge,Positive,3,Asia Pacific,Gen X (60 – 80s),439,28,162,740,42,UltraLux,Racer Club
Japan,Helmet,Warrior Hulk,Online,Male,782,Mobile,Direct,Facebook,Products,415,193,Edge,Neutral,4,North & Central America,Gen Z (2000s - now),201,12,193,706,31,EmeraldBeauty,Fun with Colors
Japan,Spoiler,Front?Spoiler,Online,Female,767,Desktop,Yahoo,Blogs,HomePage,410,101,Edge,Positive,3,South America,Gen Y (80 – 2000s),413,48,101,1507,21,LetsRace,Hit the Track
Japan,Sunglasses,Shark NXT Field Track,Online,Other,796,Desktop,Bing,Forum,HomePage,430,146,Edge,Neutral,1,South America,Baby Boomers (45 – 60s),266,39,146,951,23,Race,Beyond Wheels
Japan,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02.335 PCD 32 BOLT 10 STUD,Online,Female,993,Tablet,Facebook,Twitter,Products,415,193,Edge,Neutral,4,North & Central America,Gen Z (2000s - now),201,12,193,1718,47,Extravagant,Wheels of Steel
Japan,Alloy Wheel,WHEEL SUPERCHROME 10.15 X 23.02 335 PCD 32 BOLT 10 STUD,Online,Fem; Male,1267,Tablet,Yahoo,Twitter,Products,490,82,Edge,Positive,2,Asia Pacific,Gen Y (80 – 2000s),282,24,82,1894,71,HulkHelmet,Hit the Track
Japan,Hat,Fedora,Online,Male,782,Mobile,Direct,Facebook,Products,565,165,Edge,Neutral,1,Asia Pacific,Gen Z (2000s - now),322,35,165,822,30,OffRoad,Racer Club
Japan,Alloy Wheel,WHEEL SUPERCHROME 10.15 X 23.02. 335 PCD 26 BOLT 10 STUD,Online,Other,853,Tablet,Others,Facebook,HomePage,575,105,Edge,Positive,4,Asia Pacific,Gen Y (80 – 2000s),365,45,105,1400,42,RaceCar,Hit the Track
Japan,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Female,639,Tablet,Yahoo,Facebook,HomePage,458,117,Edge,Neutral,3,South America,Gen X (60 – 80s),418,49,117,1272,39,BurnRubber,Racer Club
Japan,Brake Pad,NAO 31XST,Online,Other,542,Mobile,Direct,Twitter,Shipping Details,489,182,Edge,Neutral,3,South America,Boomer; GenX; GenY; GenZ,412,37,127,1957,39,OffRoad,Racer Club
Japan,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 285 PCD 26 10 STUD,Online,Female,624,Mobile,Google,Twitter,HomePage,575,105,Edge,Positive,4,Asia Pacific,Gen Y (80 – 2000s),365,45,105,978,30,BinoTheDino,Racer Club
Japan,Brake Pad,XTR Ceramic STM,Online,Fem; Male,1250,Desktop,Bing,Forum,HomePage,427,162,Edge,Positive,3,Asia Pacific,Gen X (60 – 80s),439,28,162,1775,28,RaceTrack,Racer Club
Japan,Helmet,Alienzone Black Matte,Online,Male,720,Mobile,Bing,Facebook,HomePage,410,101,Edge,Positive,3,South America,Gen Y (80 – 2000s),413,48,101,1164,42,AttackTheTrack,Fun with Colors
Japan,Alloy Wheel,WHEEL FORGED 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Female,503,Mobile,Facebook,Blogs,HomePage,439,67,Edge,Positive,2,Asia Pacific,Gen Y (80 – 2000s),453,21,67,1829,30,ShadesOfSteel,Fun with Colors
Japan,Sunglasses,Sportax Path,Online,Female,822,Mobile,Facebook,Facebook,HomePage,430,146,Edge,Neutral,1,South America,Baby Boomers (45 – 60s),266,39,146,1170,46,HotRide,Racer Club
Japan,Alloy Wheel,WHEEL FORGED 12.15 X 23.02.335 PCD 32 BOLT,Online,Fem; Male,1300,Tablet,Facebook,Blogs,Contact Us,455,200,Edge,Neutral,6,Asia Pacific,Boomer; GenX; GenY; GenZ,395,32,184,1907,37,NeedForSpeed,Wheels of Steel
Japan,Spoiler,Pedestal?Spoiler,Online,Female,514,Mobile,Direct,Forum,HomePage,439,67,Edge,Positive,2,Asia Pacific,Gen Y (80 – 2000s),453,21,67,1162,45,HotRide,Wheels of Steel
Japan,Alloy Wheel,WHEEL INSIDE POLISH 10.15 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Fem; Male,1266,Mobile,Others,Forum,Products,565,165,Edge,Neutral,1,Asia Pacific,Gen Z (2000s - now),322,35,165,1269,45,NightFight,Hit the Track
Japan,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Fem; Male,1261,Tablet,Yahoo,Facebook,HomePage,458,117,Edge,Neutral,3,South America,Gen X (60 – 80s),418,49,117,860,36,Anytime,Wheels of Steel
Japan,Spoiler,Front?Spoiler,Online,Male,1285,Tablet,Yahoo,Facebook,HomePage,403,114,Edge,Positive,8,Europe,Boomer; GenX; GenY; GenZ,455,40,132,1450,36,TealNoFeel,Hit the Track
Japan,Brake Pad,Semi Metallic 33LR,Online,Fem; Male,1295,Desktop,Google,Twitter,Shipping Details,489,182,Edge,Neutral,3,South America,Boomer; GenX; GenY; GenZ,412,37,127,1583,39,GettingTraction,Racer Club
Japan,Hat,Fedora,Online,Fem; Male,1274,Desktop,Bing,Forum,Shipping Details,504,113,Edge,Positive,6,South America,Boomer; GenX; GenY; GenZ,286,41,109,1146,47,Formula1,Get Sporty
Japan,Helmet,Supersonic Vent XT,Online,Other,747,Mobile,Bing,Blogs,HomePage,403,114,Edge,Positive,8,Europe,Boomer; GenX; GenY; GenZ,455,40,132,1075,89,GoCart,Hit the Track
Japan,Helmet,Air Flow Shark,Online,Male,518,Tablet,Yahoo,Facebook,HomePage,410,101,Edge,Positive,3,South America,Gen Y (80 – 2000s),413,48,101,531,28,BinoTheDino,Racer Club
Japan,Helmet,Alienzone Black Matte,Online,Fem; Male,1297,Tablet,Yahoo,Facebook,HomePage,430,146,Edge,Neutral,1,South America,Baby Boomers (45 – 60s),266,39,146,747,30,Sunglasses,Racer Club
Japan,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02.335 PCD 32 BOLT 10 STUD,Online,Male,540,Tablet,Direct,Facebook,HomePage,568,177,Edge,Neutral,3,Europe,Gen Y (80 – 2000s),492,34,177,658,47,TitaniumWheel,Racer Club
Japan,Brake Pad,XTR Ceramic STM,Online,Male,1280,Desktop,Bing,Blogs,Contact Us,455,200,Edge,Neutral,6,Asia Pacific,Boomer; GenX; GenY; GenZ,395,32,184,1265,28,Sunglasses,Racer Club
Japan,Alloy Wheel,WHEEL ADVANCED COMPOSITE 12.25 X 23.02 285 PCD 106 INSET 10 STUD,Online,Fem; Male,1257,Mobile,Direct,Facebook,Shipping Details,428,150,Edge,Neutral,7,South America,Boomer; GenX; GenY; GenZ,289,26,107,826,33,RubberToTheRoad,Racer Club
Japan,Sunglasses,Shark Track,Online,Other,1276,Tablet,Facebook,Blogs,HomePage,568,177,Edge,Neutral,3,Europe,Gen Y (80 – 2000s),492,34,177,1292,30,ShadesOfSteel,Get Sporty
Japan,Spoiler,Roof?Spoiler,Online,Female,855,Tablet,Direct,Forum,HomePage,458,117,Edge,Neutral,3,South America,Gen X (60 – 80s),418,49,117,622,44,NightFight,Hit the Track
Japan,Brake Pad,NAO 31XST,Online,NULL,938,Tablet,Google,Blogs,Shipping Details,489,182,Edge,Neutral,3,South America,Boomer; GenX; GenY; GenZ,412,37,127,1215,28,RaceCar,Racer Club
Japan,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 285 PCD 26 10 STUD,Online,Male,831,Tablet,Facebook,Facebook,HomePage,521,138,Edge,Neutral,5,Europe,Baby Boomers (45 – 60s),287,17,138,1209,46,UltraLux,Wheels of Steel
Japan,Binoculars,AstraTrack IR 9x25,Online,Fem; Male,1255,Tablet,Yahoo,Twitter,Shipping Details,504,113,Edge,Positive,6,South America,Boomer; GenX; GenY; GenZ,286,41,109,1341,73,Funky,Get Sporty
Japan,Brake Pad,Low Metallic NAO 35XST,Online,Fem; Male,1273,Tablet,Yahoo,Facebook,Products,519,190,Edge,Positive,4,North & Central America,Boomer; GenX; GenY; GenZ,299,34,81,802,67,StoneAge,Racer Club
Japan,Spoiler,Roof?Spoiler,Online,Male,788,Tablet,Others,Facebook,HomePage,521,138,Edge,Neutral,5,Europe,Baby Boomers (45 – 60s),287,17,138,1833,33,Sunglasses,Hit the Track
Japan,Sunglasses,SportBand Flak RADR ,Online,Male,756,Tablet,Yahoo,Twitter,HomePage,430,146,Edge,Neutral,1,South America,Baby Boomers (45 – 60s),266,39,146,1967,44,Formula1,Wheels of Steel
Germany,Binoculars,Sportax 9x25,Online,Fem; Male,1249,Tablet,Yahoo,Facebook,Shipping Details,439,153,Safari,Positive,8,South America,Boomer; GenX; GenY; GenZ,208,37,179,1449,58,BinoTheDino,Get Sporty
Japan,Hat,Trilby,Online,Female,851,Mobile,Google,Blogs,Products,539,93,Edge,Negative,3,Europe,Baby Boomers (45 – 60s),242,34,93,880,47,AttackTheTrack,Fun with Colors
Japan,Sunglasses,SportBand Flak RADR ,Online,Fem; Male,1275,Mobile,Direct,Twitter,Shipping Details,428,150,Edge,Neutral,7,South America,Boomer; GenX; GenY; GenZ,289,26,107,1025,94,ShadesOfSteel,Racer Club
Japan,Spoiler,Front?Spoiler,Online,Male,640,Mobile,Bing,Facebook,Products,498,159,Edge,Neutral,3,North & Central America,Gen X (60 – 80s),480,47,159,902,30,NeedForSpeed,Beyond Wheels
Japan,Sunglasses,NovaVision Track,Online,Female,954,Mobile,Facebook,Facebook,Products,539,93,Edge,Negative,3,Europe,Baby Boomers (45 – 60s),242,34,93,619,38,AlloyWheel,Racer Club
Japan,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Male,764,Tablet,Bing,Forum,Shipping Details,489,182,Edge,Neutral,3,South America,Boomer; GenX; GenY; GenZ,412,37,127,1525,38,AttackTheTrack,Racer Club
Germany,Hat,Top Hat,Online,Other,596,Desktop,Others,Blogs,Contact Us,450,130,Safari,Negative,2,South America,Baby Boomers (45 – 60s),287,14,130,912,42,Racing,Racer Club
Japan,Alloy Wheel,WHEEL SUPERCHROME 12.15 X 23.02.335 PCD 26 BOLT,Online,Female,1305,Mobile,Direct,Facebook,HomePage,430,178,Edge,Positive,4,Europe,Boomer; GenX; GenY; GenZ,265,45,118,724,22,UltraLux,Hit the Track
Japan,Sunglasses,PlayMax Field,Online,Fem; Male,1250,Desktop,Bing,Forum,Products,519,190,Edge,Positive,4,North & Central America,Boomer; GenX; GenY; GenZ,299,34,81,1128,26,AttackTheTrack,Racer Club
Japan,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 10.15 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Fem; Male,1282,Tablet,Facebook,Forum,Products,415,193,Edge,Neutral,4,North & Central America,Gen Z (2000s - now),201,12,193,937,26,RedHotRuby,Racer Club
Japan,Spinner,WHEEL ADVANCED COMPOSITE SPINNER 12.25 X 23.02 335 PCD 26 BOLT 10 STUD,Online,Male,940,Tablet,Facebook,Twitter,HomePage,430,178,Edge,Positive,4,Europe,Boomer; GenX; GenY; GenZ,265,45,118,1224,50,UltraLux,Racer Club
Japan,Alloy Wheel,WHEEL CARBON FIBER 10.15 X 23.02 285 PCD 26 BOLT 10 STUD,Online,Other,878,Desktop,Google,Twitter,Contact Us,455,200,Edge,Neutral,6,Asia Pacific,Boomer; GenX; GenY; GenZ,395,32,184,587,30,UltraLux,Fun with Colors
Germany,Spoiler,Lighted?Spoiler,Online,Male,792,Desktop,Facebook,Facebook,Products,516,130,Safari,Neutral,1,South America,Gen Z (2000s - now),396,16,130,1787,24,Extravagant,Hit the Track
Japan,Brake Pad,Organic PPST,Online,Male,752,Desktop,Facebook,Facebook,HomePage,448,106,Edge,Positive,4,Asia Pacific,Gen X (60 – 80s),270,48,106,1668,30,AlloyWheel,Hit the Track
Japan,Spoiler,Front?Spoiler,Online,Male,518,Tablet,Yahoo,Facebook,Products,498,159,Edge,Neutral,3,North & Central America,Gen X (60 – 80s),480,47,159,1482,42,ShadesOfSteel,Get Sporty
Japan,Brake Pad,Ceramic NTC,Online,Other,1290,Mobile,Others,Forum,HomePage,575,105,Edge,Positive,4,Asia Pacific,Gen Y (80 – 2000s),365,45,105,1043,31,RainbowRocks,Hit the Track
Japan,Alloy Wheel,WHEEL SUPECHROME 12.25 X 23.02 PCD 106 INSET 10 STUD,Online,Female,1260,Mobile,Others,Blogs,HomePage,448,106,Edge,Positive,4,Asia Pacific,Gen X (60 – 80s),270,48,106,767,48,Premium,Racer Club
Japan,Sunglasses,Sportax Path,Online,Male,731,Desktop,Google,Blogs,Shipping Details,504,113,Edge,Positive,6,South America,Boomer; GenX; GenY; GenZ,286,41,109,1662,47,GoCart,Racer Club
Germany,Spoiler,Lighted?Spoiler,Online,Female,633,Mobile,Google,Twitter,Shipping Details,588,174,Safari,Negative,5,South America,Boomer; GenX; GenY; GenZ,248,44,181,1023,47,ShadesOfSteel,Wheels of Steel
Japan,Alloy Wheel,WHEEL FORGED 12.25 x 23.02 285 PCD 26 BOLT 10 STUD,Online,Female,954,Mobile,Facebook,Facebook,HomePage,593,188,Edge,Neutral,5,Asia Pacific,Gen X (60 – 80s),368,29,188,553,23,RaceEachother,Racer Club
Japan,Alloy Wheel,WHEEL SUPERCHROME 12.15 X 23.02.335 PCD 26 BOLT,Online,Male,782,Mobile,Direct,Facebook,Products,415,193,Edge,Neutral,4,North & Central America,Gen Z (2000s - now),201,12,193,1971,31,AlloyWheel,Get Sporty
Japan,Helmet,Carbon XTR,Online,Other,596,Desktop,Others,Blogs,HomePage,439,67,Edge,Positive,2,Asia Pacific,Gen Y (80 – 2000s),453,21,67,728,20,Racing,Fun with Colors
